date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_76,Gap_Down_aVWAP_161,Gap_Down_aVWAP_115,Gap_Down_aVWAP_24,aVWAP_OB_bull_170,aVWAP_OB_bull_71,aVWAP_OB_bear_160,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,118.47,122.47,115.53,118.85,492292,,,,,,,,#000000,1.0,124.97,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,492292.0,False,False,False,False
2022-01-07 00:00:00+00:00,120.62,126.2799,115.66,119.38,1119985,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1119985,82961.85185185185,False,False,False,False,538787.7777777778,False,False,False,False
2022-01-14 00:00:00+00:00,118.1,121.31,116.38,119.27,727307,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0942562592047,-21.575846833578858,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,392678,105903.78875171467,False,False,False,False,552752.1646090535,False,False,False,False
2022-01-21 00:00:00+00:00,112.71,117.05,109.76,117.05,1205821,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.63276838446671,-21.575846833578858,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-813143,37826.24884418026,False,False,False,False,601127.6338972718,False,False,False,False
2022-01-28 00:00:00+00:00,109.4,115.31,103.395,110.92,1382831,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.94633566962759,-21.575846833578858,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2195974,-127640.43625538863,False,False,False,False,659031.5869419184,False,False,False,False
2022-02-04 00:00:00+00:00,99.72,113.37,97.54,108.44,2355929,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.59474153105702,-21.575846833578858,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4551903,-455363.58912535984,False,False,False,False,784727.6916128873,False,False,False,False
2022-02-11 00:00:00+00:00,100.52,103.785,96.85,99.49,795779,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79935850778872,-21.575846833578858,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3756124,-699864.3603012592,False,False,False,False,785546.3070489698,False,False,False,False
2022-02-18 00:00:00+00:00,101.79,104.03,98.7,101.02,1033193,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.80595005582648,30.832933032531542,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2722931,-849721.1484270919,False,False,False,False,803890.5065268239,False,False,False,False
2022-02-25 00:00:00+00:00,101.1,102.63,95.23,101.37,573771,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.785713169991627,26.306193972154247,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3296702,-1030978.9892843443,False,False,False,False,786844.6171544665,False,False,False,False
2022-03-04 00:00:00+00:00,96.05,101.69,95.225,99.63,828515,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.63143625298293,21.350368334126628,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4125217,-1260181.8048929113,False,False,False,False,789931.3121800615,False,False,False,False
2022-03-11 00:00:00+00:00,96.97,99.205,93.58,96.35,744478,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,108.79,,96.585,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.38212522836727,17.997584952871648,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3380739,-1417260.1156415844,False,False,False,False,786564.4001667236,False,False,False,False
2022-03-18 00:00:00+00:00,105.09,105.12,95.166,96.64,857535,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,99.37223377712913,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08746307715871,17.997584952871648,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2523204,-1499181.8848533188,False,False,False,False,791821.4816358553,False,False,False,False
2022-03-25 00:00:00+00:00,105.18,106.1699,102.62,104.59,497724,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,100.62485374082563,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.219264304418495,17.997584952871648,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2025480,-1538166.9304197396,False,False,False,False,770036.4829961624,False,False,False,False
2022-04-01 00:00:00+00:00,107.44,107.96,101.88,104.53,717009,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.93201671687825,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.564869275665174,17.997584952871648,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1308471,-1521152.4170553144,False,False,False,False,766108.5212927429,False,False,False,False
2022-04-08 00:00:00+00:00,98.25,108.37,97.89,107.38,673871,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.67629590783902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.36589063193217,17.997584952871648,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1982342,-1555314.6083845503,False,False,False,False,759276.1123080953,False,False,False,False
2022-04-15 00:00:00+00:00,95.41,99.34,95.4,98.04,590774,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,100.18679282377289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47886867695961,17.997584952871648,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2573116,-1630707.3040597688,False,False,False,False,746794.4743593476,False,False,False,False
