date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_47,Gap_Down_aVWAP_30,aVWAP_OB_bull_30,aVWAP_OB_bear_161,aVWAP_OB_bear_147,aVWAP_OB_bear_83,aVWAP_OB_bear_53,aVWAP_OB_bear_45,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,849.0,946.08,808.38,808.38,519,,,,,,,,,#000000,-1.0,511.7625,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,519.0,False,False,False,False
2022-01-07 00:00:00+00:00,897.0,999.0,869.16,870.0,502,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,502,37.18518518518518,False,False,False,False,517.7407407407408,False,False,False,False
2022-01-14 00:00:00+00:00,828.0,915.0,807.0,915.0,417,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.67637459201607,-27.956314335927665,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,85,40.72702331961591,False,False,False,False,510.2784636488341,False,False,False,False
2022-01-21 00:00:00+00:00,750.0,870.0,750.0,840.0,177,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5397877907237,-27.956314335927665,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-92,30.89539196260732,False,False,False,False,485.5911700452167,False,False,False,False
2022-01-28 00:00:00+00:00,654.0,831.0,594.0,750.0,692,,,,,,,,,#000000,0.0,0.0,,693.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.97571383791389,-27.956314335927665,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-784,-29.467229664252475,False,False,False,False,500.8807130048303,False,False,False,False
2022-02-04 00:00:00+00:00,636.0,678.0,633.0,660.0,88,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,688.0358974358975,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29336806763608,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-872,-91.87706450393748,False,False,False,False,470.29695648595396,False,False,False,False
2022-02-11 00:00:00+00:00,639.0,660.0,615.0,660.0,94,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,682.6544622425629,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.95564939537117,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-778,-142.70098565179396,False,False,False,False,442.4231078573648,False,False,False,False
2022-02-18 00:00:00+00:00,716.79,723.45,627.0,638.43,131,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,683.4920199004974,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.756348852515295,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-647,-180.05646819610553,False,False,False,False,419.35472949756,False,False,False,False
2022-02-25 00:00:00+00:00,678.0,714.0,660.0,714.0,124,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,683.5478122232064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13444707015206,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-771,-223.83006314454215,False,False,False,False,397.4766013866296,False,False,False,False
2022-03-04 00:00:00+00:00,723.0,783.0,675.03,699.0,173,,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,765.0,,708.1663709677418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.16943287486975,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-598,-251.54635476346493,False,False,False,False,380.84870498762007,False,False,False,False
2022-03-11 00:00:00+00:00,744.0,753.0,693.6,723.0,82,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,709.8902321630965,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64084326261275,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-516,-271.1355136698749,False,False,False,False,358.711763877426,False,False,False,False
2022-03-18 00:00:00+00:00,712.5,750.0,693.0,744.0,363,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,709.8693444842106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31124363468079,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-879,-316.1625126572916,False,False,False,False,359.02941099761665,False,False,False,False
2022-03-25 00:00:00+00:00,723.39,774.0,663.0,714.0,569,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,712.1209294850809,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32810372219258,-27.956314335927665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-310,-315.706030238233,False,False,False,False,374.58278796075615,False,False,False,False
