date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_80,Gap_Up_aVWAP_76,Gap_Up_aVWAP_69,Gap_Up_aVWAP_58,Gap_Up_aVWAP_46,Gap_Up_aVWAP_32,Gap_Up_aVWAP_28,Gap_Up_aVWAP_20,Gap_Down_aVWAP_72,Gap_Down_aVWAP_64,Gap_Down_aVWAP_55,Gap_Down_aVWAP_51,Gap_Down_aVWAP_41,Gap_Down_aVWAP_38,Gap_Down_aVWAP_24,Gap_Down_aVWAP_16,Gap_Down_aVWAP_4,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-09 16:00:00+00:00,17.015,17.095,16.11,16.965,32571.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32571.0,False,False,False,False
2025-05-12 16:00:00+00:00,16.91,17.19,16.85,17.19,8558.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8558.0,132.68217054263565,False,False,False,False,32198.70542635659,False,False,False,False
2025-05-13 16:00:00+00:00,17.16,17.385,17.16,17.275,1741.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10299.0,290.2995012318971,False,False,False,False,31726.492939126256,False,False,False,False
2025-05-14 16:00:00+00:00,17.135,17.21,17.02,17.21,1818.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.19371727748708,43.87434554973838,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8481.0,417.28710586396073,False,False,False,False,31262.795374178564,False,False,False,False
2025-05-15 16:00:00+00:00,16.645,16.7,16.565,16.605,1999.0,,,,,,,,,,,,,,,,,16.623333333333335,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58239476476197,23.932532251636545,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,6482.0,511.3136623621939,False,False,False,False,30809.09312031533,False,False,False,False
2025-05-16 16:00:00+00:00,16.57,16.57,16.395,16.395,849.0,,,,,,,,,,,,,,,,,16.572655664794006,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.73175450789206,10.341436418337551,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,5633.0,590.7196520930125,False,False,False,False,30344.595552558505,False,False,False,False
2025-05-19 16:00:00+00:00,16.34,16.41,16.18,16.41,4224.0,,,,,,,,,,,,,,,,,16.42971200980392,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.94066257943327,2.4511748373922018,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,9857.0,734.3829133008728,False,False,False,False,29939.625078875426,False,False,False,False
2025-05-20 16:00:00+00:00,16.25,16.87,16.15,16.86,2321.0,,,,,,,,,,,,,,,,,16.47837928954186,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16171044814842,2.4511748373922018,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,12178.0,911.8033332496964,False,False,False,False,29511.42934121844,False,False,False,False
2025-05-21 16:00:00+00:00,16.625,16.685,16.51,16.685,802.0,,,,,,,,,,,,,,,,,16.490044466241624,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.397067001966676,2.4511748373922018,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,11376.0,1074.038940486135,False,False,False,False,29066.321909571645,False,False,False,False
2025-05-22 16:00:00+00:00,16.535,16.72,16.5,16.57,1015.0,,,,,,,,,,,,,,,,,16.49969848349688,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.583648104095154,2.4511748373922018,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,10361.0,1218.0228328816988,False,False,False,False,28631.41769391937,False,False,False,False
