date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_36,Gap_Down_aVWAP_39,Gap_Down_aVWAP_17,Gap_Down_aVWAP_4,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bear_84,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.9554773199,11.0542781903,10.7773973895,10.8773531232,79630,,,,,,,,,#000000,1.0,11.312579,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,79630.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.9483541227,11.0765716726,10.6776726285,10.9626005172,194341,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-194341,-14395.62962962963,False,False,False,False,88127.11111111112,False,False,False,False
2022-01-14 00:00:00+00:00,10.8201365728,10.9768469116,10.6135638535,10.9626005172,97450,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-291791,-34943.434842249655,False,False,False,False,88817.69547325105,False,False,False,False
2022-01-21 00:00:00+00:00,10.1078168511,10.8130133756,10.0325958885,10.7061654173,100214,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-392005,-61392.43966874968,False,False,False,False,89661.86617893615,False,False,False,False
2022-01-28 00:00:00+00:00,9.7374105958,9.972476104,9.1818012129,9.8585049485,245344,,,,,9.630562637566667,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.630562637566667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-637349,-104055.88858217563,False,False,False,False,101193.87609160756,False,False,False,False
2022-02-04 00:00:00+00:00,9.8656281457,10.3116827555,9.6163162431,9.7231642014,135152,,,,,9.737352100994407,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.737352100994407,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0424276170630304,-47.123955143245105,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-502197,-133547.82276127374,False,False,False,False,103709.2926774144,False,False,False,False
2022-02-11 00:00:00+00:00,10.2217880066,10.4426071203,9.808642568,9.8656281457,186978,,,,,9.87584642184894,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.87584642184894,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.359199632605444,-39.386793667533766,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-315219,-147004.9470011794,False,False,False,False,109877.34507168,False,False,False,False
2022-02-18 00:00:00+00:00,9.809329894,10.3222125905,9.7627041944,10.0926706844,136114,,,,,9.893045224207306,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.893045224207306,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.187521513403308,-36.19994131383553,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-451333,-169547.76574183276,False,False,False,False,111820.80099229631,False,False,False,False
2022-02-25 00:00:00+00:00,9.8272628554,9.8574619625,9.0166929995,9.7340114561,112426,,,,,9.848143663044883,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.707641467755774,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.149867466509694,-33.86904465504969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-338907,-182092.8942054007,False,False,False,False,111865.63054842252,False,False,False,False
2022-03-04 00:00:00+00:00,9.7124919024,9.884648332,9.5618550265,9.8057433017,125726,,,,,9.830991266995007,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.739326238678876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77115626440808,-32.78832795235118,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-464633,-203021.79093092657,False,False,False,False,112892.3245818727,False,False,False,False
2022-03-11 00:00:00+00:00,9.50446955,9.7160784947,9.2103689828,9.6909723487,118306,,,,,9.79148112981105,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.691245929523674,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.137788773458823,-32.78832795235118,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-582939,-231163.80641752458,False,False,False,False,113293.33757580805,False,False,False,False
2022-03-18 00:00:00+00:00,9.9164503594,9.9742722273,9.258726611,9.533380484,97255,,,,,9.785178589066966,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.701542380621184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.86325315782105,-28.604047075039848,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-485684,-250017.15409030052,False,False,False,False,112105.31257019263,False,False,False,False
2022-03-25 00:00:00+00:00,10.5524909072,10.6030850417,9.8297175574,9.9598167604,145908,,,,,9.846001448177686,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.818401150415326,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.70035946098974,-21.53479703999751,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-339776,-256665.95749101898,False,False,False,False,114609.21534277096,False,False,False,False
2022-04-01 00:00:00+00:00,10.6175405087,10.7837783791,10.2127874328,10.5163522397,92749,,,,,9.891980955244573,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.106971946033523,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65694129407602,-16.425681410864442,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-247027,-255951.9606398324,False,False,False,False,112989.94013219532,False,False,False,False
2022-04-08 00:00:00+00:00,10.5018967727,10.7289198819,10.2551419511,10.4223917042,133469,,,,,9.944632697977323,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.148683077421518,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18145027858412,-13.663344344083612,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-380496,-265177.44503688184,False,False,False,False,114506.90752981047,False,False,False,False
2022-04-15 00:00:00+00:00,10.4232600538,10.7435278209,10.252207951,10.5018967727,79601,,,,,9.970771742697998,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.168135604526563,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.20937973629304,-12.238530237123918,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-460097,-279615.9305897054,False,False,False,False,111921.28474982451,False,False,False,False
2022-04-22 00:00:00+00:00,9.8191185842,10.7678390559,9.7390516425,10.4596541183,127344,,,,,9.980885062439201,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.136101876960268,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.607218462938256,-12.238530237123918,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-587441,-302417.78758306056,False,False,False,False,113063.70810168936,False,False,False,False
2022-04-29 00:00:00+00:00,9.3532745595,9.702657578,9.2804864306,9.5643601332,103811,,,,9.445472856033334,9.95068063355403,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.047257056146018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.78829772064851,-12.238530237123918,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-691252,-331220.3218361672,False,False,False,False,112378.32231637904,False,False,False,False
2022-05-06 00:00:00+00:00,9.1567466115,9.5570813203,9.0038915409,9.3605533724,135005,,,,9.328887323832143,9.902053329994905,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.939949673109309,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.17403100122312,-5.21192386879185,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-826257,-367889.70540385856,False,False,False,False,114054.37251516577,False,False,False,False
2022-05-13 00:00:00+00:00,8.5748174229,9.2053690816,8.519022378,9.0475644182,139326,,,,9.121640584884414,9.82722496596714,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.806230449530643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.82505143250094,-8.24589006580716,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-965583,-412163.28278135054,False,False,False,False,115926.34492144978,False,False,False,False
2022-05-20 00:00:00+00:00,8.6996221286,9.1768165913,8.4727712224,8.6188661426,115005,,,,9.042683778239414,9.773364449832055,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.486447075600104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23030192590538,-9.636136135136645,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-850578,-444638.447019769,False,False,False,False,115858.09714949054,False,False,False,False
2022-05-27 00:00:00+00:00,9.0226460726,9.0226460726,8.5307687033,8.684939222,91438,,,,9.013903871080876,9.73732919313606,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.455414337658018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.01944751968255,-9.636136135136645,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-759140,-467934.85835163796,False,False,False,False,114049.20106434308,False,False,False,False
2022-06-03 00:00:00+00:00,8.9345486333,9.0593533389,8.8831584604,8.9639144464,91236,,,,9.006494554552233,9.707891331244939,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.436338824576923,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.31570408510174,-9.636136135136645,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-850376,-496263.8318070722,False,False,False,False,112359.33431883619,False,False,False,False
2022-06-10 00:00:00+00:00,8.6555734089,9.1107435119,8.6333606457,8.9785973529,118271,,,,8.975723524278319,9.665452502971352,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.390012748386738,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.71774059169852,-9.636136135136645,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-968647,-531255.1775991409,False,False,False,False,112797.23548040388,False,False,False,False
2022-06-17 00:00:00+00:00,7.7744671338,8.6481691545,7.7004245896,8.5148925751,184171,,,,8.799753229096666,9.555244941140696,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.219004204996255,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.330775939278016,-11.757417816739604,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1152818,-577296.8681473527,False,False,False,False,118084.18100037395,False,False,False,False
