date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_186,Gap_Down_aVWAP_17,aVWAP_OB_bull_176,aVWAP_OB_bull_159,aVWAP_OB_bull_129,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,41.2364218186,41.3389362296,40.3992207955,40.655506823,1678775,,,,,,#000000,1.0,41.084362,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1678775.0,False,False,False,False
2022-01-07 00:00:00+00:00,39.7414199917,41.1766217455,39.408248156,41.1766217455,1959799,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1959799,-145170.2962962963,False,False,False,False,1699591.5925925928,False,False,False,False
2022-01-14 00:00:00+00:00,40.0660489598,40.6079230506,39.5193054346,39.6303627132,2073790,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.392620624046774,-63.48155156011694,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,113991,-125973.16323731138,False,False,False,False,1727309.9931412898,False,False,False,False
2022-01-21 00:00:00+00:00,40.0147917544,40.0745918274,39.348448083,39.8268486676,2275469,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.077633964566338,-59.70315344627948,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2161478,-276751.29929380683,False,False,False,False,1767914.364019713,False,False,False,False
2022-01-28 00:00:00+00:00,40.0062488868,40.083134695,38.938390439,39.878105873,3525055,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.681070800879748,-56.87714454158598,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5686533,-677475.8697164878,False,False,False,False,1898072.9296478822,False,False,False,False
2022-02-04 00:00:00+00:00,39.9635345489,40.8349070422,39.6816199187,39.9977060192,2381964,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.392055351518772,-54.79935060398049,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8068497,-1224958.9164041553,False,False,False,False,1933916.712636928,False,False,False,False
2022-02-11 00:00:00+00:00,39.5705626401,40.5871638824,39.0579905852,40.3565064576,2602106,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.50408284511106,-54.12837045899316,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10670603,-1924636.2559297732,False,False,False,False,1983412.2154045631,False,False,False,False
2022-02-18 00:00:00+00:00,39.0263739911,39.5437364391,38.4572752984,39.30230063,2791816,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.615282621054702,-54.12837045899316,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13462419,-2779286.829564605,False,False,False,False,2043293.9772264473,False,False,False,False
2022-02-25 00:00:00+00:00,39.5092456092,39.7118792347,38.4357185297,39.0781102359,3018986,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,39.294018,,39.218947791199994,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.833078062857,-49.60854319398537,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10443433,-3347001.3607079675,False,False,False,False,2115567.4603948584,False,False,False,False
2022-03-04 00:00:00+00:00,40.8716333888,40.9923512934,39.172960018,39.2160735554,3323463,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,39.80934232677062,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.40399470188337,-38.94846116334908,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7119970,-3626480.519174044,False,False,False,False,2205041.204069313,False,False,False,False
2022-03-11 00:00:00+00:00,40.8026517291,41.4838456189,40.0524761796,40.966483171,2941211,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.116753699917844,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.65660548318631,-31.768703158303044,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10061181,-4103124.999235226,False,False,False,False,2259572.3000641786,False,False,False,False
2022-03-18 00:00:00+00:00,41.2424098099,41.6304316459,40.255109805,40.9147469262,3331055,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.36124696827956,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.41376551058531,-25.180207779200853,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6730126,-4297717.665958542,False,False,False,False,2338941.3889483134,False,False,False,False
2022-03-25 00:00:00+00:00,41.7597722578,41.85462204,40.7509154843,41.2337871024,2298483,,,,,,#000000,0.0,0.0,,40.529836568750994,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.770069872590526,-19.041366850692125,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4431643,-4307638.061072725,False,False,False,False,2335944.4712484386,False,False,False,False
2022-04-01 00:00:00+00:00,43.2256325271,43.2342552345,41.4321093741,41.7597722578,2486000,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.83000334941919,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.22253475453041,-11.90027538445279,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1945643,-4132675.463956227,False,False,False,False,2347059.6956004063,False,False,False,False
2022-04-08 00:00:00+00:00,44.3120936678,44.5449067694,43.0531783777,43.2946141868,2371969,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,42.588389506246415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.90658208422251,-5.5526132560773505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,426326,-3794971.6518113213,False,False,False,False,2348904.8292596354,False,False,False,False
2022-04-15 00:00:00+00:00,43.3980866764,44.3465844976,43.3463504316,44.2862255454,2005895,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,42.64052528517014,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.51287451446345,-4.018909935681087,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1579569,-3630867.7516771494,False,False,False,False,2323496.6937589217,False,False,False,False
2022-04-22 00:00:00+00:00,43.4239547988,44.37245262,43.2687460644,43.3463504316,2116773,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,42.71477669323773,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.69973562797317,-2.678597194507752,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,537204,-3322121.6959973606,False,False,False,False,2308183.827554557,False,False,False,False
