date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_780,Gap_Up_aVWAP_738,Gap_Up_aVWAP_420,Gap_Up_aVWAP_99,Gap_Up_aVWAP_72,Gap_Down_aVWAP_864,Gap_Down_aVWAP_828,Gap_Down_aVWAP_150,Gap_Down_aVWAP_108,Gap_Down_aVWAP_96,Gap_Down_aVWAP_90,Gap_Down_aVWAP_74,Gap_Down_aVWAP_24,aVWAP_OB_bull_701,aVWAP_OB_bull_634,aVWAP_OB_bull_338,aVWAP_OB_bear_827,aVWAP_OB_bear_73,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,2.47,2.47,2.47,2.47,1.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.0,False,False,False,False
2025-02-03 16:00:00+00:00,2.47,2.47,2.47,2.47,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9844961240310077,False,False,False,False
2025-02-03 17:00:00+00:00,2.47,2.47,2.47,2.47,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9692326182320773,False,False,False,False
2025-02-03 18:00:00+00:00,2.47,2.47,2.47,2.47,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9542057559339056,False,False,False,False
2025-02-03 19:00:00+00:00,2.47,2.47,2.47,2.47,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9394118682450078,False,False,False,False
2025-02-03 20:00:00+00:00,2.47,2.51,2.47,2.495,19.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,19.0,0.2945736434108527,False,False,False,False,1.2194209865667904,False,False,False,False
2025-02-04 15:00:00+00:00,2.495,2.55,2.495,2.545,100.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,119.0,2.1349678504897542,False,False,False,False,2.7509028317362976,False,False,False,False
2025-02-04 16:00:00+00:00,2.545,2.59,2.545,2.59,200.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,319.0,7.047604007846502,False,False,False,False,5.809028369228758,False,False,False,False
2025-02-04 17:00:00+00:00,2.59,2.59,2.59,2.59,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,319.0,11.884075263538804,False,False,False,False,5.7189659138918785,False,False,False,False
2025-02-04 18:00:00+00:00,2.59,2.59,2.59,2.59,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,319.0,16.64556246875526,False,False,False,False,5.630299775692004,False,False,False,False
2025-02-04 19:00:00+00:00,2.59,2.59,2.58,2.58,18.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.5833333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.15501071471135,46.53950964324022,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,21.054158399472232,False,False,False,False,5.82207807374329,False,False,False,False
2025-02-04 20:00:00+00:00,2.58,2.58,2.58,2.58,20.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.59168452451893,44.463215429184345,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,25.394404005681967,False,False,False,False,6.0418908167860295,False,False,False,False
2025-02-05 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.88280039772397,43.20205894360967,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,29.66735898233806,False,False,False,False,5.948218090944385,False,False,False,False
2025-02-05 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.74354431319401,42.41050381607826,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,33.87406659501499,False,False,False,False,5.855997655425868,False,False,False,False
2025-02-05 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9840402568407,41.88280039772398,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,38.01555393462716,False,False,False,False,5.765206994101436,False,False,False,False
2025-02-05 18:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47770421927183,41.49949996659605,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,42.092832168198825,False,False,False,False,5.67582393992932,False,False,False,False
2025-02-05 19:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.14014686089257,41.19356930228395,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,46.10689678574612,False,False,False,False,5.587826669542819,False,False,False,False
2025-02-05 20:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.91510862197308,40.929139073803725,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,50.058727843331454,False,False,False,False,5.501193697922,False,False,False,False
2025-02-06 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.76508312936008,40.68834403905993,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,53.949290202349566,False,False,False,False,5.415903873148015,False,False,False,False
2025-02-06 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66506613428474,40.46330580014043,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,57.779533765103835,False,False,False,False,5.3319363712387435,False,False,False,False
2025-02-06 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.581578947368421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.59838813756785,40.251352420400735,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,301.0,61.55039370673013,False,False,False,False,5.249270691064499,False,False,False,False
