date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_762,Gap_Up_aVWAP_654,Gap_Up_aVWAP_613,Gap_Up_aVWAP_544,Gap_Up_aVWAP_528,Gap_Up_aVWAP_210,Gap_Up_aVWAP_138,Gap_Up_aVWAP_114,Gap_Up_aVWAP_42,Gap_Down_aVWAP_834,Gap_Down_aVWAP_831,Gap_Down_aVWAP_804,Gap_Down_aVWAP_638,Gap_Down_aVWAP_612,Gap_Down_aVWAP_516,Gap_Down_aVWAP_439,Gap_Down_aVWAP_372,Gap_Down_aVWAP_356,Gap_Down_aVWAP_349,aVWAP_OB_bull_575,aVWAP_OB_bull_272,aVWAP_OB_bear_775,aVWAP_OB_bear_665,aVWAP_OB_bear_428,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,5.47,5.47,5.47,5.47,200.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,5.15,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,200.0,False,False,False,False
2025-02-07 16:00:00+00:00,5.47,5.47,5.46,5.46,200.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-200.0,-3.10077519379845,False,False,False,False,200.0,False,False,False,False
2025-02-07 17:00:00+00:00,5.405,5.405,5.31,5.36,599.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-799.0,-15.440298059010878,False,False,False,False,206.1860465116279,False,False,False,False
2025-02-07 18:00:00+00:00,5.36,5.385,5.355,5.355,19.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-818.0,-27.88308413561536,False,False,False,False,203.28393726338558,False,False,False,False
2025-02-07 19:00:00+00:00,5.355,5.365,5.355,5.365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3174061433446647,-47.0143344709898,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-818.0,-40.13295880017946,False,False,False,False,200.13224831356564,False,False,False,False
2025-02-07 20:00:00+00:00,5.365,5.49,5.365,5.49,51.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.035855140100438,-29.466774742510285,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-767.0,-51.40221525288986,False,False,False,False,197.82012043273514,False,False,False,False
2025-02-10 15:00:00+00:00,5.49,5.53,5.49,5.53,200.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35223490861787,-16.971296887236967,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-567.0,-59.395979357496216,False,False,False,False,197.85391701517335,False,False,False,False
2025-02-10 16:00:00+00:00,5.53,5.53,5.455,5.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.707569653516614,-14.643931569470148,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-567.0,-67.26580913489937,False,False,False,False,194.7864144257908,False,False,False,False
2025-02-10 17:00:00+00:00,5.46,5.46,5.44,5.445,100.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61982758119001,-13.926739819009043,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-667.0,-76.56401364443582,False,False,False,False,193.31685761298783,False,False,False,False
2025-02-10 18:00:00+00:00,5.445,5.445,5.445,5.445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89466619963894,-13.20236471981292,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-667.0,-85.71805994452208,False,False,False,False,190.31969702984074,False,False,False,False
2025-02-10 19:00:00+00:00,5.445,5.445,5.445,5.445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.74455861193823,-12.42587696428727,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-667.0,-94.7301830461574,False,False,False,False,187.3690040526339,False,False,False,False
2025-02-10 20:00:00+00:00,5.445,5.52,5.44,5.485,553.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4055220828576,-8.811171397745952,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-114.0,-95.02893989815496,False,False,False,False,193.03770166422098,False,False,False,False
