date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_912,Gap_Up_aVWAP_905,Gap_Up_aVWAP_895,Gap_Up_aVWAP_887,Gap_Up_aVWAP_880,Gap_Up_aVWAP_865,Gap_Up_aVWAP_859,Gap_Up_aVWAP_827,Gap_Up_aVWAP_785,Gap_Up_aVWAP_728,Gap_Down_aVWAP_899,Gap_Down_aVWAP_891,Gap_Down_aVWAP_849,Gap_Down_aVWAP_848,Gap_Down_aVWAP_836,Gap_Down_aVWAP_816,Gap_Down_aVWAP_758,Gap_Down_aVWAP_740,Gap_Down_aVWAP_649,Gap_Down_aVWAP_634,aVWAP_OB_bull_819,aVWAP_OB_bull_573,aVWAP_OB_bear_272,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,76.7560387449,79.6093504335,75.5834449003,78.7689915115,301699,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,301699.0,False,False,False,False
2022-01-04 00:00:00+00:00,77.0296439753,78.3292688198,74.2447335944,77.0589588214,332804,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,332804,13051.13725490196,False,False,False,False,302918.8039215687,False,False,False,False
2022-01-05 00:00:00+00:00,75.0655492856,77.5182247439,74.997147978,77.2348478981,390622,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41348855873926,-68.34604576504296,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-57818,10271.95540176855,False,False,False,False,306358.1449442523,False,False,False,False
2022-01-06 00:00:00+00:00,74.9385182858,76.0133959767,73.6561892006,75.4759571312,349722,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.466599139080806,-68.34604576504296,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-407540,-6112.8271630066865,False,False,False,False,308058.68827977177,False,False,False,False
2022-01-07 00:00:00+00:00,74.2545052098,74.918975055,72.4760712121,73.6193502106,345198,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25147577613768,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-752738,-35392.245705633875,False,False,False,False,309515.1318766435,False,False,False,False
2022-01-10 00:00:00+00:00,73.8343257488,74.156789056,72.8718216347,73.5216340569,274561,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38482444574266,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1027299,-74290.54979560901,False,False,False,False,308144.3816069712,False,False,False,False
2022-01-11 00:00:00+00:00,75.3098396699,75.3586977468,73.2578004418,73.6877515182,329759,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.20075107596929,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-697540,-98731.70470558513,False,False,False,False,308992.0137008155,False,False,False,False
2022-01-12 00:00:00+00:00,74.5281104402,76.4140322069,74.4108510557,75.5052719773,289427,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0176788020052,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-986967,-133564.4613837975,False,False,False,False,308224.7582615678,False,False,False,False
2022-01-13 00:00:00+00:00,74.1274742099,75.5932165157,73.3359733648,75.4075558236,198008,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.550490792541666,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1184975,-174796.24721188386,False,False,False,False,303902.5324473887,False,False,False,False
2022-01-14 00:00:00+00:00,74.8212589013,75.1632654393,73.0623681344,73.814782518,334202,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.630255571577734,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-850773,-201305.1394780845,False,False,False,False,305090.7468612166,False,False,False,False
2022-01-18 00:00:00+00:00,74.049301287,74.9580615165,73.814782518,73.971128364,236843,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61459891930901,-68.34604576504296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1087616,-236062.42812600275,False,False,False,False,302414.364631365,False,False,False,False
2022-01-19 00:00:00+00:00,76.2674579763,76.9211790447,73.4239179032,73.8538689795,452520,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.68554462229694,-61.719582149911965,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-635096,-251710.8034936105,False,False,False,False,308300.8601360173,False,False,False,False
