date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_918,Gap_Up_aVWAP_905,Gap_Up_aVWAP_885,Gap_Up_aVWAP_884,Gap_Up_aVWAP_872,Gap_Up_aVWAP_788,Gap_Up_aVWAP_777,Gap_Up_aVWAP_776,Gap_Up_aVWAP_771,Gap_Up_aVWAP_753,Gap_Down_aVWAP_917,Gap_Down_aVWAP_916,Gap_Down_aVWAP_901,Gap_Down_aVWAP_882,Gap_Down_aVWAP_881,Gap_Down_aVWAP_876,Gap_Down_aVWAP_871,Gap_Down_aVWAP_865,Gap_Down_aVWAP_792,Gap_Down_aVWAP_790,aVWAP_OB_bear_888,aVWAP_OB_bear_754,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,20.3,20.8,20.3,20.3,114,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,114.0,False,False,False,False
2022-01-04 00:00:00+00:00,20.1,20.1,19.0,19.0,359,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-359,-14.07843137254902,False,False,False,False,123.6078431372549,False,False,False,False
2022-01-05 00:00:00+00:00,20.39,20.6,18.9,20.6,30,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.48811817597945,-90.9762363519589,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-329,-26.428296808919647,False,False,False,False,119.93694732795079,False,False,False,False
2022-01-06 00:00:00+00:00,18.802,19.613,18.8,19.1,146,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.015811820110336,-90.9762363519589,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-475,-44.019343992883584,False,False,False,False,120.9590278248939,False,False,False,False
2022-01-07 00:00:00+00:00,20.0,20.4,19.5,19.7,465,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81830217011142,-80.2533872862023,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10,-42.68525207159403,False,False,False,False,134.45083065529022,False,False,False,False
2022-01-10 00:00:00+00:00,21.0,21.0,20.5,20.5,301,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.01935136908607,-67.05922066061352,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,291,-29.599555911923673,False,False,False,False,140.9821706295926,False,False,False,False
2022-01-11 00:00:00+00:00,19.94,21.0,19.7,21.0,131,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63653303346606,-61.718290032291506,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,160,-22.164279209495295,False,False,False,False,140.59071295784386,False,False,False,False
2022-01-12 00:00:00+00:00,18.8,20.625,18.1,19.0,140,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.96123395227345,-60.159626615686044,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,20,-20.51077806402489,False,False,False,False,140.5675477438108,False,False,False,False
2022-01-13 00:00:00+00:00,20.0,20.2,20.0,20.1,236,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.11710216854732,-53.62869400040969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,256,-9.667218139945483,False,False,False,False,144.30999685189664,False,False,False,False
2022-01-14 00:00:00+00:00,20.2,20.2,18.812,19.4,151,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.82360819942183,-47.50544107921863,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,407,6.672672767503359,False,False,False,False,144.57234991652814,False,False,False,False
