date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_17,aVWAP_OB_bull_182,aVWAP_OB_bull_157,aVWAP_OB_bull_113,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.76,6.81,6.335,6.68,6021392,,,,,#000000,-1.0,5.7925,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6021392.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.44,7.11,6.33,6.69,7676179,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7676179,-568605.8518518518,False,False,False,False,6143968.814814814,False,False,False,False
2022-01-14 00:00:00+00:00,6.86,7.1,6.4,6.44,7089007,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.697588126159562,-91.74397031539891,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-587172,-569981.122085048,False,False,False,False,6213971.64334705,False,False,False,False
2022-01-21 00:00:00+00:00,6.92,7.52,6.73,6.84,7970964,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.599359826329597,-78.63461490443257,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,7383792,19187.25732865918,False,False,False,False,6344119.225321343,False,False,False,False
2022-01-28 00:00:00+00:00,5.56,6.92,5.47,6.85,16681608,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.9833333333333325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.044998296119534,-78.63461490443257,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9297816,-670961.1321030933,False,False,False,False,7109859.134556798,False,False,False,False
2022-02-04 00:00:00+00:00,5.76,6.01,5.55,5.57,8752861,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.9110652309404745,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.373339286156842,-78.3426811340942,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-544955,-661627.3445399012,False,False,False,False,7231562.976441479,False,False,False,False
2022-02-11 00:00:00+00:00,6.4,6.485,5.7993,5.8,10198709,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.001804972215314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.64726945857167,-71.2701744438474,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,9653754,102474.97727786924,False,False,False,False,7451351.570779147,False,False,False,False
2022-02-18 00:00:00+00:00,6.58,6.965,6.16,6.5,11647909,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.141371788778179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.48097125601292,-64.4813205060133,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,21301663,1672785.2011832122,False,False,False,False,7762207.676647358,False,False,False,False
2022-02-25 00:00:00+00:00,6.91,6.9718,6.28,6.67,10339704,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.245310803646667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.651756613141664,-57.284488306832614,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,31641367,3892680.1492437148,False,False,False,False,7953133.330229035,False,False,False,False
2022-03-04 00:00:00+00:00,7.84,7.865,6.87,7.1,14202808,,,,,#000000,0.0,0.0,,6.498363842042595,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.70491835299447,-48.28560040930739,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,45844175,7000198.286336773,False,False,False,False,8416072.194656514,False,False,False,False
