date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_570,Gap_Up_aVWAP_42,aVWAP_OB_bull_828,aVWAP_OB_bull_794,aVWAP_OB_bull_322,aVWAP_OB_bear_743,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-11 19:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-11 20:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-12 15:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-12 16:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-12 17:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-12 18:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-12 19:00:00+00:00,8.33,8.33,8.31,8.33,131.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.323333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.0310077519379846,False,False,False,False
2025-02-12 20:00:00+00:00,8.33,8.33,8.33,8.33,164.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.542154918574605,False,False,False,False
2025-02-13 15:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.471733912085076,False,False,False,False
2025-02-13 16:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.402404704145773,False,False,False,False
2025-02-13 17:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.334150367647388,False,False,False,False
2025-02-13 18:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.266954237916421,False,False,False,False
2025-02-13 19:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.200799908646399,False,False,False,False
2025-02-13 20:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.135671227892191,False,False,False,False
2025-02-14 15:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.071552294126421,False,False,False,False
2025-02-14 16:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4.008427452357019,False,False,False,False
2025-02-14 17:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.946281290304972,False,False,False,False
2025-02-14 18:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.885098634641329,False,False,False,False
2025-02-14 19:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.8248645472825484,False,False,False,False
2025-02-14 20:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.765564321743284,False,False,False,False
2025-02-17 15:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.7071834795457135,False,False,False,False
2025-02-17 16:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.6497077666845397,False,False,False,False
2025-02-17 17:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.593123150146795,False,False,False,False
2025-02-17 18:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.537415814485604,False,False,False,False
2025-02-17 19:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.4825721584470672,False,False,False,False
2025-02-17 20:00:00+00:00,8.33,8.33,8.33,8.33,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.4285787916494384,False,False,False,False
2025-02-18 15:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.375422531313788,False,False,False,False
2025-02-18 16:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.3230903990453573,False,False,False,False
2025-02-18 17:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.271569617664809,False,False,False,False
2025-02-18 18:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.22084760808861,False,False,False,False
2025-02-18 19:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.170911986257779,False,False,False,False
2025-02-18 20:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.1217505601142475,False,False,False,False
2025-02-19 15:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.073351326624104,False,False,False,False
2025-02-19 16:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3.025702468846986,False,False,False,False
2025-02-19 17:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.978792353050909,False,False,False,False
2025-02-19 18:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.932609525871825,False,False,False,False
2025-02-19 19:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.887142711517223,False,False,False,False
2025-02-19 20:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.8423808090130795,False,False,False,False
2025-02-20 15:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.7983128894934968,False,False,False,False
2025-02-20 16:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.7549281935323573,False,False,False,False
2025-02-20 17:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.7122161285163515,False,False,False,False
2025-02-20 18:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.6701662660587338,False,False,False,False
2025-02-20 19:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.628768339453172,False,False,False,False
2025-02-20 20:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.588012241167076,False,False,False,False
2025-02-21 15:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.547888020373788,False,False,False,False
2025-02-21 16:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.5083858805230315,False,False,False,False
2025-02-21 17:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.469496176949031,False,False,False,False
2025-02-21 18:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.4312094145157124,False,False,False,False
2025-02-21 19:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.3935162452984144,False,False,False,False
2025-02-21 20:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.3564074663015395,False,False,False,False
2025-02-24 15:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.319874017211593,False,False,False,False
2025-02-24 16:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.2839069781850565,False,False,False,False
2025-02-24 17:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.2484975676705594,False,False,False,False
2025-02-24 18:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.2136371402648143,False,False,False,False
2025-02-24 19:00:00+00:00,8.34,8.34,8.34,8.34,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,8.3272040175769,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.179317184601794,False,False,False,False
