date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_42,Gap_Up_aVWAP_12,Gap_Down_aVWAP_16,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,667.59,678.67,650.48,650.48,191022,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,191022.0,False,False,False,False
2022-01-07 00:00:00+00:00,674.31,677.275,655.4834,665.04,352368,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,352368,26101.333333333332,False,False,False,False,202973.55555555556,False,False,False,False
2022-01-14 00:00:00+00:00,684.46,694.1,669.68,678.8,338380,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,690748,75334.41975308642,False,False,False,False,213003.66255144036,False,False,False,False
2022-01-21 00:00:00+00:00,652.4,682.51,650.825,682.51,213728,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,669.68,660.0,5.0,80.66988553871087,31.727001173312615,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,477020,105088.90717878373,False,False,False,False,213057.3171772596,False,False,False,False
2022-01-28 00:00:00+00:00,658.23,660.0,633.75,642.69,352596,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,650.6600000000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.113938386471,21.59585660691218,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,829616,158757.58072109605,False,False,False,False,223393.51590487,False,False,False,False
2022-02-04 00:00:00+00:00,687.23,694.36,650.02,654.76,370355,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,664.2576798104805,,0.0,0.0,0.0,0.0,1.0,667.86,660.0,7.0,67.40064016434678,21.0283388888993,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1199971,235884.5006676815,False,False,False,False,234279.5517637685,False,False,False,False
2022-02-11 00:00:00+00:00,670.57,703.22,667.86,688.58,303449,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,674.8122032475968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.73669552830406,17.44000913102927,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,896522,284820.61172933475,False,False,False,False,239403.21459608196,False,False,False,False
2022-02-18 00:00:00+00:00,687.8,698.24,665.5,669.83,320316,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,677.4154447458241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84444238613433,17.346579448630337,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1216838,353858.93678642105,False,False,False,False,245396.75425563147,False,False,False,False
2022-02-25 00:00:00+00:00,673.54,692.94,644.61,685.2,324831,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,675.1653056286299,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9247612053954,15.112196652248585,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,892007,393721.75628372317,False,False,False,False,251280.77245891804,False,False,False,False
2022-03-04 00:00:00+00:00,654.25,676.72,642.335,661.62,355555,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,671.1217709944999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4404677573263,11.301140898787153,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,536452,404294.3669293733,False,False,False,False,259004.789313813,False,False,False,False
2022-03-11 00:00:00+00:00,638.51,646.39,585.1,646.39,454763,,,,#000000,0.0,0.0,,648.117538023598,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.69990219783606,7.228074610430198,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,81689,380397.673082753,False,False,False,False,273505.3975127898,False,False,False,False
2022-03-18 00:00:00+00:00,676.75,686.15,641.745,646.76,357044,,,,#000000,0.0,0.0,,655.4629770653559,,0.0,0.0,0.0,0.0,1.0,838.59,646.39,16.0,50.65953227111308,7.228074610430198,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,438733,384718.8084099565,False,False,False,False,279693.4421414721,False,False,False,False
2022-03-25 00:00:00+00:00,860.0,862.87,838.59,846.5,2177618,,853.82,,"rgba(38, 166, 154, 0.5)",1.0,855.33,,788.6573815880942,,0.0,0.0,0.0,0.0,1.0,844.02,686.15,16.0,58.81322659344188,0.17644085753497052,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2616351,550024.8966758857,False,False,False,False,420280.44642728893,False,False,False,False
2022-04-01 00:00:00+00:00,854.82,859.78,844.02,859.21,742741,,853.5792322907331,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,798.3296772801507,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.26201033361475,4.954808876694983,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1873610,648068.237662857,False,False,False,False,444166.41335860087,False,False,False,False
2022-04-08 00:00:00+00:00,848.0,857.0,847.61,852.62,826250,,852.9817578331053,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,805.7601542796097,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.64528818817578,7.785201709948609,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1047360,677645.4052433862,False,False,False,False,472468.9012579638,False,False,False,False
2022-04-15 00:00:00+00:00,845.49,850.71,844.69,849.59,427458,,852.3654228054636,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,808.5141667774001,,0.0,0.0,0.0,0.0,-1.0,847.61,844.56,38.0,69.8676556986737,9.616794753999997,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,619902,673368.1159660983,False,False,False,False,469134.76042404055,False,False,False,False
2022-04-22 00:00:00+00:00,835.25,844.56,834.18,841.61,1011760,,849.562064206924,837.9966666666666,"rgba(38, 166, 154, 0.5)",0.0,0.0,,812.3491169319618,,0.0,0.0,0.0,0.0,-1.0,844.69,843.23,33.0,70.64514990143927,10.21275274393922,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-391858,594462.4777463872,False,False,False,False,509329.22261485236,False,False,False,False
2022-04-29 00:00:00+00:00,836.5,843.23,832.0452,835.31,1101766,,847.4061105854657,837.6118135291766,"rgba(38, 166, 154, 0.5)",0.0,0.0,,815.4330911382342,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.23881189186673,10.797966386905948,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,709908,603013.9979133215,False,False,False,False,553213.4283470856,False,False,False,False
2022-05-06 00:00:00+00:00,831.26,840.33,831.26,837.54,1105603,,845.4436870411299,836.4686540938247,"rgba(38, 166, 154, 0.5)",0.0,0.0,,817.4714391120889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.21618080289193,10.930767605243226,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-395695,529035.5536234458,False,False,False,False,594131.1743954496,False,False,False,False
2022-05-13 00:00:00+00:00,837.0,837.0,829.41,831.42,1024869,,844.1076802908666,835.9860057460912,"rgba(38, 166, 154, 0.5)",0.0,0.0,,828.096625970378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.40280446273692,11.38689772518952,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,629174,536453.2163180053,False,False,False,False,626037.6799957866,False,False,False,False
2022-05-20 00:00:00+00:00,834.01,836.11,830.26,835.51,738409,,843.2490153772876,835.6116434394861,"rgba(38, 166, 154, 0.5)",0.0,0.0,,828.333534164308,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25788961455288,11.596897272534648,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-109235,488624.4595537087,False,False,False,False,634361.4814775801,False,False,False,False
2022-05-27 00:00:00+00:00,834.0,835.83,830.8,834.73,496366,,842.7499321465049,835.4242586337731,"rgba(38, 166, 154, 0.5)",0.0,0.0,,828.5171493343964,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15339560728178,11.909373088661965,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-605601,407570.72180898953,False,False,False,False,624139.5939607223,False,False,False,False
2022-06-03 00:00:00+00:00,834.16,835.25,831.88,832.51,396909,,842.3950116456707,835.3120612411858,"rgba(38, 166, 154, 0.5)",0.0,0.0,,828.6741911764499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.08567284639321,12.301627112180142,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-208692,361921.6313046199,False,False,False,False,607307.6981117799,False,False,False,False
2022-06-10 00:00:00+00:00,834.11,836.25,832.5,833.61,395142,,842.0882638153972,835.2474482871363,"rgba(38, 166, 154, 0.5)",0.0,0.0,,828.8532347758785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.03165953467499,12.734080387635835,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-603834,290384.17713390733,False,False,False,False,591591.7204738703,False,False,False,False
2022-06-17 00:00:00+00:00,830.5,834.28,827.5,833.13,887734,,841.2008714460303,834.6909590587564,"rgba(38, 166, 154, 0.5)",0.0,0.0,,833.2889952610373,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5661064060299,12.745167977245487,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1491568,158387.71956843275,False,False,False,False,613528.1856239539,False,False,False,False
2022-06-24 00:00:00+00:00,833.5,834.79,829.52,831.01,611193,,840.7609153857727,834.5267398669189,"rgba(38, 166, 154, 0.5)",0.0,0.0,,833.4012522845164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3946203540716,13.051433994684253,False,False,True,False,True,,0,,,False,False,False,False,0.2809474110328628,0.2809474110328628,False,False,False,False,-880375,81442.33293373403,False,False,False,False,613355.2089110684,False,False,False,False
2022-07-01 00:00:00+00:00,833.9,836.6,831.62,833.0,474919,,840.5038932414036,834.4987021151524,"rgba(38, 166, 154, 0.5)",0.0,0.0,,833.5626293799609,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.29465460270445,13.426517581286774,False,False,True,False,True,,0,1.0062972611206114,0.9578189045608211,False,False,False,False,0.28685341728493724,0.2839004141589,False,False,False,False,-405456,45375.78975345743,False,False,False,False,603100.6749176559,False,False,False,False
2022-07-08 00:00:00+00:00,834.57,835.54,831.47,831.5,423400,,840.2848468008922,834.4675041119572,"rgba(38, 166, 154, 0.5)",0.0,0.0,,833.6392106773965,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.26337840935201,13.864555261453049,False,False,True,False,True,,0,0.9990209333230194,0.9562566170706278,False,False,False,False,0.28502366285670233,0.28446203850780116,False,False,False,False,17944,43343.8053272754,False,False,False,False,589789.5138126443,False,False,False,False
2022-07-15 00:00:00+00:00,835.38,835.91,832.67,834.49,316480,,840.1494023706596,834.4740499302766,"rgba(38, 166, 154, 0.5)",0.0,0.0,,833.7235373099112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.29246032918218,14.351346809891183,False,False,True,False,True,,0,0.9796419605171642,0.9793739936354888,False,False,False,False,0.2873981676186022,0.28593010306320166,False,False,False,False,334424,64905.3012289587,False,False,False,False,569544.3646413373,False,False,False,False
2022-07-22 00:00:00+00:00,837.15,837.89,833.6,835.27,541950,,839.9937042440946,834.572995465393,"rgba(38, 166, 154, 0.5)",0.0,0.0,,833.9628203018495,,0.0,0.0,0.0,0.0,1.0,836.55,835.91,0.0,70.43123160807369,14.925792867610213,False,False,True,False,True,,0,1.0125470944136166,0.9603427754110574,False,False,False,False,0.29180769786673333,0.2888689004649675,False,False,False,False,876374,125014.09373051731,False,False,False,False,567500.337630868,False,False,False,False
