date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_54,Gap_Down_aVWAP_64,Gap_Down_aVWAP_63,Gap_Down_aVWAP_48,Gap_Down_aVWAP_24,Gap_Down_aVWAP_8,Gap_Down_aVWAP_4,aVWAP_OB_bear_2,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,9.5629192049,9.7067597946,9.4835588796,9.6323594896,13145204,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,13145204.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.1085214417,10.128361523,9.6720396523,9.6819596929,27856124,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,27856124,2063416.5925925926,False,False,False,False,14234901.777777778,False,False,False,False
2022-01-14 00:00:00+00:00,10.4656429058,10.4805229668,9.9398807503,10.1878817671,25499938,,,,,,,,10.2953488743,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,-1.0,10.480523,9.93988,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,53356062,5862871.807956104,False,False,False,False,15069348.905349795,False,False,False,False
2022-01-21 00:00:00+00:00,9.6025993676,10.0787613197,9.5529991642,10.0589212384,28751484,,,,,,,,10.003568837143131,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2489591381163,36.05565668525057,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,24604578,7251146.340700096,False,False,False,False,16082840.393842403,False,False,False,False
2022-01-28 00:00:00+00:00,9.2355578628,9.4339586762,8.7028516789,9.1165173748,58776078,,,,,,,9.124122739299999,9.546243031975154,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.124122739299999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.08041292954185,24.212288507808225,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-34171500,4182802.1673149047,False,False,False,False,19245302.438742965,False,False,False,False
2022-02-04 00:00:00+00:00,9.5629192049,9.6819596929,9.2752380255,9.2851580662,26564528,,,,,,,9.243211818737604,9.538719019737508,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.243211818737604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.35081678594813,18.831996027492394,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-7606972,3309485.562328615,False,False,False,False,19787467.295132373,False,False,False,False
2022-02-11 00:00:00+00:00,8.8784363988,10.009321035,8.8437162564,9.5529991642,59798932,,,,,,,9.243464275627746,9.450277830920804,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.243464275627746,,0.0,0.0,0.0,0.0,-1.0,9.2752380255,9.0669171715,0.0,56.9880495391889,11.90523480608833,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-67405904,-1928691.4422883186,False,False,False,False,22751279.49549294,False,False,False,False
2022-02-18 00:00:00+00:00,8.8585963174,9.0669171715,8.7494758701,8.9379566428,44629360,,,,,,,9.160728587096724,9.348111679143537,#000000,0.0,0.0,,9.160728587096724,,0.0,0.0,0.0,0.0,-1.0,8.8437162564,8.704835687,0.0,50.93318367390336,7.204105511177822,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-112035264,-10084733.853970665,False,False,False,False,24371878.05138235,False,False,False,False
2022-02-25 00:00:00+00:00,8.3725143246,8.704835687,7.8864323319,8.60067526,54309470,,,,,,8.321260781166668,8.973940007692079,9.16117852694929,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.973940007692079,,0.0,0.0,0.0,0.0,-1.0,8.7494758701,8.332834162,0.0,44.851282218793735,2.393279449880481,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-166344734,-21659548.679602467,False,False,False,False,26589477.45498366,False,False,False,False
2022-03-04 00:00:00+00:00,7.3209900137,8.332834162,7.2614697697,8.1840335519,86430707,,,,,,7.901924705515053,8.624694043712125,8.81911607738464,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.624694043712125,,0.0,0.0,0.0,0.0,-1.0,7.8864323319,7.696463553,11.0,38.094825834795394,-3.138359833966149,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-252775441,-38779244.407039315,False,False,False,False,31022161.12498487,False,False,False,False
2022-03-11 00:00:00+00:00,7.3209900137,7.696463553,6.7952278583,7.102749119,103666625,,,,,,7.6342691294580876,8.30145186013086,8.490512340710103,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.786172834232096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.268785560510864,-6.899706912372693,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-252775441,-54630814.5250364,False,False,False,False,36403232.52313414,False,False,False,False
2022-03-18 00:00:00+00:00,8.0848331452,8.0947531859,7.3606701764,7.6086711931,66257601,,,,,,7.679586894635961,8.241249410296831,8.413614595347433,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.8683422207598825,,0.0,0.0,0.0,0.0,1.0,7.9459525759,7.696463553,13.0,34.14203469098504,-6.899706912372693,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-186517840,-64400223.819478154,False,False,False,False,38614667.22512421,False,False,False,False
2022-03-25 00:00:00+00:00,8.0848331452,8.2782739383,7.9459525759,8.0947531859,43717388,,,,,,7.731822604443815,8.230143968645285,8.390923516640848,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.92495440863868,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.765784069895176,-6.899706912372693,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-186517840,-73445973.16618347,False,False,False,False,38992646.54178168,False,False,False,False
2022-04-01 00:00:00+00:00,7.9261124945,8.2187536943,7.7574718032,8.0749131046,53952169,,,,,,7.762954947963636,8.206447166072609,8.355900322358472,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.948155685791329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.75701758978402,-6.899706912372693,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-240470009,-85818123.9686884,False,False,False,False,40100759.31646452,False,False,False,False
2022-04-08 00:00:00+00:00,7.6681914371,8.0648938635,7.4945907254,7.9657926572,53225830,,,,,,7.760602904819553,8.168538733046478,8.309632552372042,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.933572627990363,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.04796777738971,-6.899706912372693,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-293695839,-101216473.23026703,False,False,False,False,41072986.774504185,False,False,False,False
