date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_171,aVWAP_OB_bull_136,aVWAP_OB_bull_95,aVWAP_OB_bull_63,aVWAP_OB_bull_41,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,46.8946153465,47.14723493,45.9767641932,46.1367565961,2199199,,,,,,,,#000000,1.0,47.198017,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2199199.0,False,False,False,False
2022-01-07 00:00:00+00:00,47.2314414578,47.4503784302,46.3893761796,47.1724968884,3682459,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3682459,272774.74074074073,False,False,False,False,2309070.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,48.4187535002,48.7303176531,46.8061984923,47.3914338607,2968061,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6650520,745200.3155006858,False,False,False,False,2357884.2510288064,False,False,False,False
2022-01-21 00:00:00+00:00,47.0882903605,48.9745165838,46.8525120826,48.4019121946,3296597,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.08610567511889,36.847021771010816,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3353923,938439.0328710054,False,False,False,False,2427418.528730376,False,False,False,False
2022-01-28 00:00:00+00:00,47.0798697077,47.534584958,45.4210011096,46.3893761796,4938518,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.09936476651046,27.97711782776088,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1584595,751547.6230287086,False,False,False,False,2613425.8969725706,False,False,False,False
2022-02-04 00:00:00+00:00,48.0987686944,48.9745165838,46.877774041,46.9619805688,3839343,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.14191470811993,26.00714172945912,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2254748,862895.7991006561,False,False,False,False,2704234.571270899,False,False,False,False
2022-02-11 00:00:00+00:00,46.060970721,49.2523981257,45.715723957,48.1240306528,4787572,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,47.009697601233334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.69229822812305,17.785566729196617,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2532824,611360.9991672741,False,False,False,False,2858555.8622878697,False,False,False,False
2022-02-18 00:00:00+00:00,44.6547217063,46.0148255438,44.6378804008,45.8336130959,4268645,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,46.110729251786246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.37733696329429,9.856279346130535,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-6801469,62262.48071043898,False,False,False,False,2963006.909525805,False,False,False,False
2022-02-25 00:00:00+00:00,44.6463010536,45.6062554708,42.9537498443,44.6378804008,7584975,,,,,,,,#000000,-1.0,39.706905,,44.86702368775187,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.71104146450223,4.5298449734213975,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-14386444,-1008012.0734162601,False,False,False,False,3305374.9162275973,False,False,False,False
2022-03-04 00:00:00+00:00,44.2940838969,44.9320820325,43.1627005364,44.0905379699,4961065,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.67509076191417,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41324081992609,0.44105517142588724,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19347509,-2366493.3272372778,False,False,False,False,3428018.626136664,False,False,False,False
