date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_40,aVWAP_OB_bull_171,aVWAP_OB_bull_129,aVWAP_OB_bear_43,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,1.9350533879,2.0509782453,1.8726323109,1.9528879814,1009725,,,,,#000000,-1.0,2.1674058,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1009725.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.0688128387,2.1401512125,1.9173079675,1.9350533879,601201,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,601201,44533.4074074074,False,False,False,False,979463.9629629629,False,False,False,False
2022-01-14 00:00:00+00:00,2.3274144435,2.345249037,1.9796398715,2.0688128387,707596,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1308797,138182.5624142661,False,False,False,False,959325.5953360768,False,False,False,False
2022-01-21 00:00:00+00:00,2.122316619,2.3898355206,2.0527617046,2.3630836304,635719,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.59119022532515,40.16042200987768,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,673078,177804.44667987604,False,False,False,False,935354.7364222934,False,False,False,False
2022-01-28 00:00:00+00:00,2.0955647289,2.2649933665,1.9439706847,2.0509782453,468857,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2764174186917,32.72728717952138,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,204221,179761.22840729263,False,False,False,False,900799.3485391606,False,False,False,False
2022-02-04 00:00:00+00:00,1.9618052781,2.2292350067,1.9319323341,2.1133993223,1003661,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7761075986388,24.398859788326888,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-799440,107227.80408082649,False,False,False,False,908418.7301288523,False,False,False,False
2022-02-11 00:00:00+00:00,2.1044820256,2.1401512125,1.8637150142,1.9350533879,1039388,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.0361160841,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.82064358098872,21.51595219077285,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,239948,117058.92970446897,False,False,False,False,918120.1575267151,False,False,False,False
2022-02-18 00:00:00+00:00,2.0457980729,2.28282796,2.0278524758,2.1401512125,1188106,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.0802321844367286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71272546215606,18.396122656172025,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-948158,38153.97194858239,False,False,False,False,938119.1088210326,False,False,False,False
2022-02-25 00:00:00+00:00,2.2521724399,2.2521724399,1.9470972887,2.0727164686,847538,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.0995940335932843,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.78458603700642,18.396122656172025,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-100620,27874.41847090962,False,False,False,False,931409.3970565116,False,False,False,False
2022-03-04 00:00:00+00:00,2.7097851667,2.7187579653,2.1983356485,2.2342268428,2363497,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.291983833496195,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.43267129161929,18.396122656172025,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2262877,193430.16525084223,False,False,False,False,1037489.9602375107,False,False,False,False
2022-03-11 00:00:00+00:00,2.539301994,3.1853434907,2.5123835983,2.8174587495,4043494,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.615565942162546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.36178483347445,18.396122656172025,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1780617,47204.44930633539,False,False,False,False,1260156.9261458432,False,False,False,False
2022-03-18 00:00:00+00:00,2.4226556127,2.5213563969,2.2073084471,2.476492404,1086245,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.572023047405234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.73084090305727,18.396122656172025,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2866862,-168652.32471635612,False,False,False,False,1247274.561246151,False,False,False,False
2022-03-25 00:00:00+00:00,2.5841659868,2.6468858488,2.3867644184,2.476492404,688248,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.5663121262512014,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75834943175172,18.396122656172025,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2178614,-317538.3747373668,False,False,False,False,1205865.1863390286,False,False,False,False
2022-04-01 00:00:00+00:00,2.682866771,2.8533499438,2.4316284112,2.5303291954,1219194,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.5751571291130633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.42751352327394,18.396122656172025,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-959420,-365085.16179385816,False,False,False,False,1206852.505869471,False,False,False,False
2022-04-08 00:00:00+00:00,2.6200571811,2.8174587495,2.4675196055,2.7187579653,1048227,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.5792993034399836,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.06125653757604,18.396122656172025,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2007647,-486756.4090683872,False,False,False,False,1195102.4683976583,False,False,False,False
2022-04-15 00:00:00+00:00,3.1943162893,3.4724730448,2.4944380012,2.6200571811,2714090,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.675523882871577,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.76986474721284,11.99102658882164,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,706443,-398371.26765591407,False,False,False,False,1307620.0633311651,False,False,False,False
2022-04-22 00:00:00+00:00,3.2750714764,3.6878202104,3.1225339008,3.2391802821,2861251,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.9849365495726876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0051218221227,14.217917120357214,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3567694,-104588.65523695748,False,False,False,False,1422703.8364177453,False,False,False,False
2022-04-29 00:00:00+00:00,3.1494522964,3.5173370376,2.8802683395,3.158425095,1973420,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.987889710074384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13807064660011,14.44323974469016,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1594274,21253.02292874307,False,False,False,False,1463497.6263127273,False,False,False,False
2022-05-06 00:00:00+00:00,3.4545274477,3.5532282319,3.0238331165,3.1225339008,1176810,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.011778214449773,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44134663752982,15.850573253222635,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2771084,224944.20641550282,False,False,False,False,1442261.5058451178,False,False,False,False
2022-05-13 00:00:00+00:00,3.0597243108,3.4097531828,2.7636219581,3.4096634548,1365871,,,,,"rgba(38, 166, 154, 0.5)",-1.0,2.800243,,3.0069309330753904,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.68474101265271,15.850573253222635,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1405213,312371.5244587989,False,False,False,False,1436602.9498565907,False,False,False,False
2022-05-20 00:00:00+00:00,2.8980477737,3.2122618864,2.8257320021,2.952050728,1536606,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.9949473598508742,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.46705163514625,15.850573253222635,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-131393,279500.0782025915,False,False,False,False,1444010.5832005471,False,False,False,False
