date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_136,Gap_Down_aVWAP_33,aVWAP_OB_bull_136,aVWAP_OB_bear_87,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.0656357578,17.2873926066,16.6269428612,16.9885029408,4190413,,,,,#000000,-1.0,16.27843,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4190413.0,False,False,False,False
2022-01-07 00:00:00+00:00,15.7640194712,17.230314322,15.5229794181,16.7474628877,5456339,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5456339,-404173.2592592592,False,False,False,False,4284185.296296296,False,False,False,False
2022-01-14 00:00:00+00:00,15.8507938903,16.6606884686,15.4072801926,15.5422626223,5615753,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047619046253437,-54.76190476156336,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,159414,-362426.05486968445,False,False,False,False,4382819.941015089,False,False,False,False
2022-01-21 00:00:00+00:00,16.4485732219,17.2295429939,15.5904706329,15.7640194712,5313670,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.059632363191112,-45.058212114541206,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,5473084,69833.9491947366,False,False,False,False,4451771.797236193,False,False,False,False
2022-01-28 00:00:00+00:00,15.4072801926,16.7378212856,15.1517777363,16.2605619805,6835908,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.765626404833332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.236788873582995,-42.289023042809895,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1362824,-36288.861856725365,False,False,False,False,4628374.478922401,False,False,False,False
2022-02-04 00:00:00+00:00,15.754377869,16.381082007,15.3975421745,15.5615458266,7685696,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.807283151479085,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.135040831605494,-37.85340349777261,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,6322872,434760.0908734024,False,False,False,False,4854842.7397429645,False,False,False,False
2022-02-11 00:00:00+00:00,17.0174277472,17.1427685748,15.8025858797,15.908643503,7592795,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,16.09808586119404,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78374235200862,-28.961748840311806,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,13915667,1433345.787845743,False,False,False,False,5057654.018280523,False,False,False,False
2022-02-18 00:00:00+00:00,17.8369639276,18.0731831796,16.4196484155,17.0270693493,8551470,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,16.473201940248448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0620470532252,-20.633817132003212,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,22467137,2991404.396153466,False,False,False,False,5316455.202111595,False,False,False,False
2022-02-25 00:00:00+00:00,19.0518057951,19.6399435246,17.2488261981,17.7212647021,13887101,,,,,#000000,0.0,0.0,,17.150727776729813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.09924188340623,-12.666975338898695,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,36354238,5462725.403845802,False,False,False,False,5951317.853807033,False,False,False,False
2022-03-04 00:00:00+00:00,20.2087980499,20.3974392954,18.7047081187,19.1771466227,12290932,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,17.717141573064204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.109293518753695,-5.746240302272476,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,48645170,8661425.003560927,False,False,False,False,6420918.901673179,False,False,False,False
2022-03-11 00:00:00+00:00,21.5341237238,21.7227649694,19.5509721679,20.2281458699,15740725,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.41517416422535,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0963315819056,0.20992881185838286,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,64385895,12789163.521815673,False,False,False,False,7111274.908956648,False,False,False,False
2022-03-18 00:00:00+00:00,20.9923847622,21.3696672533,19.3671678774,21.0407543123,17054390,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.82636231199886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.35667510053136,2.704063298497047,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,47331505,15347855.483162658,False,False,False,False,7847801.952737637,False,False,False,False
2022-03-25 00:00:00+00:00,21.3599933433,21.9887974952,20.4845044857,21.1471673227,9105562,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.052414216545124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.06294715395092,4.889029368286884,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,56437067,18391500.780706167,False,False,False,False,7940969.36364596,False,False,False,False
2022-04-01 00:00:00+00:00,21.4954280837,21.5631454539,19.8315155588,21.0117325823,6774991,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.175108623156817,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1344407103775,6.669580692530893,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,63212058,21711542.056209415,False,False,False,False,7854600.595968481,False,False,False,False
2022-04-08 00:00:00+00:00,22.0661887754,22.2677930604,20.6199392261,21.5728193639,7052239,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.330233987717858,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17581090613588,8.6025742469728,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,70264297,25308042.42241613,False,False,False,False,7795166.40367452,False,False,False,False
2022-04-15 00:00:00+00:00,23.3141231691,23.5704817848,21.8920583949,22.3660799863,7461956,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.553738791490897,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.64419215094466,11.080696849247602,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,77726253,29190872.83557049,False,False,False,False,7770484.151550481,False,False,False,False
2022-04-22 00:00:00+00:00,21.5824932739,23.7784708505,21.4470585335,23.6043404699,9064902,,,,,"rgba(38, 166, 154, 0.5)",1.0,22.317865,,21.0068803539698,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.85231150796253,11.080696849247602,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,68661351,32114611.958861567,False,False,False,False,7866366.955139334,False,False,False,False
2022-04-29 00:00:00+00:00,21.2922759731,22.283851751,20.3829284304,20.7814935236,12645634,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,20.800577855688303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.22182056997205,11.080696849247602,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,56015717,33885064.18413108,False,False,False,False,8220386.736240124,False,False,False,False
2022-05-06 00:00:00+00:00,20.934341302,22.8884711278,19.8508633788,20.6344500911,14873103,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,20.76424676313588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.56525329792156,11.080696849247602,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,41142614,34422660.46678803,False,False,False,False,8713180.533555672,False,False,False,False
2022-05-13 00:00:00+00:00,18.6239408004,20.4312979805,17.7937286323,20.2861893301,12904648,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.909326146663243,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.694644885101056,11.080696849247602,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28237966,33964534.95072966,False,False,False,False,9023659.605144141,False,False,False,False
2022-05-20 00:00:00+00:00,19.7988609447,19.9348021185,18.4588693751,18.585100465,8618179,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.88883209034134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.175691110959065,23.1584338944363,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,36856145,34178728.28771265,False,False,False,False,8993624.004763093,False,False,False,False
2022-05-27 00:00:00+00:00,19.2065458306,20.3911760588,18.9346634832,20.2358147174,6425524,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.876297524483235,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52471182616188,20.344067815045705,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,30430621,33901090.710845046,False,False,False,False,8803394.374780642,False,False,False,False
2022-06-03 00:00:00+00:00,20.3329155558,20.857260083,18.6627811357,19.1968357468,6605161,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.906140221340365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.10602534999525,19.60725780360754,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,37035782,34133290.065597266,False,False,False,False,8640562.272945039,False,False,False,False
2022-06-10 00:00:00+00:00,19.8377012801,20.6242180709,18.4200290398,20.5076970649,9102651,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,19.8891106188314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.078820933337504,18.18170853970581,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,27933131,33674019.023701176,False,False,False,False,8674791.067541704,False,False,False,False
2022-06-17 00:00:00+00:00,18.3617685368,19.2162559145,17.3567748596,19.0511844892,10866818,,,,,#000000,0.0,0.0,,19.707045244745142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.41312277500897,15.15207535689018,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,17066313,32443818.57750109,False,False,False,False,8837163.432908986,False,False,False,False
2022-06-24 00:00:00+00:00,18.2937979499,18.9249533993,17.4004702369,18.4394492075,25927981,,,,,#000000,0.0,0.0,,19.40105067894717,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.426524635801684,12.796435416205973,False,False,False,False,False,,1,,,False,False,False,False,-0.11115518843540369,-0.11115518843540369,False,False,False,False,-8861668,29384152.905093603,False,False,False,False,10103149.919360172,False,False,False,False
2022-07-01 00:00:00+00:00,16.8469954581,17.6529324166,14.4146194568,16.6527937814,22038509,,,,,#000000,0.0,0.0,,18.28362329685873,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.37267216419052,9.433763016436458,False,False,False,False,False,,1,0.9175492729772934,0.9538872726346149,False,False,False,False,-0.32726874888364044,-0.21921196865952206,False,False,False,False,-30900177,24918646.98619778,False,False,False,False,10987250.592000159,False,False,False,False
2022-07-08 00:00:00+00:00,16.0993190026,16.7984450389,15.2254114573,16.4391719369,17727851,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,18.028988663981146,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45163390272819,6.2475742328352695,False,False,False,True,False,,0,0.9541921258054505,0.9685690615576169,False,False,False,False,-0.3296118930327365,-0.2744119308461293,False,False,False,False,-48628028,19470745.135368314,False,False,False,False,11486554.325926073,False,False,False,False
