date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_167,Gap_Down_aVWAP_105,Gap_Down_aVWAP_24,aVWAP_OB_bull_71,aVWAP_OB_bull_45,aVWAP_OB_bear_149,aVWAP_OB_bear_113,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,67.36,70.66,66.73,68.16,234779,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,234779.0,False,False,False,False
2022-01-07 00:00:00+00:00,53.21,68.0346,52.36,67.33,689926,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-689926,-51105.62962962963,False,False,False,False,268493.5925925926,False,False,False,False
2022-01-14 00:00:00+00:00,55.87,56.68,48.335,52.35,754504,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7899159663865465,-61.97478991596637,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,64578,-42536.47187928669,False,False,False,False,304494.3635116598,False,False,False,False
2022-01-21 00:00:00+00:00,52.45,56.13,51.5701,54.2,595988,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3126278427986975,-59.32809031588374,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-531410,-78749.32581415435,False,False,False,False,326086.4847330183,False,False,False,False
2022-01-28 00:00:00+00:00,53.82,54.38,48.44,51.02,716621,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.953800814843708,-55.53110466858282,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,185211,-59196.70908717996,False,False,False,False,355014.9673453873,False,False,False,False
2022-02-04 00:00:00+00:00,53.53,57.99,51.03,54.09,408069,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45939344122602,-52.785665911284454,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-222858,-71319.76767331478,False,False,False,False,358944.89569017343,False,False,False,False
2022-02-11 00:00:00+00:00,54.49,56.78,53.0,53.68,370052,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.525931805257436,-49.44936761767042,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,147194,-55133.56266047666,False,False,False,False,359767.644157568,False,False,False,False
2022-02-18 00:00:00+00:00,49.58,57.24,49.25,54.6,358275,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.10060598825692,-48.44997192948378,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-211081,-66685.22468562654,False,False,False,False,359657.0779236741,False,False,False,False
2022-02-25 00:00:00+00:00,51.27,51.44,45.35,49.1935,432260,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.358240963153868,-45.74764618490289,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,221179,-45361.94878298754,False,False,False,False,365035.0721515501,False,False,False,False
2022-03-04 00:00:00+00:00,43.43,53.3601,42.8571,50.97,567433,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9500966471309,-45.601615035980714,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-346254,-67650.24887313662,False,False,False,False,380027.51125143527,False,False,False,False
2022-03-11 00:00:00+00:00,40.71,46.05,39.71,43.33,515751,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.171150549308365,-45.601615035980714,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-862005,-126491.34154920056,False,False,False,False,390081.1030105882,False,False,False,False
2022-03-18 00:00:00+00:00,49.05,49.85,38.31,40.52,359836,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.736666666666665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.314851533157004,-40.2249264787832,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-502169,-154319.31624925978,False,False,False,False,387840.7250098039,False,False,False,False
2022-03-25 00:00:00+00:00,48.87,51.68,47.51,49.01,242287,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.1919695145344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.93232013513516,-36.28528089665725,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-744456,-198033.14467524053,False,False,False,False,377058.96760167024,False,False,False,False
2022-04-01 00:00:00+00:00,50.91,52.84,48.37,48.54,231023,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,52.501,,48.16655965861125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.656864194327092,-32.31123107415496,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-513433,-221396.096921519,False,False,False,False,366241.48852006503,False,False,False,False
2022-04-08 00:00:00+00:00,49.05,52.12,47.36,51.1,244068,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.47094745643236,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.66158251120123,-30.02249145163035,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-757501,-261107.5712236287,False,False,False,False,357191.6004815417,False,False,False,False
2022-04-15 00:00:00+00:00,48.89,51.19,47.6843,48.06,170946,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.57829808352562,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.036863286209055,-28.306778876197882,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-928447,-310540.12150335993,False,False,False,False,343395.6300755016,False,False,False,False
2022-04-22 00:00:00+00:00,45.48,50.06,44.8583,48.89,237635,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.293790109739234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.870280506392554,-28.02895914579787,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1166082,-373913.59398459253,False,False,False,False,335561.5093291682,False,False,False,False
2022-04-29 00:00:00+00:00,42.88,46.18,42.82,44.95,214098,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.74795822801788,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.980948902669425,-28.02895914579787,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1380180,-448451.8462820301,False,False,False,False,326564.2123418224,False,False,False,False
2022-05-06 00:00:00+00:00,40.37,47.24,38.43,42.76,239953,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.038602718686604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.66950229443995,-28.02895914579787,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1620133,-535243.0428537315,False,False,False,False,320148.5669831689,False,False,False,False
2022-05-13 00:00:00+00:00,32.68,39.82,28.72,38.99,701524,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,38.623307012920066,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.09701098587574,-28.02895914579787,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2321657,-667570.002642344,False,False,False,False,348398.5990584897,False,False,False,False
2022-05-20 00:00:00+00:00,35.35,35.38,30.48,32.33,520273,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,37.81873680649322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8013643727664,-28.02895914579787,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1801384,-751556.2246688369,False,False,False,False,361130.0361652683,False,False,False,False
2022-05-27 00:00:00+00:00,34.74,36.74,32.52,35.37,262746,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,37.62341017992344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45553453529927,-28.02895914579787,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2064130,-848783.9117304046,False,False,False,False,353842.3297826558,False,False,False,False
2022-06-03 00:00:00+00:00,33.11,35.54,31.95,34.92,280684,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,37.29817871599579,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84686342768462,-28.02895914579787,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2344814,-959600.9553059302,False,False,False,False,348423.19424319983,False,False,False,False
2022-06-10 00:00:00+00:00,31.1,34.67,30.49,33.68,305662,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,36.83827461256748,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.982257337463917,-28.02895914579787,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2650476,-1084850.958616602,False,False,False,False,345255.69837333314,False,False,False,False
2022-06-17 00:00:00+00:00,25.7,29.75,25.09,29.6,474473,,,26.846666666666668,,,,,"rgba(239, 83, 80, 0.5)",-1.0,28.20857,,32.62201450864287,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.362900818706002,-28.02895914579787,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3124949,-1235969.3320524092,False,False,False,False,354827.35034567886,False,False,False,False
2022-06-24 00:00:00+00:00,32.67,33.0461,26.06,26.13,318348,,,28.350574847201745,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,32.880056421099574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.880371215585335,-28.02895914579787,False,False,False,True,False,,0,,,False,False,False,False,-0.3050112526742572,-0.3050112526742572,False,False,False,False,-2806601,-1352312.4185670456,False,False,False,False,352125.17624599894,False,False,False,False
2022-07-01 00:00:00+00:00,28.38,33.09,27.43,33.09,236260,,,28.645075007960177,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,32.78150815508343,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.72862647182102,-28.02895914579787,False,False,False,True,False,,0,0.7636179197433297,1.2082497817830098,False,False,False,False,-0.27990168124561204,-0.29245646695993466,False,False,False,False,-3042861,-1477538.239413931,False,False,False,False,343542.57059814717,False,False,False,False
2022-07-08 00:00:00+00:00,30.49,31.68,26.76,27.24,264703,,,28.849314644175536,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,32.654311822444804,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.298063876814844,-27.085885049141922,False,False,False,True,True,,0,0.8338805577280806,1.2146996185172172,False,False,False,False,-0.2950245484166871,-0.2937405076883109,False,False,False,False,-2778158,-1573880.443901788,False,False,False,False,337702.6024056918,False,False,False,False
