date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_187,Gap_Up_aVWAP_176,Gap_Up_aVWAP_88,Gap_Up_aVWAP_66,Gap_Up_aVWAP_12,Gap_Up_aVWAP_3,Gap_Down_aVWAP_150,Gap_Down_aVWAP_140,Gap_Down_aVWAP_27,aVWAP_OB_bear_159,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,12.2897015127,12.5890078964,11.9722553482,11.9994650194,4511379,,,,,,,,,,,#000000,-1.0,12.493459,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4511379.0,False,False,False,False
2022-01-07 00:00:00+00:00,12.734126143,12.842964828,12.2352821702,12.2352821702,7192728,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7192728,532794.6666666666,False,False,False,False,4709997.444444445,False,False,False,False
2022-01-14 00:00:00+00:00,13.2873894584,13.300994294,12.5708681156,12.7250562526,5830275,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,13023003,1457995.2839506173,False,False,False,False,4792980.967078189,False,False,False,False
2022-01-21 00:00:00+00:00,13.5141367188,13.7499538696,13.3735534173,13.4234378146,6993472,,,,,,13.545881335233332,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,20016475,2832697.4851394603,False,False,False,False,4955980.302850175,False,False,False,False
2022-01-28 00:00:00+00:00,13.650185075,13.8406527737,13.1150615405,13.3508786913,10952210,,,,,,13.539423445506669,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,30968685,4916844.708462464,False,False,False,False,5400145.465602013,False,False,False,False
2022-02-04 00:00:00+00:00,14.1399591574,14.2125182807,13.547060421,13.7136743079,9817908,,,,,,13.690452985275343,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,40786593,7573863.100428207,False,False,False,False,5727387.134816678,False,False,False,False
2022-02-11 00:00:00+00:00,14.3122870753,14.4483354315,13.8315828833,14.1399591574,12756235,,,,,,13.850047903849239,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,53542828,10978971.611507598,False,False,False,False,6248042.532237666,False,False,False,False
2022-02-18 00:00:00+00:00,14.1490290478,14.502754774,13.7771635408,14.2034483903,12899219,,,,,,13.920783481177075,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.28656612447209,47.43495703954002,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,40643609,13176352.15880333,False,False,False,False,6740722.270590431,False,False,False,False
2022-02-25 00:00:00+00:00,14.2578677328,15.1104374318,14.0401903628,14.5753138973,17711669,,,,,,14.057414460125464,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.52077395890925,45.87702481933235,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,58355278,16522939.258151231,False,False,False,False,7553384.991287436,False,False,False,False
2022-03-04 00:00:00+00:00,16.38022209,16.4981306654,14.3122870753,14.5208945548,40518832,,,,,,14.664491311416587,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.70868067503707,45.87702481933235,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,98874110,22623025.97976966,False,False,False,False,9995269.954895774,False,False,False,False
2022-03-11 00:00:00+00:00,15.6637007472,17.4776788302,14.4120558699,16.2985930762,30358802,,,,,,14.918176321219361,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.8511451491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14351429253423,42.03059814394304,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,68515308,26022454.2775645,False,False,False,False,11503679.736014605,False,False,False,False
2022-03-18 00:00:00+00:00,15.5095126101,15.5548620622,14.3576365274,15.2736954593,14936856,,,,,,14.939351622857002,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.616856489016145,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0185522619836,38.39832872804851,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,53578452,28063639.2940412,False,False,False,False,11757989.088902412,False,False,False,False
2022-03-25 00:00:00+00:00,16.2441737338,16.640437246,15.8813781171,15.94486735,8289643,,,,,16.255329698966666,15.005372735902224,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.715628258079342,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.15188438444406,36.98940302587572,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,61868095,30567673.050038148,False,False,False,False,11501074.563798528,False,False,False,False
2022-04-01 00:00:00+00:00,15.9811469117,16.1534748296,14.9478142967,15.7634695417,10169572,,,,,15.946161368527484,15.045306294759433,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.7122015079208,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4713011879817,34.777161847212696,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,51698523,32132921.194479764,False,False,False,False,11402444.744257895,False,False,False,False
2022-04-08 00:00:00+00:00,16.2078941721,16.5978994599,15.6274211855,16.4074317612,6218468,,,,,15.996116273136055,15.082937619201054,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.75061103886906,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.91198945502649,33.62567025923062,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,57916991,34042852.29118496,False,False,False,False,11018446.466905458,False,False,False,False
2022-04-15 00:00:00+00:00,16.9969746382,17.1602326657,15.6909104184,15.7816093226,4070822,,,,,16.08389809187536,15.11654664061876,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.798190807765971,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.8533120026087,33.62567025923062,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,61987813,36112849.380726814,False,False,False,False,10503807.617505055,False,False,False,False
2022-04-22 00:00:00+00:00,16.1806845008,17.3144208028,16.1806845008,17.1783724465,5098146,,,,,16.15539947344126,15.155079633959748,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.20288540699723,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3259658073973,30.667975772526148,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,56889667,37651872.908080384,False,False,False,False,10103388.238430606,False,False,False,False
2022-04-29 00:00:00+00:00,16.1353350488,16.5888295695,15.441488432,15.5548620622,5643188,,,,,16.141083267310584,15.180938809529517,,,,,"rgba(38, 166, 154, 0.5)",-1.0,14.908632,,16.077578524422826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63189593450443,28.341033407117564,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,51246479,38658880.7667411,False,False,False,False,9773003.035583895,False,False,False,False
2022-05-06 00:00:00+00:00,17.1693025561,17.1829073917,15.8006560924,15.9085877884,5181558,,,,,16.207957579571506,15.220431654605175,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.17115055316681,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3481870921983,28.295966617033116,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,56428037,39975114.561797306,False,False,False,False,9432895.995911015,False,False,False,False
2022-05-13 00:00:00+00:00,16.9425552957,16.9615113667,15.7725394322,16.7702273778,8279566,,,,,16.262827058844593,15.27322765393414,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.220186769748977,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.29696872919969,27.42326302441768,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48148471,40580548.37203454,False,False,False,False,9347464.144362051,False,False,False,False
2022-05-20 00:00:00+00:00,16.7974370491,17.2600014603,16.2532436242,16.8699961724,5903616,,,,,16.313723636352755,15.314180946102912,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.271918493261868,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.00271835946194,26.27199399448679,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,42244855,40703830.344476424,False,False,False,False,9092364.281816714,False,False,False,False
