date,Close,High,Low,Open,Volume,aVWAP_OB_bear_27,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-06 00:00:00+00:00,11.49,12.38,8.06,8.79,19443116,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,19443116.0,False,False,False,False
2023-10-13 00:00:00+00:00,8.68,11.5,8.57,11.5,19705812,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19705812,-1459689.7777777778,False,False,False,False,19462574.962962963,False,False,False,False
2023-10-20 00:00:00+00:00,6.96,9.34,6.69,8.79,16091667,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35797479,-4003229.720164609,False,False,False,False,19212878.076817557,False,False,False,False
2023-10-27 00:00:00+00:00,6.85,7.145,6.32,6.8,13789573,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-49587052,-7379809.148300564,False,False,False,False,18811151.77483107,False,False,False,False
2023-11-03 00:00:00+00:00,7.36,7.49,6.41,6.95,9168658,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.314994376787321,-46.86629437819324,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-40418394,-9827111.72990793,False,False,False,False,18096892.976695437,False,False,False,False
2023-11-10 00:00:00+00:00,7.37,7.57,6.97,7.55,7701190,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.744260263635284,-44.705845535767686,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32717204,-11522674.12028512,False,False,False,False,17326840.904347625,False,False,False,False
2023-11-17 00:00:00+00:00,7.21,7.86,6.87,7.31,9328636,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.344339841616579,-43.39205045622749,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-42045840,-13783649.37063437,False,False,False,False,16734381.281803356,False,False,False,False
2023-11-24 00:00:00+00:00,7.08,7.4605,6.815,7.26,5091905,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.378142982775614,-42.622463895065735,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-47137745,-16254323.12095775,False,False,False,False,15871975.631299403,False,False,False,False
2023-12-01 00:00:00+00:00,6.52,7.0,6.33,6.99,11868092,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.695377227320177,-42.50923473486385,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-59005837,-19421101.92681273,False,False,False,False,15575391.658610558,False,False,False,False
2023-12-08 00:00:00+00:00,6.63,6.75,6.2,6.47,14402433,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.633712036730044,-41.75958444113432,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44603404,-21286457.635937713,False,False,False,False,15488505.832046812,False,False,False,False
2023-12-15 00:00:00+00:00,6.73,7.13,5.8,6.5,21608288,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.553333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.960522486185276,-40.628025262984806,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22995116,-21413024.92216455,False,False,False,False,15941823.029672975,False,False,False,False
2023-12-22 00:00:00+00:00,6.5,6.84,6.17,6.8,14564725,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.533201301478536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66166071011204,-40.08989873169169,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-37559841,-22609085.372374583,False,False,False,False,15839815.768215718,False,False,False,False
2023-12-29 00:00:00+00:00,6.4,6.9599,6.35,6.53,13150373,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.543003513064439,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05750491041465,-39.81313997198758,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-50710214,-24690650.455902394,False,False,False,False,15640597.785384923,False,False,False,False
2024-01-05 00:00:00+00:00,6.07,6.51,5.97,6.36,7477654,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.495654218788366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.011144531401852,-39.81313997198758,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-58187868,-27171925.829539254,False,False,False,False,15035935.282763818,False,False,False,False
2024-01-12 00:00:00+00:00,5.52,6.145,5.37,6.05,11855948,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.354516161329906,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.515192407167817,-39.81313997198758,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-70043816,-30347621.39772153,False,False,False,False,14800380.669225756,False,False,False,False
2024-01-19 00:00:00+00:00,4.54,5.49,4.27,5.47,11654220,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.124098168642083,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.555166116049676,-39.81313997198758,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-81698036,-34151355.81270512,False,False,False,False,14567331.73076459,False,False,False,False
2024-01-26 00:00:00+00:00,4.61,4.98,4.3301,4.41,11963754,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.931684254565538,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.277378301708042,-39.81313997198758,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-69734282,-36787128.12287512,False,False,False,False,14374474.121078324,False,False,False,False
2024-02-02 00:00:00+00:00,4.21,4.75,4.105,4.635,11613694,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.755427007892309,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.841009177817835,-38.081477683617905,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-81347976,-40087931.66932881,False,False,False,False,14169971.889887337,False,False,False,False
2024-02-09 00:00:00+00:00,4.23,4.23,3.81,4.09,12756518,,"rgba(239, 83, 80, 0.5)",-1.0,2.5814285,,4.831646514737221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.650135997608475,-38.28501232941613,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-68591458,-42199303.99011926,False,False,False,False,14065271.601747533,False,False,False,False
2024-02-16 00:00:00+00:00,4.6,4.7297,4.075,4.22,16015122,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.870211339699361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.696969606634962,-38.28501232941613,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-52576336,-42967973.02788821,False,False,False,False,14209704.96458105,False,False,False,False
2024-02-23 00:00:00+00:00,4.3,4.6,4.1,4.59,7909421,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.842616209839108,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.831808103606829,-39.38530494155234,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-60485757,-44265586.65545204,False,False,False,False,13743017.263500972,False,False,False,False
2024-03-01 00:00:00+00:00,5.65,5.795,4.17,4.33,21797209,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.998276222645686,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.59855631115034,-33.016968348675455,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-38688548,-43852472.68097412,False,False,False,False,14339624.058797197,False,False,False,False
2024-03-08 00:00:00+00:00,5.32,5.68,4.885,5.68,13829321,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.058378749764567,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.79756270654392,-29.311761435199312,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-52517869,-44494353.88979085,False,False,False,False,14301823.832219627,False,False,False,False
2024-03-15 00:00:00+00:00,6.47,7.65,5.43,5.45,43773277,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.841809114499274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.270333811133355,-23.52245203902042,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8744592,-41846223.379435964,False,False,False,False,16484894.437240396,False,False,False,False
