date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_136,Gap_Down_aVWAP_35,Gap_Down_aVWAP_24,Gap_Down_aVWAP_15,aVWAP_OB_bull_70,aVWAP_OB_bull_39,aVWAP_OB_bear_133,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,144.0657144769,146.2129578366,140.6492117091,141.3267862804,247909,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,247909.0,False,False,False,False
2022-01-07 00:00:00+00:00,139.8189442767,145.0391314666,137.623984398,144.2374939457,334170,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-334170,-24753.333333333332,False,False,False,False,254298.7037037037,False,False,False,False
2022-01-14 00:00:00+00:00,139.9048340111,142.8155416764,136.3642682936,139.5231018583,343138,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059925935201623,-51.514981483800405,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,8968,-22255.456790123455,False,False,False,False,260879.39231824418,False,False,False,False
2022-01-21 00:00:00+00:00,131.6880494215,139.3704089971,131.4303802183,138.5401415647,240313,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237758895278959,-51.46503049183496,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-231345,-37743.57110196616,False,False,False,False,259355.9558502261,False,False,False,False
2022-01-28 00:00:00+00:00,127.8802711971,134.112048592,123.5476112625,129.6266957962,498678,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,128.51331035053332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5880259598253232,-51.44546950389173,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-730023,-89023.52879811681,False,False,False,False,277083.51467613527,False,False,False,False
2022-02-04 00:00:00+00:00,130.0752310758,133.310411071,127.3172162716,127.3935627022,501149,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,129.37592487849483,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.414594862283133,-47.754045300343925,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-228874,-99382.82296121927,False,False,False,False,293680.95803345856,False,False,False,False
2022-02-11 00:00:00+00:00,131.1059078884,134.4937807448,128.9968377441,130.0370578605,295134,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,129.86735501334547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.716349171933071,-43.7571283370649,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,66260,-87112.98422335117,False,False,False,False,293788.59077172086,False,False,False,False
2022-02-18 00:00:00+00:00,134.2461691552,135.7780039195,129.9953276843,130.4644520809,442330,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,133.75203,,130.7514794618056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.756015822101643,-37.29718646406455,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,508590,-42986.83724384368,False,False,False,False,304791.65812196373,False,False,False,False
2022-02-25 00:00:00+00:00,132.1303223871,134.7631633882,124.5860361729,134.7631633882,430409,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,130.70019145934123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.729464846265557,-33.93718093020769,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,78181,-34011.44189244785,False,False,False,False,314096.64640922565,False,False,False,False
2022-03-04 00:00:00+00:00,134.0163939406,135.1556960465,129.325149975,130.3591384408,441628,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,131.06106938507082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48904285215778,-29.85026867852163,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,519809,7012.294544029763,False,False,False,False,323543.4133418756,False,False,False,False
