date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_774,Gap_Up_aVWAP_360,Gap_Up_aVWAP_342,Gap_Up_aVWAP_340,Gap_Up_aVWAP_246,Gap_Up_aVWAP_174,Gap_Up_aVWAP_168,Gap_Up_aVWAP_144,Gap_Up_aVWAP_141,Gap_Up_aVWAP_132,Gap_Down_aVWAP_798,Gap_Down_aVWAP_534,Gap_Down_aVWAP_462,Gap_Down_aVWAP_414,Gap_Down_aVWAP_240,Gap_Down_aVWAP_114,aVWAP_OB_bull_581,aVWAP_OB_bull_554,aVWAP_OB_bear_847,aVWAP_OB_bear_780,aVWAP_OB_bear_210,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,4.28,4.39,4.28,4.39,200.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,4.22,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,200.0,False,False,False,False
2025-02-07 16:00:00+00:00,4.39,4.39,4.325,4.325,2.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2.0,-0.031007751937984496,False,False,False,False,196.93023255813952,False,False,False,False
2025-02-07 17:00:00+00:00,4.325,4.325,4.275,4.275,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2.0,-0.0615347635358452,False,False,False,False,193.87705065801333,False,False,False,False
2025-02-07 18:00:00+00:00,4.255,4.275,4.255,4.26,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2.0,-0.09158848813218869,False,False,False,False,190.87120491137745,False,False,False,False
2025-02-07 19:00:00+00:00,4.26,4.26,4.225,4.225,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2.0,-0.12117626350998421,False,False,False,False,187.91196142437934,False,False,False,False
2025-02-07 20:00:00+00:00,4.225,4.26,4.225,4.26,104.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.592582489795736,-43.16667575918384,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,102.0,1.4620977870870697,False,False,False,False,186.6110007821409,False,False,False,False
2025-02-10 15:00:00+00:00,4.26,4.26,4.24,4.24,1.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.684536172172669,-39.93947239443234,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,101.0,3.005321077209751,False,False,False,False,183.73331084753406,False,False,False,False
2025-02-10 16:00:00+00:00,4.24,4.24,4.24,4.24,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.412505293757292,-37.97278004562226,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,101.0,4.524618424849909,False,False,False,False,180.88473238478159,False,False,False,False
2025-02-10 17:00:00+00:00,4.24,4.34,4.24,4.34,27.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1703120611998,-25.982559675924527,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,128.0,6.438965426015026,False,False,False,False,178.49892258036635,False,False,False,False
2025-02-10 18:00:00+00:00,4.34,4.34,4.34,4.34,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.34218323949481,-18.693016040530708,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,128.0,8.323632628712467,False,False,False,False,175.7314974240816,False,False,False,False
2025-02-10 19:00:00+00:00,4.335,4.35,4.335,4.35,24.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.247657727341995,-13.44137065772398,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,152.0,10.551173208112274,False,False,False,False,173.37907110742916,False,False,False,False
2025-02-10 20:00:00+00:00,4.35,4.35,4.35,4.35,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.851307385906786,-10.048975456838917,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,152.0,12.74417827465317,False,False,False,False,170.6910234933605,False,False,False,False
2025-02-11 15:00:00+00:00,4.35,4.35,4.315,4.315,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.210315495658776,-10.048975456838917,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,152.0,14.903183262643044,False,False,False,False,168.04465103609908,False,False,False,False
2025-02-11 16:00:00+00:00,4.315,4.315,4.3,4.3,18.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.45945360732234,-10.048975456838917,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,134.0,16.749645537640824,False,False,False,False,165.71837737662466,False,False,False,False
2025-02-11 17:00:00+00:00,4.3,4.31,4.3,4.31,18.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.305833333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42679967508087,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,152.0,18.846550257987477,False,False,False,False,163.42816997543667,False,False,False,False
2025-02-11 18:00:00+00:00,4.31,4.31,4.31,4.31,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.305833333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4050303869199,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,152.0,20.91094482763108,False,False,False,False,160.8943998982981,False,False,False,False
2025-02-11 19:00:00+00:00,4.31,4.31,4.31,4.31,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.305833333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.390517528145914,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,152.0,22.94333327991587,False,False,False,False,158.39991307816945,False,False,False,False
2025-02-11 20:00:00+00:00,4.31,4.31,4.3,4.3,54.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.304333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.17068465997576,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,98.0,24.10700253139004,False,False,False,False,156.78130977463195,False,False,False,False
2025-02-12 15:00:00+00:00,4.3,4.3,4.3,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.304333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35746274786233,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,98.0,25.252630399120427,False,False,False,False,154.3505917936299,False,False,False,False
2025-02-12 16:00:00+00:00,4.3,4.3,4.295,4.295,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.304333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14280603963143,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,98.0,26.3804965944829,False,False,False,False,151.9575593627209,False,False,False,False
2025-02-12 17:00:00+00:00,4.295,4.295,4.295,4.295,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.304333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.33303490081083,-10.048975456838917,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,98.0,27.49087649224285,False,False,False,False,149.60162820981049,False,False,False,False
2025-02-12 18:00:00+00:00,4.295,4.295,4.28,4.28,74.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.29030487804878,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7301509075078,-4.960241952656695,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,24.0,27.436754376084046,False,False,False,False,148.4295099429917,False,False,False,False
2025-02-12 19:00:00+00:00,4.28,4.28,4.28,4.28,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,4.29030487804878,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.994894911972445,-6.920456668881165,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,24.0,27.383471362501346,False,False,False,False,146.12827723069725,False,False,False,False
2025-02-12 20:00:00+00:00,4.28,4.33,4.28,4.33,85.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,4.307118347604253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36589973214643,-10.108489651010473,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,109.0,28.648843899516827,False,False,False,False,145.18055200231436,False,False,False,False
2025-02-13 15:00:00+00:00,4.33,4.33,4.33,4.33,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,4.307118347604253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.27990294559576,-5.71634540054653,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,109.0,29.89459825766385,False,False,False,False,142.92969073096063,False,False,False,False
