date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_898,Gap_Up_aVWAP_887,Gap_Up_aVWAP_881,Gap_Up_aVWAP_855,Gap_Up_aVWAP_802,Gap_Up_aVWAP_755,Gap_Up_aVWAP_753,Gap_Up_aVWAP_709,Gap_Up_aVWAP_676,Gap_Up_aVWAP_671,Gap_Down_aVWAP_873,Gap_Down_aVWAP_863,Gap_Down_aVWAP_841,Gap_Down_aVWAP_768,Gap_Down_aVWAP_728,Gap_Down_aVWAP_718,Gap_Down_aVWAP_649,Gap_Down_aVWAP_622,Gap_Down_aVWAP_366,Gap_Down_aVWAP_192,aVWAP_OB_bull_876,aVWAP_OB_bull_843,aVWAP_OB_bull_787,aVWAP_OB_bull_624,aVWAP_OB_bull_540,aVWAP_OB_bull_241,aVWAP_OB_bear_498,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,4.77,4.8,4.61,4.64,80515,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,3.6395454,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,80515.0,False,False,False,False
2022-01-04 00:00:00+00:00,4.88,4.9,4.7,4.86,92496,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,92496,3627.2941176470586,False,False,False,False,80984.84313725491,False,False,False,False
2022-01-05 00:00:00+00:00,4.55,4.89,4.5,4.85,92199,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.41860465116281,-52.32558139534876,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,297,3496.694348327566,False,False,False,False,81424.61399461747,False,False,False,False
2022-01-06 00:00:00+00:00,4.48,4.57,4.375,4.4,76429,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.18702506001258,-52.32558139534876,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-76132,374.0004523147204,False,False,False,False,81228.70756345599,False,False,False,False
2022-01-07 00:00:00+00:00,4.54,4.59,4.3597,4.56,53765,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3844027200176,-52.32558139534876,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-22367,-517.8034869917392,False,False,False,False,80151.69942371262,False,False,False,False
2022-01-10 00:00:00+00:00,4.29,4.451,4.14,4.44,96668,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.89566125690657,-52.32558139534876,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-119035,-5165.536683580299,False,False,False,False,80799.3974855278,False,False,False,False
2022-01-11 00:00:00+00:00,4.35,4.37,4.125,4.24,71673,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.94360625751547,-52.32558139534876,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-47362,-6820.299950890875,False,False,False,False,80441.49954491887,False,False,False,False
2022-01-12 00:00:00+00:00,4.3,4.48,4.2684,4.43,68717,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.662161077904273,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-116079,-11104.954854777508,False,False,False,False,79981.71524903971,False,False,False,False
2022-01-13 00:00:00+00:00,4.22,4.35,4.195,4.35,54856,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.543210968299462,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-170935,-17372.799762433293,False,False,False,False,78996.3930824107,False,False,False,False
2022-01-14 00:00:00+00:00,4.17,4.27,4.0,4.27,125220,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9396466556304,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-296155,-28305.43506586728,False,False,False,False,80809.08354976714,False,False,False,False
2022-01-18 00:00:00+00:00,4.1,4.2,4.095,4.1,93432,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.53250346593639,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-389587,-42473.339573088175,False,False,False,False,81304.09988114882,False,False,False,False
2022-01-19 00:00:00+00:00,4.32,4.3801,4.1,4.1,83904,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.082153493691283,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-305683,-52795.28704081021,False,False,False,False,81406.05674855477,False,False,False,False
2022-01-20 00:00:00+00:00,4.09,4.42,4.09,4.32,93854,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7681324921722,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-399537,-66393.00127450393,False,False,False,False,81894.21138586635,False,False,False,False
2022-01-21 00:00:00+00:00,3.85,4.12,3.84,4.1,151651,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.121636784326192,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-551188,-85404.56985197437,False,False,False,False,84629.77172367553,False,False,False,False
2022-01-24 00:00:00+00:00,3.88,3.89,3.56,3.87,180804,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.734579812222602,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-370384,-96580.23377934794,False,False,False,False,88401.31008745296,False,False,False,False
2022-01-25 00:00:00+00:00,3.91,3.95,3.66,3.73,110550,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.213640453851404,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-259834,-102982.3422585892,False,False,False,False,89269.88616245482,False,False,False,False
2022-01-26 00:00:00+00:00,3.67,3.95,3.61,3.95,114760,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.578604549491985,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-374594,-113633.77981707589,False,False,False,False,90269.49846980952,False,False,False,False
2022-01-27 00:00:00+00:00,3.45,3.72,3.44,3.72,119333,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.198722097087874,-52.32558139534876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-493927,-128547.23943209252,False,False,False,False,91409.24362785621,False,False,False,False
2022-01-28 00:00:00+00:00,3.44,3.47,3.25,3.39,115254,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.386666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.559285973537254,-51.77277622450437,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-609181,-147395.62219946145,False,False,False,False,92344.33211303831,False,False,False,False
2022-01-31 00:00:00+00:00,3.68,3.7,3.43,3.475,87386,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.4801014936175814,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.505720057826327,-45.736876305100665,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-521795,-162077.95074065903,False,False,False,False,92149.88771644857,False,False,False,False
