date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_158,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,69.9034210874,70.5097296577,68.5752331898,69.4624834495,17866020,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17866020.0,False,False,False,False
2022-01-07 00:00:00+00:00,73.5861284258,73.8776356029,68.7665430964,70.9917145489,23887705,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,23887705,1769459.6296296294,False,False,False,False,18312070.740740743,False,False,False,False
2022-01-14 00:00:00+00:00,75.3060207711,75.5343680599,72.322930658,73.5861284258,21959454,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,45847159,5034474.397805212,False,False,False,False,18582247.27846365,False,False,False,False
2022-01-21 00:00:00+00:00,72.5172687761,75.4906419833,72.4978349643,75.0145135939,24600159,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.51877247499371,40.09196460526749,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,21247000,6235402.220190011,False,False,False,False,19028018.51709597,False,False,False,False
2022-01-28 00:00:00+00:00,70.2337958882,73.2266029072,67.6588158231,71.4775598442,29115501,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.3730715395,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.62768279306454,29.28106298802416,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-7868501,5190668.648324084,False,False,False,False,19775239.44175553,False,False,False,False
2022-02-04 00:00:00+00:00,68.6305064137,71.2540710083,68.0766427771,69.942288711,14084462,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.02987176718962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.01541431374363,20.050337862644966,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-21952963,3180029.2669667434,False,False,False,False,19353700.37199586,False,False,False,False
2022-02-11 00:00:00+00:00,69.8645534638,71.7982177391,68.2175379127,69.1260686149,11112026,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.01559735115201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.36031604656271,15.714826231860542,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-10840937,2141439.173117355,False,False,False,False,18743205.97407024,False,False,False,False
2022-02-18 00:00:00+00:00,70.3115311354,72.8282097651,69.3155482801,69.9131379933,14197269,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.18196942308323,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.95558298394853,13.438558805453859,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3356332,2231431.234367921,False,False,False,False,18406469.901916888,False,False,False,False
2022-02-25 00:00:00+00:00,68.8345614377,70.5301615183,65.1352381903,70.156060641,12294100,,,#000000,-1.0,66.28925,,69.02099805943226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.691704270325175,10.186170964492135,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-8937768,1404083.1429332602,False,False,False,False,17953701.761034157,False,False,False,False
2022-03-04 00:00:00+00:00,75.6363955719,75.7432815369,66.7871121943,67.8240032235,22138423,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.7916408392725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99703808496221,10.186170964492135,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13200655,2277903.2804937596,False,False,False,False,18263681.112068664,False,False,False,False
