date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_160,Gap_Up_aVWAP_123,Gap_Down_aVWAP_91,Gap_Down_aVWAP_24,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bear_164,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,16.9482200457,16.9482200457,16.5604912985,16.5604912985,434509,,,,,,,,,#000000,1.0,17.1488,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,434509.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.7096177398,17.0004143002,16.4337338235,16.9482200457,616438,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-616438,-45662.07407407407,False,False,False,False,447985.22222222225,False,False,False,False
2022-01-14 00:00:00+00:00,16.7021614177,17.0376959105,16.4039085353,16.6275981971,625605,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1242043,-134282.88340192044,False,False,False,False,461142.24279835395,False,False,False,False
2022-01-21 00:00:00+00:00,15.2705475819,16.6947050957,15.2480357182,16.4784717559,807598,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2049641,-276161.2624091856,False,False,False,False,486805.63222069805,False,False,False,False
2022-01-28 00:00:00+00:00,15.3005634003,15.4206266736,14.272521622,15.0754447627,1182394,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,14.997903898633332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473974976577104,-49.482538302995444,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-867247,-319945.3911196163,False,False,False,False,538330.6965006464,False,False,False,False
2022-02-04 00:00:00+00:00,15.5031701741,16.3211012239,15.3019891516,15.3605950369,779831,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.280411036385923,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.348852367769224,-45.911427346583025,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-87416,-302720.9917774225,False,False,False,False,556219.6078709689,False,False,False,False
2022-02-11 00:00:00+00:00,15.450642492,16.0734707226,15.4206266736,15.5556978562,669466,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.373983352859538,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.934757501388269,-43.63922908834788,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-756882,-336362.54794205783,False,False,False,False,564608.2295101563,False,False,False,False
2022-02-18 00:00:00+00:00,14.9549889283,15.4881622649,14.8278142614,15.4656504011,774728,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.309469699834553,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83063676428486,-43.02355650864212,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1531610,-424899.39624264615,False,False,False,False,580172.6569538484,False,False,False,False
2022-02-25 00:00:00+00:00,14.7888223847,14.9021177553,13.5954444803,14.8341405329,956214,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.11644094897414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.234813311717659,-42.84266983807555,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2487824,-577708.6261505983,False,False,False,False,608027.5712535633,False,False,False,False
2022-03-04 00:00:00+00:00,14.4942544209,14.8236418286,14.2676636796,14.7132921375,643257,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.04089308813889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.167802312784053,-42.84266983807555,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3131081,-766847.3205098133,False,False,False,False,610637.1585681142,False,False,False,False
2022-03-11 00:00:00+00:00,14.0033078147,14.4640423221,13.6532251193,14.4640423221,828472,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,14.898794768335277,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.676831875851651,-42.84266983807555,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3959553,-1003344.0375090863,False,False,False,False,626773.0727482538,False,False,False,False
2022-03-18 00:00:00+00:00,15.3175341144,15.3628522627,13.4670430602,14.0033078147,684201,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,12.432111,,14.797699062662716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.876948523821262,-35.06676842115219,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3275352,-1171640.9236195243,False,False,False,False,631026.9932854201,False,False,False,False
2022-03-25 00:00:00+00:00,15.1503920187,15.6347611523,14.9603469607,15.3704052874,841400,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,14.965681035403485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91946672972646,-29.768465274732538,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4116752,-1389797.2996477077,False,False,False,False,646610.1789679816,False,False,False,False
2022-04-01 00:00:00+00:00,15.7509344018,16.0398028898,15.135188414,15.135188414,784911,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.285856528107834,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.920529045810042,-23.678064271408726,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3331841,-1533652.3885626923,False,False,False,False,656854.6842296126,False,False,False,False
