date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_190,Gap_Up_aVWAP_124,Gap_Up_aVWAP_108,Gap_Down_aVWAP_24,aVWAP_OB_bull_189,aVWAP_OB_bull_132,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-06-10 00:00:00+00:00,52.36,57.42,52.14,56.01,5084679,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,57.425697250444415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.166057988753117,-26.38503808520729,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-61280886,-42811298.55364676,False,False,False,False,7722889.883201159,False,False,False,False
2022-06-17 00:00:00+00:00,44.99,51.59,43.23,50.32,13313036,,,,46.60333333333333,,,"rgba(239, 83, 80, 0.5)",-1.0,49.719284,,52.70782180683505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61961721598314,-26.38503808520729,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-74593922,-45165566.95708033,False,False,False,False,8136974.780741813,False,False,False,False
2022-06-24 00:00:00+00:00,51.59,51.7,43.74,46.05,8887064,,,,47.56676145723067,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.6379684868349,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.525858206697187,-26.28475124346129,False,False,False,True,True,,0,,,False,False,False,False,-0.3388624194916394,-0.3388624194916394,False,False,False,False,-65706858,-46687144.07137067,False,False,False,False,8192536.945131308,False,False,False,False
2022-07-01 00:00:00+00:00,47.6,52.07,46.13,51.76,5695369,,,,47.77771595905653,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.479173020199426,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.147206021878148,-25.627168515896635,False,False,False,True,True,,0,0.7154910813411295,1.2639824340660697,False,False,False,False,-0.3175781538562781,-0.32822028667395875,False,False,False,False,-71402227,-48517890.95497284,False,False,False,False,8007561.541788248,False,False,False,False
2022-07-08 00:00:00+00:00,52.2,52.96,46.42,46.73,4563606,,,,48.16420657664048,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.50016877782633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.402165755390357,-23.408809935864383,False,False,False,True,True,,0,0.7840252919812926,1.2683353800329216,False,False,False,False,-0.3014476724287545,-0.3148339795513566,False,False,False,False,-66838621,-49874982.069419295,False,False,False,False,7752453.723878008,False,False,False,False
2022-07-15 00:00:00+00:00,49.75,52.06,46.07,51.82,9191400,,,,48.41338154214728,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.32312893293176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.508933185368683,-22.331045112670232,False,False,False,True,True,,0,0.8113765082491998,1.2280226545185915,False,False,False,False,-0.30480631642726635,-0.30982014798931146,False,False,False,False,-76030021,-51812392.360573426,False,False,False,False,7859042.336924082,False,False,False,False
2022-07-22 00:00:00+00:00,54.2,56.67,49.19,50.44,6172945,,,,49.05101997765947,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.5236737940704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.932361950486715,-20.002353068056866,False,False,False,True,True,,0,0.8541456361007284,1.1354868632854063,False,False,False,False,-0.2056207761255472,-0.2577204620574293,False,False,False,False,-69857076,-53149035.59312355,False,False,False,False,7734146.237892669,False,False,False,False
2022-07-29 00:00:00+00:00,54.77,55.125,50.63,54.0,4988935,,,,49.472081424476016,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.658113170192706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.86557839219377,-18.185912279977313,False,False,False,True,True,,0,0.9041064981949458,1.1228847021660648,False,False,False,False,-0.20688304363499768,-0.23230175284621352,False,False,False,False,-64868141,-54017117.47511439,False,False,False,False,7530797.257308027,False,False,False,False
2022-08-05 00:00:00+00:00,65.04,66.24,53.08,54.06,11067340,,,,51.5478676113226,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,53.76777187894218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38841553714513,-13.936519609446357,False,False,False,True,True,,0,0.8977353342428376,1.0631377899045023,False,False,False,False,-0.047689342577335314,-0.13999554771177442,False,False,False,False,-53800801,-54001094.03251332,False,False,False,False,7792763.386396321,False,False,False,False
2022-08-12 00:00:00+00:00,69.31,70.05,64.485,65.26,7084808,,,,53.18522355463171,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,54.757871094872826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.67212329900637,-10.028855929874531,False,False,False,True,True,,0,0.9631639302995553,1.055212150029368,False,False,False,False,0.2560011570836043,0.058002804685914955,False,False,False,False,-46715993,-53461456.918993816,False,False,False,False,7740322.246663259,False,False,False,True
2022-08-19 00:00:00+00:00,64.84,70.75,64.41,68.99,4777555,,,,54.03558777297812,,,#000000,0.0,0.0,,58.132337814785714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.484447467691865,-8.530099189215605,False,False,False,False,True,,0,0.9898093451664379,1.0044234161090735,False,False,False,False,0.2657734993348053,0.16188815201036014,False,False,False,False,-51493548,-53315685.88795724,False,False,False,False,7520858.006169684,False,False,False,False
2022-08-26 00:00:00+00:00,61.21,64.6,61.13,63.3,3596425,,,,54.41081918592183,,,#000000,0.0,0.0,,57.837955077278835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.84331284603092,-8.352582031823118,False,False,False,False,True,,0,0.991375567968049,1.0340346713744102,False,False,False,False,0.122448869559425,0.14216851078489257,False,False,False,False,-55089973,-53447114.562923364,False,False,False,False,7230159.26497193,False,False,False,False
2022-09-02 00:00:00+00:00,58.09,61.77,56.58,60.25,4391719,,,,54.64173472854712,,,#000000,0.0,0.0,,57.423285900887656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.33832170131818,-8.352582031823118,False,False,False,False,True,,0,0.9429294266466625,1.0636601653281557,False,False,False,False,0.027301154117760785,0.08473483245132668,False,False,False,False,-59481692,-53894120.29900312,False,False,False,False,7019904.430529565,False,False,False,False
2022-09-09 00:00:00+00:00,63.57,63.91,58.35,58.58,4575813,,,,55.02008664281438,,,#000000,0.0,0.0,,57.551117903401135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.46923486533373,-7.8565532291998394,False,False,False,False,True,,0,0.9793235858809628,1.0132919805050953,False,False,False,False,0.08688424920535219,0.08580954082833944,False,False,False,False,-54905879,-53969065.38796585,False,False,False,False,6838860.620860708,False,False,False,False
2022-09-16 00:00:00+00:00,58.94,64.3,57.92,63.79,8271073,,,,55.4796922910777,,,#000000,0.0,0.0,,57.59744506824177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.13848867723187,-7.8565532291998394,False,False,False,False,True,,0,0.9925862385883217,1.0310949084002208,False,False,False,False,0.08627229971298334,0.08604092027066139,False,False,False,False,-63176952,-54651131.062931344,False,False,False,False,6944950.426722878,False,False,False,False
2022-09-23 00:00:00+00:00,54.79,59.695,53.46,58.13,5065803,,,,55.50471030535064,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,57.35684627900023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.96665498705767,-7.8565532291998394,False,False,False,True,True,,0,0.9236071049035981,1.0555943525125246,False,False,False,False,-0.0516356282355679,0.017202646017546744,False,False,False,False,-68242755,-55657918.021232724,False,False,False,False,6805754.321039702,False,False,False,False
2022-09-30 00:00:00+00:00,55.88,58.05,54.24,54.88,5715896,,,,55.53409704905352,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,57.170762555488146,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.447151017677754,-7.8565532291998394,False,False,False,True,True,,0,0.9233670653173871,1.0760502913216805,False,False,False,False,-0.04420328559086006,-0.013500319786656657,False,False,False,False,-62526859,-56166728.46410438,False,False,False,False,6725024.07503676,False,False,False,False
2022-10-07 00:00:00+00:00,59.64,62.8,56.14,56.71,5473159,,,,55.727765323956504,,,#000000,0.0,0.0,,57.24674499412947,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.14932806135838,-7.8565532291998394,False,False,False,False,True,,0,0.9686244979919678,1.0421059236947792,False,False,False,False,0.06471587513019983,0.025607777671771588,False,False,False,False,-57053700,-56232430.05935591,False,False,False,False,6632293.328737741,False,False,False,False
2022-10-14 00:00:00+00:00,51.85,59.83,51.52,59.83,5562436,,,,55.66538390422387,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,56.25954258145724,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.87290810852693,-7.8565532291998394,False,False,False,True,True,,0,0.945987370486175,1.017288946109987,False,False,False,False,-0.05962434988064299,-0.0170082861044357,False,False,False,False,-62616136,-56705297.16607029,False,False,False,False,6553044.637720131,False,False,False,False
2022-10-21 00:00:00+00:00,57.91,59.04,53.24,53.35,5514822,,,,55.71276673033371,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,56.50167994553777,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.588986394472855,-7.8565532291998394,False,False,False,True,True,,0,0.9671515151515151,0.9993939393939393,False,False,False,False,-0.04436721598889089,-0.030687751046663294,False,False,False,False,-57101314,-56734631.74636138,False,False,False,False,6476139.25714827,False,False,False,False
2022-10-28 00:00:00+00:00,65.95,65.96,57.44,58.39,7521810,,,,56.13649265989329,,,#000000,0.0,0.0,,57.57587301019273,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.933750090907736,-6.892272476638709,False,False,False,False,True,,0,0.998355746080216,0.9411004756591698,False,False,False,False,0.13847377782961245,0.05389301339147458,False,False,False,False,-49579504,-56204622.283667944,False,False,False,False,6553596.34921136,False,False,False,False
2022-11-04 00:00:00+00:00,60.56,67.675,57.935,66.29,10493309,,,,56.5742063221726,,,#000000,0.0,0.0,,58.171640575695875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.370781071133734,-6.379943583502076,False,False,False,False,True,,1,1.0185670980529322,0.9448816602541682,False,False,False,False,0.17553401222380366,0.11471351280763911,False,False,False,False,-60072813,-56491154.92932217,False,False,False,False,6845426.915936445,False,False,False,False
2022-11-11 00:00:00+00:00,65.3,66.2,52.92,61.96,20255003,,,,57.18607119271992,,,#000000,0.0,0.0,,58.700371311970336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.70130032854209,-4.990307060682355,False,False,False,False,True,,1,1.0114929513672648,0.9312687538923172,False,False,False,False,0.06767376800186325,0.09119364040475118,False,False,False,False,-39817810,-55256092.341964975,False,False,False,False,7838728.848089301,False,False,False,False
2022-11-18 00:00:00+00:00,65.28,73.04,63.62,64.77,10331116,,,,57.79256155193588,,,#000000,0.0,0.0,,61.95366274088888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.646842074414614,-3.97790660725002,False,False,False,False,True,,1,1.0388964763725757,0.8986069379950833,False,False,False,False,0.34282825087496543,0.21701094563985832,False,False,False,False,-50148926,-54877783.72404165,False,False,False,False,8023350.118601205,False,False,False,False
2022-11-25 00:00:00+00:00,67.1,67.29,62.565,64.78,3910018,,,,57.96674340398689,,,#000000,0.0,0.0,,61.98695718801307,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72688075504088,-2.833482145844016,False,False,False,False,True,,1,1.0411848523044884,0.9344823806653147,False,False,False,False,0.22644823710585882,0.22172959137285858,False,False,False,False,-46238908,-54237867.00374227,False,False,False,False,7718658.850556671,False,False,False,False
2022-12-02 00:00:00+00:00,69.72,71.536,63.72,66.45,6229278,,,,58.32002360610741,,,#000000,0.0,0.0,,62.42898383710215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.076764505000774,-1.4368691297242364,False,False,False,False,True,,1,1.0452222210215791,0.9135212819986386,False,False,False,False,0.3181716350648119,0.26995061321883523,False,False,False,False,-40009630,-53183923.521983586,False,False,False,False,7608334.343108028,False,False,False,False
2022-12-09 00:00:00+00:00,64.9,69.4,61.505,68.79,4349471,,,,58.481636437622576,,,#000000,0.0,0.0,,62.45519632388491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.74237983460415,-1.4368691297242364,False,False,False,False,True,0.0,1,1.0376819610575414,0.918306997622606,False,False,False,False,0.24394495717276785,0.2569477851958015,False,False,False,False,-44359101,-52530232.96479962,False,False,False,False,7366937.0584333595,False,False,False,False
2022-12-16 00:00:00+00:00,63.89,71.96,63.425,64.41,17284517,,,,59.15372718718671,,,#000000,0.0,0.0,,62.89947018638072,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.240219418781145,-1.4368691297242364,False,False,False,False,True,0.0,1,1.0938236957519234,0.8773916105556326,False,False,False,False,0.3200865186293236,0.28851715191256255,False,False,False,False,-61643618,-53205298.52296261,False,False,False,False,8101572.609660517,False,False,False,False
2022-12-23 00:00:00+00:00,62.03,64.89,60.28,63.75,4095192,,,,59.21752495799983,,,#000000,0.0,0.0,,62.809411646384305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.388479083078224,-1.4368691297242364,False,False,False,False,True,0.0,1,1.0756752645646364,0.9141658880027816,False,False,False,False,0.13397785661601663,0.2112475042642896,False,False,False,False,-65738810,-54133706.78052093,False,False,False,False,7804803.675611591,False,False,False,False
2022-12-30 00:00:00+00:00,64.15,64.34,60.16,61.69,3151682,,,,59.272143354922015,,,#000000,0.0,0.0,,62.767190563293234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.35554351532038,-1.4368691297242364,False,False,False,False,True,0.0,1,1.0626384957985038,0.9183834660699006,False,False,False,False,0.1223114649394769,0.16677948460188324,False,False,False,False,-62587128,-54759886.13011197,False,False,False,False,7460127.995936659,False,False,False,False
2023-01-06 00:00:00+00:00,60.96,66.23,57.98,65.14,4105195,,,,59.31880820870208,,,#000000,-1.0,63.17914,,63.275043427286334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.45092971125789,-1.4368691297242364,False,False,False,False,False,0.0,1,1.0486344320911174,0.9137078456305088,False,False,False,False,0.1172722704663233,0.14202587753410328,False,False,False,False,-66692323,-55643770.34269627,False,False,False,False,7211614.440682092,False,False,False,False
2023-01-13 00:00:00+00:00,67.62,67.88,61.52,61.52,4631138,,,,59.452412841843426,,,#000000,0.0,0.0,,63.84816000270902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.560174754988225,-1.4368691297242364,False,False,False,False,False,0.0,1,1.0672019738550773,0.8980066660895161,False,False,False,False,0.17677578929531107,0.15940083341470718,False,False,False,False,-62061185,-56119134.391385436,False,False,False,False,7020468.0376686035,False,False,False,False
2023-01-20 00:00:00+00:00,69.75,69.86,66.155,67.54,3934974,,,,59.612757640338295,,,#000000,0.0,0.0,,64.3487827243289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.86197254951227,-0.9233290779099121,False,False,False,False,True,0.0,1,1.076971514739755,0.9104070348705541,False,False,False,False,0.3274476609622046,0.2434242471884559,False,False,False,False,-58126211,-56267806.732764296,False,False,False,False,6791912.923767226,False,False,False,False
2023-01-27 00:00:00+00:00,72.72,74.0,67.82,70.0,4976812,,,,59.8711888252853,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,65.0454195034308,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.48293538843612,0.7160022092579013,False,False,True,False,True,0.0,1,1.0774930770662083,0.8801210555695412,False,False,False,False,0.34282824955384084,0.29312624837114837,False,False,False,False,-53149399,-56036813.56737435,False,False,False,False,6657461.003488172,False,False,False,False
2023-02-03 00:00:00+00:00,76.2,79.295,70.39,71.58,6066152,,,,60.26891559657426,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,66.01383301241081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4075085224188,2.6082469240873465,False,False,True,False,True,0.1643740394475408,1,1.0800129993108123,0.909873312751091,False,False,False,False,0.3428282505512612,0.31797724946120476,False,False,False,False,-47083247,-55373586.41423551,False,False,False,False,6613660.3365631215,False,False,False,False
2023-02-10 00:00:00+00:00,76.65,79.66,71.325,74.94,11022956,,,,60.96759364556649,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.20738528400938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.88067516588295,4.035461783296782,False,False,True,False,True,0.4150178287932107,1,1.0210217334929734,0.9302586059445711,False,False,False,False,0.342828250678002,0.3304027500696034,False,False,False,False,-36060291,-53942971.93910695,False,True,False,False,6940274.830151038,False,True,False,False
