date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_161,Gap_Up_aVWAP_59,Gap_Up_aVWAP_30,Gap_Up_aVWAP_14,Gap_Up_aVWAP_10,Gap_Down_aVWAP_228,Gap_Down_aVWAP_211,Gap_Down_aVWAP_175,Gap_Down_aVWAP_170,Gap_Down_aVWAP_143,Gap_Down_aVWAP_119,Gap_Down_aVWAP_114,Gap_Down_aVWAP_72,Gap_Down_aVWAP_53,Gap_Down_aVWAP_36,aVWAP_OB_bear_109,aVWAP_OB_bear_60,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-10-07 00:00:00+00:00,3.25,3.3,3.11,3.1731,26619,,,,3.0401388912070235,2.957302677727746,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5656531483923,33.101030992063414,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,171618,29409.82990520019,False,False,False,False,9208.00793686214,False,False,False,False
2024-10-08 00:00:00+00:00,3.02,3.08,2.85,2.98,33691,,,,3.029908358145659,2.9610327146369055,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.0877908030730117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.74952227701428,35.46224625378113,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,137927,33665.40520303548,False,False,False,False,10168.125272671468,False,False,False,False
2024-10-09 00:00:00+00:00,2.99,2.9937,2.85,2.9886,7160,,,,3.026762379846677,2.9605460963576276,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.072591680252952,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.47655945874551,30.643813813153116,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,130767,37473.31088134782,False,False,False,False,10050.15957570396,False,False,False,False
2024-10-10 00:00:00+00:00,2.9501,3.02,2.83,2.83,8470,,,,3.022859776057674,2.959628004211399,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.0570631595118956,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9789704222668,26.637579559897944,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,122297,40799.73006247143,False,False,False,False,9988.19253351949,False,False,False,False
2024-10-11 00:00:00+00:00,2.81,3.0,2.81,2.99,25622,,,,3.0060801852346595,2.951627707300599,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.010711909966326,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.91815384336863,21.210310485990107,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,96675,42990.91711884511,False,False,False,False,10601.283022401078,False,False,False,False
2024-10-14 00:00:00+00:00,3.0,3.033,2.79,2.79,15542,,,,3.0019324959848,2.9510618661331725,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.9712298854010113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.92806651147886,20.512356292372715,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,112217,45705.66546712569,False,False,False,False,10795.036629365743,False,False,False,False
2024-10-15 00:00:00+00:00,2.99,3.03,2.91,3.03,10492,,,,3.000890302999327,2.9519502325806974,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.9773975756729687,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.05513034181186,19.676582544508975,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,101725,47902.502115473704,False,False,False,False,10783.152839978851,False,False,False,False
2024-10-16 00:00:00+00:00,2.95,2.99,2.95,2.988,6583,,,,2.9999428149510736,2.9521927507198247,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.9773155170529995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.58798070519334,18.118017831563776,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,95142,49755.03144427866,False,False,False,False,10618.44096390125,False,False,False,False
2024-10-17 00:00:00+00:00,2.91,2.95,2.89,2.95,5466,,,,2.9982341919226037,2.9515752162220315,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.9728374846626515,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.72342765660141,16.108416036061797,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,89676,51320.55962293441,False,False,False,False,10416.384455512965,False,False,False,False
2024-10-18 00:00:00+00:00,2.9,2.9399,2.87,2.87,1618,,,,2.997661095772517,2.9513280904185026,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.971339344193127,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25102144707663,14.42506570365822,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,88058,52761.24355928992,False,False,False,False,10071.349770983046,False,False,False,False
2024-10-21 00:00:00+00:00,2.95,2.95,2.89,2.89,6256,,,,2.9961178267950017,2.950914136472174,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.968684531903711,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.28892489619235,14.092582014407128,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,94314,54390.763419709925,False,False,False,False,9921.728211336653,False,False,False,False
2024-10-22 00:00:00+00:00,3.09,3.1,2.98,2.98,15177,,,3.0566666666666666,2.9992925634319887,2.955669653890521,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.0091681044485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.755978084595704,14.092582014407128,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,109491,56551.55701109386,False,False,False,False,10127.817301088158,False,False,False,False
2024-10-23 00:00:00+00:00,3.015,3.05,2.9514,3.05,4178,,,3.0456145561009214,2.999380411962697,2.9562785590110097,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.0062278052662026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.48951447403959,14.092582014407128,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,105313,58463.7704616392,False,False,False,False,9894.491132418036,False,False,False,False
2024-10-24 00:00:00+00:00,3.04,3.045,3.0398,3.0398,6298,,,3.044628953078912,3.0002669398387853,2.9578227696994075,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.0083629653341624,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.75968046382382,14.092582014407128,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,111611,60547.975541574924,False,False,False,False,9753.452264480073,False,False,False,False
2024-10-25 00:00:00+00:00,3.0101,3.08,3.01,3.08,6586,,,3.042328217376469,3.000978134906264,2.9592259840669057,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.009468719139061,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.142366813909156,14.092582014407128,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,105025,62292.17257916022,False,False,False,False,9629.238450186736,False,False,False,False
2024-10-28 00:00:00+00:00,2.945,3.0327,2.81,3.0327,27251,,,2.9905220535664263,2.995120455703028,2.9570853519705333,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.984197755794947,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.05952942242615,12.042203100769754,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,77774,62899.30306625198,False,False,False,False,10320.287922728432,False,False,False,False
2024-10-29 00:00:00+00:00,2.88,2.94,2.88,2.94,4225,,,2.9845194532946198,2.9939314324176385,2.9564605867582623,,,,,,,,,,,,,#000000,0.0,0.0,,2.980675563031147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.14478220342821,8.992166627857905,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,73549,63316.93824012446,False,False,False,False,10081.257023797905,False,False,False,False
2024-10-30 00:00:00+00:00,2.825,2.87,2.82,2.87,1125,,,2.981983065494551,2.9934152497640945,2.956117341698371,,,,,,,,,,2.8383333333333334,,,#000000,0.0,0.0,,2.9791232453357215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.00471165837283,5.857390412327213,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,72424,63674.07791698232,False,False,False,False,9730.031258158771,False,False,False,False
2024-10-31 00:00:00+00:00,2.88,2.88,2.81,2.81,6417,,,2.970697783609564,2.9908756790155606,2.9544958962593326,,,,,,,,,,2.8539319809069212,,,#000000,0.0,0.0,,2.972057526252167,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.35660412560131,5.104394048513399,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,78841,64268.85917513988,False,False,False,False,9600.108463721173,False,False,False,False
2024-11-01 00:00:00+00:00,2.77,2.8386,2.77,2.8138,5241,,,2.958514290133947,2.9879172117407586,2.952371910069161,,,,,,,,,,2.828895345380584,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.9641017619941454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.60265123120881,2.3474369314600168,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,73600,64634.78626631087,False,False,False,False,9429.163033771325,False,False,False,False
2024-11-04 00:00:00+00:00,2.79,2.82,2.592,2.77,8053,,,2.9371305858791343,2.9822187205118835,2.948049855321087,,,,,,,,,,2.7922188135918606,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.9496053185277815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.31981215783865,1.0098374679047737,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,81653,65302.167197043775,False,False,False,False,9375.195855976372,False,False,False,False
2024-11-05 00:00:00+00:00,2.67,2.78,2.59,2.5901,7732,,,2.91558670791659,2.97584394960757,2.9430510335817592,,,,,,,,,,2.76184651358163,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8708284332348875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23030612013998,-2.0182940406715915,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,73921,65640.16064029696,False,False,False,False,9310.756802800828,False,False,False,False
2024-11-06 00:00:00+00:00,2.75,2.84,2.68,2.84,12772,,,2.896266097123729,2.9684643715097905,2.937481072436368,,,,,,,,,,2.760246199000161,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8717653369503715,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.368645765082746,-2.0182940406715915,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,86693,66465.76218381473,False,False,False,False,9446.491830141971,False,False,False,False
2024-11-07 00:00:00+00:00,2.75,2.78,2.745,2.77,1303,,,2.894576272275397,2.9677450509407883,2.936936547892586,,,,,,,,,,2.7601877494547757,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8712240902054256,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.46087219504459,-2.1158228734468167,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,86693,67258.98719621416,False,False,False,False,9127.139209352092,False,False,False,False
2024-11-08 00:00:00+00:00,2.7,2.86,2.6601,2.86,4676,,,2.8880679704715075,2.964981642418045,2.934811946391115,,,,,,,,,,2.7581961171340614,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8678392132265156,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49404666150172,-3.307229267264347,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,82017,67837.73279636263,False,False,False,False,8952.584730553972,False,False,False,False
2024-11-11 00:00:00+00:00,2.71,2.7535,2.68,2.68,6002,,,2.879166820750311,2.961139758064241,2.931802334060902,,,,,,,,,,2.7532775279283332,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8617596392571554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.16509822420633,-3.9091332675101285,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,88019,68629.15503964253,False,False,False,False,8836.875525434209,False,False,False,False
2024-11-12 00:00:00+00:00,2.67,2.71,2.67,2.71,2189,,,2.875571270287272,2.9595943691524456,2.930570545635999,,,,,,,,,,2.7505193250465383,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.858909820701191,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.075126974879744,-5.234652956671823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,85830,69303.6979792644,False,False,False,False,8576.174524436788,False,False,False,False
2024-11-13 00:00:00+00:00,2.73,2.77,2.68,2.68,999,,,2.874333949128294,2.9590045277952393,2.9301102597591386,,,,,,,,,,2.7500976434432274,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8581571192305257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33924851887883,-5.234652956671823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,86829,69990.9647251756,False,False,False,False,8279.030425439269,False,False,False,False
2024-11-14 00:00:00+00:00,2.68,2.68,2.67,2.68,1020,,,2.8726710162977143,2.9582764187086825,2.929527461368454,,,,,,,,,,2.7487956984013864,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8568216943917135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.997426588431765,-5.234652956671823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,85809,70611.27983399224,False,False,False,False,7994.362565618121,False,False,False,False
2024-11-15 00:00:00+00:00,2.62,2.76,2.61,2.68,9835,,,2.856964182159868,2.9511203786437856,2.923753344463902,,,,,,,,,,2.736318375789245,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.844072651778621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47139846360547,-6.403902011182204,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,75974,70821.5825856004,False,False,False,False,8066.54442578996,False,False,False,False
2024-11-18 00:00:00+00:00,2.65,2.72,2.62,2.64,3629,,,2.85174781527452,2.948566809376639,2.9216855286064884,,,,,,,,,,2.73258754712906,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.839961791356819,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52328654550257,-6.566104439084896,False,False,False,True,False,1.3052807508522797,0,,,False,False,False,False,-0.06034673496298002,-0.06034673496298002,False,False,False,False,79603,71165.951895969,False,False,False,False,7892.523075758981,False,False,False,False
2024-11-19 00:00:00+00:00,2.62,2.62,2.59,2.6,1229,,,2.8495621846884958,2.94755247157805,2.920849631580631,,,,,,,,,,2.7305014778507015,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8380406049746907,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.86336925894679,-7.428330611772353,False,False,False,True,False,0.17454105110156348,0,0.9688647837571704,0.8830397474171213,False,False,False,False,-0.11545411159259777,-0.0879004232777889,False,False,False,False,78374,71448.62044906826,False,False,False,False,7631.20844533706,False,False,False,False
2024-11-20 00:00:00+00:00,2.6,2.69,2.51,2.62,6717,,,2.83781131058365,2.9419532401611113,2.916214717518923,,,,,,,,,,2.7193969740348036,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.8277447932180855,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.95881044976288,-8.50101013915129,False,True,False,True,False,0.0,1,0.9571751256165585,0.8788702961016612,False,False,False,False,-0.1420992340922803,-0.11499982868503461,False,False,False,False,71657,71456.79219616362,False,False,False,False,7595.357133755214,False,False,False,False
2024-11-21 00:00:00+00:00,2.56,2.6399,2.56,2.58,3577,,,2.831667171347617,2.9389307762856767,2.913698673376614,,,,,,,,,,2.7136417805839677,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.8223690979565625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.44588585505643,-10.102946500020018,False,True,False,True,False,0.0,1,0.9536741214057508,0.9072241694841653,False,False,False,False,-0.142138963914436,-0.1285693962997353,False,False,False,False,68080,71324.36897278465,False,False,False,False,7437.774501058931,False,False,False,False
2024-11-22 00:00:00+00:00,2.45,2.51,2.4118,2.44,3824,,,2.822125952928371,2.9345901408085577,2.9100037908585272,,,,,,,,,2.4572666666666665,2.702286922631457,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.8132099312100283,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.36584782006873,-13.083994193174874,False,True,False,True,False,0.0,0,0.9370708320445408,0.9198422517785337,False,False,False,False,-0.254854079956851,-0.19171173812829315,False,False,False,False,64256,71047.17803267544,False,False,False,False,7296.05785395858,False,False,False,False
2024-11-25 00:00:00+00:00,2.46,2.57,2.4,2.45,16818,,,2.787309450100776,2.917132802905113,2.895106277050967,,,,,,,,,2.4730727513483832,2.6655037214757944,,,"rgba(239, 83, 80, 1.0)",-1.0,2.365,,2.7203768500477405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75544171075675,-14.590072000070165,False,True,False,True,False,0.0,0,0.9477395463663013,0.9022835982101527,False,False,False,False,-0.2497054554350299,-0.22070859678166152,False,False,False,False,81074,71440.3867372764,False,False,False,False,7669.467349881774,False,False,False,False
