date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_108,Gap_Up_aVWAP_101,Gap_Down_aVWAP_92,Gap_Down_aVWAP_24,aVWAP_OB_bull_185,aVWAP_OB_bull_95,aVWAP_OB_bear_154,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-25 00:00:00+00:00,57.9190405132,62.2017235027,57.3155309061,61.718915817,598295,,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,62.1167,,59.03854106432351,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.273089087376114,-25.98390308045515,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3240780,-1306104.5412841581,False,False,False,False,648392.66164039,False,False,False,False
2022-04-01 00:00:00+00:00,54.3695099353,58.4063186404,52.8316780476,57.9369222794,814866,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,57.561794561448494,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.824547895757988,-25.98390308045515,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4055646,-1509774.278966813,False,False,False,False,660724.0200373982,False,False,False,False
2022-04-08 00:00:00+00:00,50.1583540104,54.6109137781,48.8440441994,54.6109137781,1232814,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,55.479710219496155,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.285741597499847,-25.98390308045515,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5288460,-1789676.9249692713,False,False,False,False,703101.0555901835,False,False,False,False
2022-04-15 00:00:00+00:00,46.4478875372,51.5441908859,46.421064888,50.247762841,892680,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,54.12971975239149,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.346676496994526,-25.98390308045515,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6181140,-2114970.4860826586,False,False,False,False,717143.9403612809,False,False,False,False
2022-04-22 00:00:00+00:00,45.8309666056,49.3268518851,45.7326168918,46.2243654605,989191,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,52.94277445723334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.83457370909492,-22.123105409656212,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7170331,-2489441.635261721,False,False,False,False,737295.5744085935,False,False,False,False
2022-04-29 00:00:00+00:00,46.1349566299,46.939636106,43.9712629274,45.6074445289,1300586,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,42.538853,,49.66653376110643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.029652093788332,-22.848196757066614,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5869745,-2739834.477094186,False,False,False,False,779020.791119068,False,False,False,False
2022-05-06 00:00:00+00:00,50.6053981638,51.302787043,45.3302771538,46.4478875372,1292661,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.99307750058728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.062246718379853,-22.848196757066614,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4577084,-2875927.0343464687,False,False,False,False,817068.213999137,False,False,False,False
2022-05-13 00:00:00+00:00,50.2209401918,52.2415797652,48.3594483371,49.8901275183,1045279,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,50.21044572686125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.094663101269724,-22.848196757066614,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5622363,-3079366.7355059898,False,False,False,False,833972.7166658676,False,False,False,False
2022-05-20 00:00:00+00:00,49.9348319337,52.6081559709,48.7196765159,50.6143390468,855199,,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,49.299454,,50.342853854236786,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.442482935626835,-27.06527646493998,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6477562,-3331084.903246287,False,False,False,False,835545.0339498774,False,False,False,False
2022-05-27 00:00:00+00:00,49.9258910506,51.0613832002,48.0125420741,50.4802258008,579911,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,50.260706623569845,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.40177301128034,-26.146933171418336,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7057473,-3607113.6511539696,False,False,False,False,816609.1795832198,False,False,False,False
2022-06-03 00:00:00+00:00,50.2209401918,50.4265805024,48.7009900703,49.4967286633,675449,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,50.230459954579366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.344169756746002,-25.200725093935368,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6382024,-3812662.5658833054,False,False,False,False,806152.8699844627,False,False,False,False
2022-06-10 00:00:00+00:00,46.286951642,51.0613832002,46.0902522145,50.7126887606,518013,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,50.03461097180302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5351288649398,-25.200725093935368,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6900037,-4041356.9684104677,False,False,False,False,784809.1759115396,False,False,False,False
2022-06-17 00:00:00+00:00,42.556836187,45.8220257225,41.1064444372,45.3928633352,1136336,,,,43.16176878223333,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.9944899301147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.866203581911027,-25.200725093935368,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8036373,-4337284.081861544,False,False,False,False,810848.1999180922,False,False,False,False
2022-06-24 00:00:00+00:00,44.5927898233,45.2594295096,41.4757988579,42.8180868748,685638,,,,43.392916109869006,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.74118690016739,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.310872568772695,-25.200725093935368,False,False,False,True,True,,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-7350735,-4560502.668390319,False,False,False,False,801573.3702945298,False,False,False,False
2022-07-01 00:00:00+00:00,46.259389039,46.2774063278,43.4937352055,44.8900750888,843100,,,,44.00998935796824,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.71859802463337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87422327245033,-25.200725093935368,False,False,False,True,True,,0,0.7822276021763529,1.217200722567126,False,False,False,False,-0.30169407589037484,-0.3222611651528844,False,False,False,False,-6507635,-4704734.692953999,False,False,False,False,804649.4169393794,False,False,False,False
2022-07-08 00:00:00+00:00,44.8720578,47.1242189022,44.3045132023,45.6377925748,564858,,,,44.2589531006091,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.68669735461873,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.486856205862953,-24.739359315944345,False,False,False,True,True,,0,0.7841907040305716,1.210832690659779,False,False,False,False,-0.2789672032441962,-0.3006141841985403,False,False,False,False,-7072493,-4880124.197179629,False,False,False,False,786887.0897586847,False,False,False,False
2022-07-15 00:00:00+00:00,44.827014578,46.8584638921,43.2955450285,44.7369281339,645495,,,,44.38132903218995,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.600862030870715,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.90786286687059,-24.184926126893764,False,False,False,True,True,,0,0.778971874873162,1.2116055612428158,False,False,False,False,-0.28498842206985736,-0.29280130313419883,False,False,False,False,-7717988,-5090336.3307218775,False,False,False,False,776413.6016284119,False,False,False,False
2022-07-22 00:00:00+00:00,45.9801210623,46.9890892361,43.7369686045,44.4576601572,582570,,,,44.53649782814725,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.572682159744595,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.129638680035946,-22.84823666495045,False,False,False,True,True,,0,0.8427009057771809,1.1942184363773864,False,False,False,False,-0.27332040716974626,-0.28306085515197255,False,False,False,False,-7135418,-5241823.861779517,False,False,False,False,762054.8163226036,False,False,False,False
2022-07-29 00:00:00+00:00,49.2322416939,50.1331061347,45.9621037735,45.9621037735,599439,,,,44.99945976486056,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.748043713366194,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.32162929616495,-19.665047971029956,False,False,False,True,True,,0,0.8802310701194076,1.1123690396335306,False,False,False,False,-0.18360110475867175,-0.23333097995532215,False,False,False,False,-6535979,-5337687.205351404,False,False,False,False,750009.200298707,False,False,False,False
2022-08-05 00:00:00+00:00,47.5926684115,49.6196134034,46.1693025949,49.0250428725,485009,,,,45.2439926337615,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.83059624056676,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.817694136179156,-18.179621316345003,False,False,False,True,True,,0,0.8633439654229222,1.152299961694089,False,False,False,False,-0.18862865413265695,-0.21097981704398955,False,False,False,False,-7020988,-5462376.153103152,False,False,False,False,730379.5558321361,False,False,False,False
2022-08-12 00:00:00+00:00,49.9349159577,50.0790542683,46.7908990591,47.9440055434,521434,,,,45.56137924640271,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.96832604628975,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38783246073366,-15.680099238111588,False,False,False,True,True,,1,0.8664415605972016,1.1632157085298933,False,False,False,False,-0.13092502004397885,-0.17095241854398419,False,False,False,False,-6499554,-5539204.141762177,False,False,False,False,714902.1072519779,False,False,False,False
2022-08-19 00:00:00+00:00,49.8268122248,50.2772444453,48.552089041,49.7367257807,498011,,,,45.86424888010529,,,,49.552048570366665,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.40799230780135,,-1.0,50.277245,48.55209,101.0,0.0,0.0,0.0,0.0,41.1666679971549,-13.973422900883513,False,False,False,True,True,,1,0.907902151420555,1.1126824217921722,False,False,False,False,-0.08672636292398948,-0.12883939073398684,False,False,False,False,-6997565,-5647230.872002017,False,False,False,False,698836.0993073869,False,False,False,False
2022-08-26 00:00:00+00:00,47.9620228322,49.1061206721,47.5656424782,49.0700860945,394263,,,,45.99727361826001,,,,48.959604390784676,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.31322408402059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46685251887968,-13.664587686790973,False,False,False,True,True,,1,0.9198554355350338,1.102749179303142,False,False,False,False,-0.13068686206510802,-0.12976312639954743,False,False,False,False,-7391828,-5776460.288890757,False,False,False,False,676275.1289883212,False,False,False,False
2022-09-02 00:00:00+00:00,46.6107261709,47.8629277437,44.6468416898,47.3584436568,470158,,,,46.02109232909916,,,,48.06717206606092,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.080894023619635,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0220551832867,-13.664587686790973,False,False,False,True,True,,1,0.8682236090865594,1.1177500523648287,False,False,False,False,-0.2170884461549619,-0.17342578627725466,False,False,False,False,-7861986,-5930943.674898849,False,False,False,False,661007.1935077048,False,False,False,False
2022-09-09 00:00:00+00:00,48.3493945418,48.6286625185,45.290959765,46.4305532827,632696,,,,46.1311536461053,,,,47.86289367335872,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.065858268193885,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.90721932434211,-13.083114642860913,False,False,False,True,True,,1,0.8775609117968183,1.099236321430358,False,False,False,False,-0.18752435100390097,-0.18047506864057783,False,False,False,False,-7229290,-6027117.476758193,False,False,False,False,658910.0680626896,False,False,False,False
2022-09-16 00:00:00+00:00,45.1822219103,49.3583627156,43.6682674028,48.727757607,853015,,,,46.12526369322158,,,,47.32580982292486,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.89616200289155,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.02308584730259,-13.083114642860913,False,False,False,True,True,,1,0.852190142288441,1.1085871328651595,False,False,False,False,-0.20620926625714675,-0.1933421674488623,False,False,False,False,-8082305,-6179353.58959092,False,False,False,False,673288.2111691571,False,False,False,False
2022-09-23 00:00:00+00:00,39.9265720282,45.3095213885,39.0718469609,44.8457875753,971056,,,,45.66452090197968,,,,45.82828260156076,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.2133787958011,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.43770235253812,-13.083114642860913,False,False,False,True,False,,1,0.8126564061774251,1.1539580812321444,False,False,False,False,-0.34282825441539394,-0.2680852109321281,False,False,False,False,-9053361,-6392243.027399,False,False,False,False,695345.0844158861,False,False,False,False
2022-09-30 00:00:00+00:00,39.6810658919,40.5539765989,38.2171218936,40.008407407,952108,,,,45.12143181939498,,,,44.56230033535165,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.534459382021076,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.51114425644167,-8.566475302843976,False,False,False,True,False,,1,0.8434556453973792,1.168821192015236,False,False,False,False,-0.34282825441539394,-0.30545673267376106,False,False,False,False,-10005469,-6659889.395739814,False,False,False,False,714364.559644339,False,False,False,False
2022-10-07 00:00:00+00:00,39.8629222892,43.045409242,39.4446525754,40.1175212454,636990,,,,44.880615104302564,,,,44.11733021347017,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.25323131660379,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.269489170850505,-9.797368706479759,False,False,False,True,False,,0,0.8942633919863655,1.10712390972776,False,False,False,False,-0.22490150001390502,-0.26517911634383307,False,False,False,False,-9368479,-6860525.66272205,False,False,False,False,708633.1107817955,False,False,False,False
2022-10-14 00:00:00+00:00,39.0536613212,40.6676368473,37.5897173229,40.281192003,646453,,,,44.57245134170194,,,,43.582032389007104,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.9065674335509,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.09030756240844,-10.980904753629773,False,False,False,True,False,,0,0.8980088035223545,1.1021214517750164,False,False,False,False,-0.34282825441539394,-0.30400368537961353,False,False,False,False,-10014932,-7094185.391409305,False,False,False,False,704027.1766498106,False,False,False,False
2022-10-21 00:00:00+00:00,37.2532829879,40.5357909592,37.0077768515,39.7719940905,683291,,,,44.235829710724126,,,,43.042905536938136,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.538584659253836,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62102742120221,-12.450179811811466,False,False,False,True,False,,0,0.8990715991706287,1.0799742182810197,False,False,False,False,-0.34282825441539394,-0.32341596989750376,False,False,False,False,-10698223,-7361151.1401938,False,False,False,False,702491.1635646394,False,False,False,False
2022-10-28 00:00:00+00:00,36.4349292,39.876561519,35.2255841579,37.4896963044,818131,,,,43.811940642440895,,,,42.40800436196007,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.085662234101456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.297116706271908,-13.778697654812511,False,False,False,True,False,,0,0.9006309500042903,1.0604796791538609,False,False,False,False,-0.34282825441539394,-0.3331221121564488,False,False,False,False,-11516354,-7668943.944623889,False,False,False,False,711057.0773746661,False,False,False,False
2022-11-04 00:00:00+00:00,33.4161130047,36.4212899702,32.9432863717,35.9348241074,875165,,,,43.23524533586507,,,,41.56227287950412,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.47893752216356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.424397969803113,-15.629469818417896,False,False,False,True,False,,0,0.8587072828072838,1.1459590554797512,False,False,False,False,-0.34282825441539394,-0.33797518328592135,False,False,False,False,-12391519,-8018764.319096195,False,False,False,False,723213.2197913575,False,False,False,False
2022-11-11 00:00:00+00:00,37.1623547892,37.4533250249,32.6932338254,33.5434124828,829059,,,,42.83134831288094,,,,41.04367343945943,"rgba(239, 83, 80, 0.5)",-1.0,34.968765,,40.865902557644034,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.95857872181479,-15.629469818417896,False,False,False,True,False,,0,0.8251199086526847,1.1436023367037451,False,False,False,False,-0.3248137929775762,-0.33139448813174877,False,False,False,False,-11562460,-8281260.29545944,False,False,False,False,731053.6479549607,False,False,False,False
2022-11-18 00:00:00+00:00,37.0168696714,37.2987470872,35.7711533498,37.0896122303,923533,,,,42.48258894493422,,,,40.649366044963266,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.71499092266292,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.99948137856952,-15.629469818417896,False,False,False,True,False,,0,0.8502876237791792,1.1529951926337954,False,False,False,False,-0.2531034657703572,-0.292248976951053,False,False,False,False,-12485993,-8592721.97727726,False,False,False,False,745311.3777360746,False,False,False,False
2022-11-25 00:00:00+00:00,39.6628802521,39.6992515316,36.8441060939,36.8441060939,616418,,,,42.34562286465002,,,,40.54012924556296,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.77719047105674,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.55963691580456,-20.467385222397546,False,False,False,True,True,,0,0.8694493455222284,1.1101254133346576,False,False,False,False,-0.17250003752453258,-0.2323745072377928,False,False,False,False,-11869575,-8835451.830812277,False,False,False,False,735763.720125995,False,False,False,False
2022-12-02 00:00:00+00:00,38.5717418683,40.5956217139,37.6106308086,39.2355177185,948453,,,,42.16354169998073,,,,40.40982423580059,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.79275833745591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.906314407728274,-19.16194641450369,False,False,False,True,True,,0,0.8720668055150419,1.0921009029889126,False,False,False,False,-0.13272350279198608,-0.18254900501488944,False,False,False,False,-12818028,-9130457.47297433,False,False,False,False,751518.4815981435,False,False,False,False
2022-12-09 00:00:00+00:00,38.9900115821,39.8151849849,38.2625859929,38.5717418683,833502,,,,42.02313836300411,,,,40.31792856993269,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.77197621189412,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.156847834284385,-17.932183326825346,False,False,False,True,True,0.0,0,0.9037320421680906,1.1114909610682338,False,False,False,False,-0.1356535789248651,-0.15910129196987727,False,False,False,False,-11984526,-9341869.956457712,False,False,False,False,757591.3348130957,False,False,False,False
2022-12-16 00:00:00+00:00,38.9736259916,41.5269083245,38.3857607869,38.9900115821,2506120,,,,41.73945353427325,,,,40.203461562061605,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.757781595405135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.04205562531371,-17.031771515678898,False,False,False,True,True,0.0,0,0.959235424699931,1.0397045684924155,False,False,False,False,-0.09400241142013567,-0.12655185169500646,False,False,False,False,-14490646,-9723260.774497882,False,False,False,False,887111.9766787924,False,False,False,False
2022-12-23 00:00:00+00:00,38.8634012657,39.8232749202,37.5636680397,39.1022215051,957572,,,,41.60998616346916,,,,40.11673061717232,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.6748349747992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.61679838627411,-16.397540872478324,False,False,False,True,True,0.0,0,0.9446015103198514,1.0537311502330384,False,False,False,False,-0.15144926268767708,-0.13900055719134177,False,False,False,False,-15448218,-10147331.68009063,False,False,False,False,892331.2376655485,False,False,False,False
2022-12-30 00:00:00+00:00,39.2491878063,39.8186822233,38.1561259413,38.8266596904,653841,,,,41.537164271872776,,,,40.07593111145308,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.635700861177725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34278153768537,-15.58736546390174,False,False,False,True,True,0.0,0,0.9270054923262745,1.0665392217150131,False,False,False,False,-0.13800335936679367,-0.13850195827906772,False,False,False,False,-14794377,-10491557.259343177,False,False,False,False,874665.294134767,False,False,False,False
2023-01-06 00:00:00+00:00,42.0782891038,42.0966598914,39.524749621,39.5798619839,693693,,,,41.52817627569205,,,,40.12208690746096,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.68916183585635,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.986684932258875,-12.946557292426967,False,False,False,True,True,0.0,0,0.9303673761085971,1.0463358683192152,False,False,False,False,-0.05550827156919836,-0.09700511492413304,False,False,False,False,-14100684,-10758899.980873313,False,False,False,False,861259.9390136731,False,False,False,False
