date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_99,Gap_Up_aVWAP_30,Gap_Down_aVWAP_136,aVWAP_OB_bull_171,aVWAP_OB_bull_136,aVWAP_OB_bull_92,aVWAP_OB_bull_25,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,13.1990227073,13.8430714057,13.0718032113,13.5488763212,727038,,,,,,,,#000000,1.0,13.732451,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,727038.0,False,False,False,False
2022-01-07 00:00:00+00:00,13.4773153547,13.6999494727,13.2081666086,13.2308275813,391876,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,391876,29027.85185185185,False,False,False,False,702211.1851851852,False,False,False,False
2022-01-14 00:00:00+00:00,13.7397055652,13.7834372669,13.1990227073,13.5727299767,338156,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,730032,80954.08504801097,False,False,False,False,675244.134430727,False,False,False,False
2022-01-21 00:00:00+00:00,13.1433641778,13.7952845825,13.1195105223,13.6840470357,291668,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.277095804818,35.136942127992015,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,438364,107428.89356297311,False,False,False,False,646831.0874358583,False,False,False,False
2022-01-28 00:00:00+00:00,13.2387787998,13.4057543883,12.9763885893,13.1195105223,606886,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.40184387633175,26.44662778172537,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1045250,176897.12366941955,False,False,False,False,643872.1920702392,False,False,False,False
2022-02-04 00:00:00+00:00,12.9922910263,13.2785348923,12.8412178749,13.1195105223,473259,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.61186393466618,18.067305455984737,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,571991,206163.33673094405,False,False,False,False,631234.1778428141,False,False,False,False
2022-02-11 00:00:00+00:00,12.5152179164,13.2785348923,12.0063399325,12.8968764044,451506,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34557143892641,9.388494294527675,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,120485,199816.79326939263,False,False,False,False,617920.9794840871,False,False,False,False
2022-02-18 00:00:00+00:00,12.4357057315,12.6503886309,12.141510647,12.5947301014,391253,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.615077099019,3.217381090775376,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-270768,164958.6604346228,False,False,False,False,601130.7587815621,False,False,False,False
2022-02-25 00:00:00+00:00,12.189217958,12.6424374124,11.8552667811,12.5311203534,533037,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,12.736779,,12.2289740505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.01154949938872,-1.934275910752561,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-803805,93198.38929131742,False,False,False,False,596086.7766495945,False,False,False,False
2022-03-04 00:00:00+00:00,12.3243886725,12.6185837569,11.9904374956,12.1176569915,686765,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.275232698971289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.94215680480671,-3.8500692436440573,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-117040,77625.17526973835,False,False,False,False,602803.6820829579,False,False,False,False
2022-03-11 00:00:00+00:00,12.2597361417,12.477938433,12.0253707178,12.2920624071,616001,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.268225013474941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.438729365386635,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-733041,17575.828953461445,False,False,False,False,603781.2611879241,False,False,False,False
2022-03-18 00:00:00+00:00,12.4617753003,12.5183462647,12.1385126466,12.3243886725,476682,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.289797576559549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9228003354252,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-256359,-2715.639857906068,False,False,False,False,594366.5010999297,False,False,False,False
2022-03-25 00:00:00+00:00,12.5829987954,12.9224245818,12.3647965042,12.4294490349,424598,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.482478141348262,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.481214014376356,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,168239,9947.666798235121,False,False,False,False,581791.056574009,False,False,False,False
2022-04-01 00:00:00+00:00,12.4456121676,12.7931195204,12.3728780705,12.5749172291,550431,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.474525255887817,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.732951005363695,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-382192,-19099.71592756007,False,False,False,False,579468.0894203787,False,False,False,False
2022-04-08 00:00:00+00:00,12.1304310803,12.4860199993,12.0590708495,12.3728780705,486308,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.406751077279948,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.25734873672366,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-868500,-82018.25548848155,False,False,False,False,572567.3420559062,False,False,False,False
2022-04-15 00:00:00+00:00,12.1627573456,12.3099226687,11.9687997534,12.1304310803,335468,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.369207957964289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.53095196727753,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-533032,-115426.68100785327,False,False,False,False,555004.4278295428,False,False,False,False
2022-04-22 00:00:00+00:00,12.1627573456,12.6799775916,11.9526366207,12.1223495139,386504,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.35410547401023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.012097131958875,-5.477237451669495,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-533032,-146360.4083406049,False,False,False,False,542522.914656984,False,False,False,False
2022-04-29 00:00:00+00:00,11.7101896304,12.1870020447,11.5485583036,12.1870020447,660723,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.255829665862368,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.658433965607017,-7.937359473400548,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1193755,-223945.1929079675,False,False,False,False,551278.4765342445,False,False,False,False
