date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_116,Gap_Down_aVWAP_136,Gap_Down_aVWAP_15,aVWAP_OB_bull_171,aVWAP_OB_bull_114,aVWAP_OB_bull_95,aVWAP_OB_bull_60,aVWAP_OB_bear_162,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,143.8184043557,147.5431031632,143.8164162592,146.5858346947,78838440,,,,,,,,,#000000,1.0,139.6603,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,78838440.0,False,False,False,False
2022-01-07 00:00:00+00:00,136.1890840067,145.7374145099,134.9808183541,143.6156185119,146251080,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-146251080,-10833413.333333332,False,False,False,False,83831968.88888888,False,False,False,False
2022-01-14 00:00:00+00:00,138.9545262492,142.3332962643,132.3480815535,134.2949250588,131091320,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.992262463444279,-69.9806561586107,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15159760,-11153883.456790121,False,False,False,False,87332661.563786,False,False,False,False
2022-01-21 00:00:00+00:00,129.3177254514,137.575781321,129.2272670603,135.786991488,110850420,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61809152074077,-68.0066627744155,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-126010180,-19661757.274805665,False,False,False,False,89074717.7442463,False,False,False,False
2022-01-28 00:00:00+00:00,132.4961947433,132.5767126519,123.900112765,125.2774163232,191734100,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,129.6576733867333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.550804267179206,-62.64550765765428,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,65723920,-13336892.291486725,False,False,False,False,96679116.42985769,False,False,False,False
2022-02-04 00:00:00+00:00,142.1648050853,151.194739424,131.4867387415,133.399287582,281164060,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,139.19132308583625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.022911011599497,-51.99312568721557,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,346887980,13346431.581956735,False,False,False,False,110344667.80542378,False,False,False,False
2022-02-11 00:00:00+00:00,133.3316923008,142.9903571899,132.4952006951,142.8536805253,179319440,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,138.08297736329737,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.909740122129307,-47.758708750328516,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,167568540,24770291.464774754,False,False,False,False,115453910.1902072,False,False,False,False
2022-02-18 00:00:00+00:00,129.6909905707,137.1249804378,129.5314706772,132.5717424106,141806740,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,136.80639042589672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.606127327697145,-45.472276276878254,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,25761800,24843736.541458104,False,False,False,False,117405971.65759927,False,False,False,False
2022-02-25 00:00:00+00:00,133.7188740957,134.5831990525,124.0219333785,129.2113622882,134283740,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,109.91937,,135.8018348847475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75260726075016,-41.638641000620105,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,160045540,34858684.94579454,False,False,False,False,118656176.71999933,False,False,False,False
2022-03-04 00:00:00+00:00,131.3356434069,135.9001092091,129.6323417237,132.4912245021,122533880,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,135.33735089410197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.265026767755806,-39.28609037167848,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,37511660,35055201.616476424,False,False,False,False,118943413.99999937,False,False,False,False
2022-03-11 00:00:00+00:00,129.6989429568,133.4012756785,125.1116587769,131.1189408875,157549900,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,134.48379951752634,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.859967962461006,-37.69684842802284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-120038240,23566798.533774465,False,False,False,False,121803153.70370314,False,False,False,False
2022-03-18 00:00:00+00:00,135.9872922112,136.0986256156,125.6606219251,129.7958626615,162089480,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,134.2365993252799,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.00391001743899,-33.59550393715997,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,42051240,24936016.42016154,False,False,False,False,124787326.02194735,False,False,False,False
2022-03-25 00:00:00+00:00,140.6791999698,141.114593105,133.810326535,136.0330184309,120712940,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,134.608145221547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.893437019604924,-28.832558359910006,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,162764180,35145510.01866809,False,False,False,False,124485519.64995125,False,False,False,False
2022-04-01 00:00:00+00:00,139.8625893292,143.3044814084,137.9709155019,139.8471815812,126494220,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,136.85175675637421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.37412895179487,-25.47934949340807,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,36269960,35228802.60987786,False,False,False,False,124634312.26847339,False,False,False,False
2022-04-08 00:00:00+00:00,133.2129035344,143.1864381783,132.9564440552,139.9863483368,97073580,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,136.33723223841596,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97616741749793,-24.905218170572958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-60803620,28115289.823960986,False,False,False,False,122592776.54488276,False,False,False,False
2022-04-15 00:00:00+00:00,126.4956224584,132.147959759,126.3549646305,132.1090129484,90216880,,,128.3328489493,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,135.1041921911182,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.964519219481765,-24.905218170572958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-151020500,14845972.059223136,False,False,False,False,120194561.98600255,False,False,False,False
2022-04-22 00:00:00+00:00,118.9020878466,131.1383248285,118.4314059984,126.6516880343,136743820,,,125.01373108341826,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,133.20729698966008,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.98060141008267,-24.905218170572958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-287764320,-7569605.130348949,False,False,False,False,121420432.95000236,False,False,False,False
2022-04-29 00:00:00+00:00,114.2822485864,122.544280649,112.4509631906,118.7186859438,212926040,,,120.85678014323359,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,130.3542286827262,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.058326019819674,-24.905218170572958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-500690360,-44097068.4540268,False,False,False,False,128198626.064817,False,False,False,False
2022-05-06 00:00:00+00:00,114.9716210505,122.4100841348,112.7245749725,113.2285574372,163030420,,,119.73334168112198,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,128.93134088792192,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.24045818754698,-24.905218170572958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-337659940,-65842466.34632112,False,False,False,False,130778758.94890462,False,False,False,False
2022-05-13 00:00:00+00:00,115.8220293318,117.3821880663,109.4581324101,112.6291463401,173382820,,,118.50213860568319,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,127.50692437573177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28723650306807,-24.905218170572958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-164277120,-73133922.17251955,False,False,False,False,133934615.32305983,False,False,False,False
2022-05-20 00:00:00+00:00,108.6623967828,116.5297916886,105.7398949162,114.6972637324,139618980,,,117.2534680071473,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,126.27314988668304,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36752113402141,-24.905218170572958,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-303896100,-90227416.82640699,False,False,False,False,134355679.37320355,False,False,False,False
