date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_37,Gap_Up_aVWAP_11,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-28 00:00:00+00:00,44.0582656686,44.9038283431,44.0582656686,44.780208069,13532,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,13532.0,False,False,False,False
2025-05-29 00:00:00+00:00,44.7406495813,45.4922608475,44.4637401675,44.4934090332,54434,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,54434,2134.6666666666665,False,False,False,False,15136.0,False,False,False,False
2025-05-30 00:00:00+00:00,45.3538061406,45.4477575488,44.5032986552,44.5032986552,111930,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,166364,8575.032679738562,False,False,False,False,18931.843137254902,False,False,False,False
2025-06-02 00:00:00+00:00,45.0670071048,45.6257707435,44.8395458006,45.2746891652,72446,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.21105887335862,43.7768039672454,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,93918,11921.815711905678,False,False,False,False,21030.43752402922,False,False,False,False
2025-06-03 00:00:00+00:00,44.8988835321,45.2351306775,44.5824156306,45.037338239,60913,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.60368417454623,37.18054055592523,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,33005,12748.607252615258,False,False,False,False,22594.45958191043,False,False,False,False
2025-06-04 00:00:00+00:00,44.5923052525,45.0076693733,44.4686849784,44.9780005075,368032,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.10056391702136,29.12770603669206,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-335027,-889.6518553304377,False,False,False,False,36141.02979438453,False,False,False,False
2025-06-05 00:00:00+00:00,44.2164996194,44.5923052525,44.0780449125,44.5923052525,74898,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9021356371132,20.70220237282129,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-409925,-16930.253743356694,False,False,False,False,37660.91097891847,False,False,False,False
2025-06-06 00:00:00+00:00,43.5538949505,44.1868307536,43.5538949505,44.1868307536,53001,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,44.0780449125,43.9494798275,9.0,54.818513330464356,11.640077721316153,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-462926,-34420.283008323095,False,False,False,False,38262.48309739226,False,False,False,False
2025-06-09 00:00:00+00:00,43.6033430601,43.9494798275,43.4166269982,43.6725704136,55277,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.93819704609063,6.547451043633032,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-407649,-49056.70328250651,False,False,False,False,38929.719054357265,False,False,False,False
2025-06-10 00:00:00+00:00,43.880252474,44.0879345344,43.6972944684,43.9791486932,45589,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.039074555054384,5.808893931564334,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-362060,-61331.34236946704,False,False,False,False,39190.86732673542,False,False,False,False
