date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_904,Gap_Up_aVWAP_881,Gap_Up_aVWAP_870,Gap_Up_aVWAP_828,Gap_Up_aVWAP_761,Gap_Up_aVWAP_734,Gap_Up_aVWAP_727,Gap_Up_aVWAP_715,Gap_Up_aVWAP_697,Gap_Up_aVWAP_646,Gap_Down_aVWAP_894,Gap_Down_aVWAP_891,Gap_Down_aVWAP_878,Gap_Down_aVWAP_864,Gap_Down_aVWAP_848,Gap_Down_aVWAP_840,Gap_Down_aVWAP_816,Gap_Down_aVWAP_815,Gap_Down_aVWAP_796,Gap_Down_aVWAP_783,aVWAP_OB_bull_447,aVWAP_OB_bull_291,aVWAP_OB_bull_253,aVWAP_OB_bull_112,aVWAP_OB_bear_876,aVWAP_OB_bear_740,aVWAP_OB_bear_617,aVWAP_OB_bear_422,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,33.8134,34.9814,33.6484,34.8,13634700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,37.006493,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,13634700.0,False,False,False,False
2022-01-04 00:00:00+00:00,32.9464,33.8146,32.2962,33.7262,19117100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19117100,-749690.1960784313,False,False,False,False,13849696.078431372,False,False,False,False
2022-01-05 00:00:00+00:00,31.891,32.9464,31.8256,32.9464,15646400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-34763500,-2083565.0903498651,False,False,False,False,13920155.055747788,False,False,False,False
2022-01-06 00:00:00+00:00,32.4194,32.9568,31.799,31.9002,13159500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.990140356454853,-42.67570467324972,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21604000,-2849072.341708694,False,False,False,False,13890325.445718464,False,False,False,False
2022-01-07 00:00:00+00:00,31.9562,33.0,31.9208,32.412,14894100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.816797013469518,-39.611832757455986,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-36498100,-4168642.0537985493,False,False,False,False,13929689.153729504,False,False,False,False
2022-01-10 00:00:00+00:00,30.8692,31.6043,30.0464,31.479,22692100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.249315411083867,-39.611832757455986,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-59190200,-6326350.2085515475,False,False,False,False,14273313.10848521,False,False,False,False
2022-01-11 00:00:00+00:00,31.6322,31.8562,30.6,30.7202,14388900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.367972509351006,-34.40764563503591,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44801300,-7835171.769000506,False,False,False,False,14277845.927760301,False,False,False,False
2022-01-12 00:00:00+00:00,31.0814,31.925,31.0057,31.8,11874300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04103478821203,-32.450319783816326,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-56675600,-9750482.680020094,False,False,False,False,14183589.224710878,False,False,False,False
2022-01-13 00:00:00+00:00,30.1486,31.538398,30.0954,31.0812,15631450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02613867943141,-32.450319783816326,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-72307050,-12203681.398450678,False,False,False,False,14240368.078643784,False,False,False,False
2022-01-14 00:00:00+00:00,29.9626,30.6,29.2,30.2902,17151700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.71604041577281,-32.450319783816326,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-89458750,-15233291.93184477,False,False,False,False,14354537.957912656,False,False,False,False
