date,Close,High,Low,Open,Volume,aVWAP_OB_bull_27,aVWAP_OB_bear_143,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,15.29,15.4138,14.94,14.95,60514,,,#000000,-1.0,13.8628,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,60514.0,False,False,False,False
2022-01-07 00:00:00+00:00,14.41,15.61,14.14,15.14,87975,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-87975,-6516.666666666666,False,False,False,False,62548.148148148146,False,False,False,False
2022-01-14 00:00:00+00:00,12.97,14.37,12.78,14.37,691208,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-779183,-63751.2098765432,False,False,False,False,109115.54458161865,False,False,False,False
2022-01-21 00:00:00+00:00,13.3501,14.36,12.95,13.07,362283,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.360258921043347,-45.87819273870121,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-416900,-89910.37951531778,False,False,False,False,127868.68942742469,False,False,False,False
2022-01-28 00:00:00+00:00,12.02,13.18,11.76,13.18,361834,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.319999999999997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887860979397156,-44.61297016272204,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-778734,-140934.351403072,False,False,False,False,145199.45317354138,False,False,False,False
2022-02-04 00:00:00+00:00,12.96,13.0999,11.9,12.2,528673,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.517872347887215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.552365262854865,-38.505989761863404,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-250061,-149017.8068546963,False,False,False,False,173604.90108661237,False,False,False,False
2022-02-11 00:00:00+00:00,13.67,14.4351,12.8227,13.01,330722,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.82246074086023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.322469118210147,-31.57113088645155,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,80661,-132004.56190249659,False,False,False,False,185243.20470982627,False,False,False,False
2022-02-18 00:00:00+00:00,13.86,13.9499,13.33,13.76,169952,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.931289077194123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.57701820552176,-26.26852439004864,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,250613,-103662.52028008943,False,False,False,False,184110.52287946874,False,False,False,False
2022-02-25 00:00:00+00:00,14.08,14.2,13.0,13.98,241624,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,13.053922489029613,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.842262584723272,-21.9755925059434,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,492237,-59521.81507415688,False,False,False,False,188370.78044395254,False,False,False,False
2022-03-04 00:00:00+00:00,16.06,16.06,13.91,14.08,392861,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,13.497934598481026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.59704828637908,-14.38435691561331,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,885098,10450.023079484374,False,False,False,False,203518.20411477087,False,False,False,False
2022-03-11 00:00:00+00:00,14.82,16.33,14.785,16.2,509980,,,"rgba(239, 83, 80, 0.5)",1.0,15.533334,,14.58719341929039,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.71245557630789,-12.252332059555101,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,375118,37462.46581433738,False,False,False,False,226219.0778840471,False,False,False,False
2022-03-18 00:00:00+00:00,14.7,14.94,12.7856,14.73,404424,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,14.279090273785053,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.674368269875615,-11.057413835538682,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-29306,32516.653531793872,False,False,False,False,239419.4424852288,False,False,False,False
2022-03-25 00:00:00+00:00,14.56,14.71,14.03,14.71,271027,,,#000000,0.0,0.0,,14.305539447829835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75948035483262,-10.513689863080884,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-300333,7861.123640549886,False,False,False,False,241760.7430418785,False,False,False,False
2022-04-01 00:00:00+00:00,15.58,15.62,14.01,14.42,244650,,,#000000,0.0,0.0,,14.424387883319106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.640934409396,-8.090672316103742,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-55683,3154.1515190276723,False,False,False,False,241974.76207581343,False,False,False,False
2022-04-08 00:00:00+00:00,16.06,16.09,14.27,15.77,353952,,,#000000,0.0,0.0,,14.608031797555283,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.54403775009834,-5.576516535380847,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,298269,25014.510665766364,False,False,False,False,250269.37229241984,False,False,False,False
2022-04-15 00:00:00+00:00,16.01,16.25,14.5,16.0,259024,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,14.713824727824017,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.48800134497503,-3.909767764497623,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,39245,26068.620986820708,False,False,False,False,250917.86323372205,False,False,False,False
2022-04-22 00:00:00+00:00,14.56,16.72,14.49,15.96,384389,,,#000000,0.0,0.0,,14.899722537853423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.64080942020816,-3.909767764497623,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-345144,-1428.6101973882287,False,False,False,False,260804.6141052982,False,False,False,False
2022-04-29 00:00:00+00:00,14.41,15.4,12.9,14.34,395187,,,#000000,0.0,0.0,,14.70917552802415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.03719434322169,-3.909767764497623,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-740331,-56162.12055313725,False,False,False,False,270758.8649123132,False,False,False,False
2022-05-06 00:00:00+00:00,12.72,14.29,12.24,14.13,496044,,,#000000,0.0,0.0,,14.3727572059724,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.20417818052976,-3.909767764497623,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1236375,-143585.2968084604,False,False,False,False,287446.6526965863,False,False,False,False
2022-05-13 00:00:00+00:00,10.6,12.32,10.03,12.28,518103,,,"rgba(239, 83, 80, 0.5)",-1.0,10.45,,13.078467098344163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18886197164826,1.2547678060502179,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1754478,-262910.6822300559,False,False,False,False,304532.3080523947,False,False,False,False
2022-05-20 00:00:00+00:00,12.1,12.26,10.53,10.63,478735,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.929701394738057,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38812824283774,0.5458552788332156,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1275743,-337935.2983611629,False,False,False,False,317436.21115962474,False,False,False,False
2022-05-27 00:00:00+00:00,12.29,12.51,11.9,12.23,287166,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.913425972287177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.135443193971774,0.23420006610971456,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-988577,-386130.97996403975,False,False,False,False,315193.9732959488,False,False,False,False
2022-06-03 00:00:00+00:00,12.1,12.96,11.87,12.46,412085,,,"rgba(239, 83, 80, 0.5)",1.0,12.21,,12.886424575791988,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.73079928657319,-0.3356319854335936,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1400662,-461281.42589262937,False,False,False,False,322371.0863851378,False,False,False,False
2022-06-10 00:00:00+00:00,11.19,12.55,10.6033,12.0,500087,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.725590700793095,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.41576264439449,-1.844811745478836,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1900749,-567908.6536042865,False,False,False,False,335535.2281343868,False,False,False,False
2022-06-17 00:00:00+00:00,9.62,10.75,9.0401,10.75,437940,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.435690749791922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99836480787337,-4.415202487590008,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2338689,-699077.5681521172,False,False,False,False,343120.7667910989,False,False,False,False
2022-06-24 00:00:00+00:00,9.3,10.16,8.36,9.74,344904,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,12.207065614766533,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.00347376357023,-6.552296132258604,False,False,False,True,False,,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-2683593,-846078.7112519604,False,False,False,False,343252.8581399064,False,False,False,False
