date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_108,Gap_Up_aVWAP_31,Gap_Down_aVWAP_24,Gap_Down_aVWAP_15,aVWAP_OB_bull_120,aVWAP_OB_bull_94,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,34.2540163096,34.2540163096,33.8548783895,33.9506714903,811552,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,811552.0,False,False,False,False
2022-01-07 00:00:00+00:00,33.7590852886,34.2540163096,33.4557404693,34.2540163096,2342197,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2342197,-173496.07407407407,False,False,False,False,924933.1111111111,False,False,False,False
2022-01-14 00:00:00+00:00,33.7750508054,33.9586542487,33.5754818453,33.7111887382,942874,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954502067715079,-52.3862551692877,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1399323,-264298.0685871056,False,False,False,False,926262.0658436214,False,False,False,False
2022-01-21 00:00:00+00:00,33.5595163285,33.7669882194,33.5036370197,33.6553094294,962967,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.325322344066114,-51.98351479497144,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2362290,-419704.8783213941,False,False,False,False,928980.949855205,False,False,False,False
2022-01-28 00:00:00+00:00,32.5457060113,33.5435508117,32.2263956751,33.4477577109,1153884,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.190248988228749,-51.98351479497144,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3516174,-649072.9614086982,False,False,False,False,945640.4350511157,False,False,False,False
2022-02-04 00:00:00+00:00,32.0949647743,33.0562903492,32.0949647743,32.481843944,1639242,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.038126300727391,-51.98351479497144,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5155416,-982876.1494524983,False,False,False,False,997018.328751033,False,False,False,False
2022-02-11 00:00:00+00:00,31.2130147056,32.1915783955,31.1087842429,32.0949647743,1732536,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8686077262306768,-51.98351479497144,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6887952,-1420289.17541898,False,False,False,False,1051501.1192139196,False,False,False,False
2022-02-18 00:00:00+00:00,31.3813869914,31.5898479167,30.8041105828,31.1488728824,1844657,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.258448496966672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.514467752679204,-50.4745471996355,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5043295,-1688659.9772397962,False,False,False,False,1110253.4066795553,False,False,False,False
2022-02-25 00:00:00+00:00,31.5738124609,31.6419631481,30.9243765012,31.253103345,775611,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.294443291748717,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575846198415871,-47.500534922542464,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4267684,-1879698.793740552,False,False,False,False,1085465.0802588474,False,False,False,False
2022-03-04 00:00:00+00:00,31.3721568067,31.8161191387,31.3479933997,31.493635182,744892,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.342620237032982,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.484603616889233,-45.71498394324466,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5012576,-2111763.7719819928,False,False,False,False,1060237.444684118,False,False,False,False
2022-03-11 00:00:00+00:00,30.8808341969,31.3615249076,30.8647252589,31.3157755236,692714,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.2902254224971,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.284049923126128,-45.0035937312468,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5705290,-2377950.8999833264,False,False,False,False,1033013.4858186278,False,False,False,False
2022-03-18 00:00:00+00:00,31.2674487095,31.2674487095,30.2525856138,30.8244529138,1405298,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.0632547103455,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.919405823339329,-41.583094871878686,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4299992,-2520324.3147993763,False,False,False,False,1060590.1164987294,False,False,False,False
2022-03-25 00:00:00+00:00,30.5506009673,31.2674487095,30.5344920293,31.2191218954,980299,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.002037405271864,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.364200483532757,-40.32708576819883,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5280291,-2724766.291480904,False,False,False,False,1054642.6263877125,False,False,False,False
2022-04-01 00:00:00+00:00,31.2755031785,31.4778026816,30.5609912324,30.6311456575,777914,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,31.645283,,31.029352119020643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47945696126085,-35.57843247311888,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4502377,-2856441.1587786144,False,False,False,False,1034144.2096182524,False,False,False,False
2022-04-08 00:00:00+00:00,30.4743971463,31.3564229798,30.4501212059,31.3402390195,727121,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.99676903452037,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.620656314097612,-33.77160599919319,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5229498,-3032223.1470172354,False,False,False,False,1011401.74964653,False,False,False,False
2022-04-15 00:00:00+00:00,30.0455221997,30.4015693252,29.936280468,30.3611094245,697878,,,,30.127790664299997,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.899207185039582,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.49318129268187,-33.13417236714638,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5927376,-3246678.9139048476,False,False,False,False,988177.7681912314,False,False,False,False
2022-04-22 00:00:00+00:00,29.4952675513,30.0859011805,29.3738878494,30.0536141798,1201900,,,,29.826581383825786,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.698736810615607,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38261831830994,-33.13417236714638,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7129276,-3534278.698060044,False,False,False,False,1004009.0446215107,False,False,False,False
