date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_161,Gap_Up_aVWAP_160,Gap_Down_aVWAP_116,Gap_Down_aVWAP_24,Gap_Down_aVWAP_4,Gap_Down_aVWAP_2,aVWAP_OB_bull_122,aVWAP_OB_bull_95,aVWAP_OB_bull_62,aVWAP_OB_bear_186,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,85.7265333178,87.3599819554,85.6182927454,86.7302186252,2624485,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2624485.0,False,False,False,False
2022-01-07 00:00:00+00:00,79.2714591837,85.9430144625,79.1445225124,85.4018116007,3298572,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3298572,-244338.66666666666,False,False,False,False,2674417.3703703703,False,False,False,False
2022-01-14 00:00:00+00:00,77.332968933,78.503935125,75.571599619,76.2407231573,5070201,,,,,,77.13616789233333,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8368773,-846148.6172839506,False,False,False,False,2851882.8244170095,False,False,False,False
2022-01-21 00:00:00+00:00,75.9356815442,78.5000975047,75.4436789425,77.3821691932,3563254,,,,,,76.92580876591187,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-11932027,-1667324.7937814356,False,False,False,False,2904576.985571305,False,False,False,False
2022-01-28 00:00:00+00:00,73.9775111895,75.000876601,71.8914201584,73.8495905131,4736776,,,,,73.6232693163,75.75579236126076,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,73.6232693163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-16668803,-2778545.4016494774,False,False,False,False,3040295.4310845416,False,False,False,False
2022-02-04 00:00:00+00:00,75.9947218564,78.3268141884,74.0070313456,74.0070313456,3712126,,,,,74.71563433014194,75.8326606007772,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,74.71563433014194,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995878894796744,-45.27733323226245,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12956677,-3532481.0756013677,False,False,False,False,3090060.6584116123,False,False,False,False
2022-02-11 00:00:00+00:00,75.276398058,78.1103330437,74.2923928546,75.4239988385,4157302,,,,,75.10392222621465,75.8444790993538,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.10392222621465,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.251916806853549,-42.40426898881565,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17113979,-4538517.958890155,False,False,False,False,3169115.5726033445,False,False,False,False
2022-02-18 00:00:00+00:00,74.991036549,79.369859704,74.5187140514,75.1878375897,4882442,,,,,75.43594315697212,75.92834947952745,,,,,"rgba(239, 83, 80, 0.5)",1.0,80.83763,,75.86457329588606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.456219374980112,-40.60347552935571,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21996421,-5831695.961935329,False,False,False,False,3296028.641299393,False,False,False,False
2022-02-25 00:00:00+00:00,76.2013629491,76.2210430532,71.5470183372,74.5580742595,3265831,,,,,75.31328952471824,75.78700820303422,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.47524573776272,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.561586109996288,-37.014999966103375,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18730590,-6787169.594384564,False,False,False,False,3293791.778980919,False,False,False,False
2022-03-04 00:00:00+00:00,74.2923928546,76.5032557455,73.0230261422,75.7684006597,3483583,,,,,75.21166760211176,75.66187382477342,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.27005296161997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.42154988068987,-35.62786361006222,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22214173,-7929910.587393114,False,False,False,False,3307850.3879452953,False,False,False,False
2022-03-11 00:00:00+00:00,71.8422198982,73.8495905131,69.8053291272,73.4067881716,3847175,,,,,74.74876560494214,75.26064127815626,,,,,"rgba(239, 83, 80, 0.5)",-1.0,65.4858,,73.68022321388945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71376436310033,-35.62786361006222,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26061348,-9272980.025363995,False,False,False,False,3347800.3592086066,False,False,False,False
2022-03-18 00:00:00+00:00,77.0771275801,77.2050482566,70.3563720411,72.4227829682,3971716,,,,,74.76496500189278,75.22344033385899,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,74.23015480204718,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.589777042238993,-29.409088351460404,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22089632,-10222361.65311481,False,False,False,False,3394016.332600562,False,False,False,False
2022-03-25 00:00:00+00:00,75.0500768612,76.3391236776,74.3612732188,76.1226425329,2641389,,,,,74.80190000324019,75.22506896558372,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,74.42795545768776,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.278267218144528,-26.337498428626592,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24731021,-11297077.160291491,False,False,False,False,3338266.159815335,False,False,False,False
