date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_205,Gap_Down_aVWAP_846,Gap_Down_aVWAP_420,Gap_Down_aVWAP_204,Gap_Down_aVWAP_168,Gap_Down_aVWAP_44,aVWAP_OB_bull_170,aVWAP_OB_bear_833,aVWAP_OB_bear_773,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,2.8,2.8,2.8,2.8,0.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 16:00:00+00:00,2.8,2.8,2.8,2.8,0.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 17:00:00+00:00,2.8,2.8,2.8,2.8,0.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 18:00:00+00:00,2.8,2.8,2.8,2.8,0.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 19:00:00+00:00,2.8,2.8,2.8,2.8,0.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 20:00:00+00:00,2.8,2.91,2.44,2.51,1133.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1133.0,-17.565891472868216,False,False,False,False,17.565891472868216,False,False,False,False
2025-02-04 15:00:00+00:00,2.51,2.58,2.51,2.58,100.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.118644067796632,-60.67796610169495,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-33.30905594615708,False,False,False,False,18.843939667087312,False,False,False,False
2025-02-04 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.864406779661053,-55.6949152542373,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-48.80814035009263,False,False,False,False,18.551785563721616,False,False,False,False
2025-02-04 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.028248587570669,-51.99322033898306,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-64.06692887179662,False,False,False,False,18.264160981338335,False,False,False,False
2025-02-04 18:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.137476459510413,-49.06983050847458,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-79.08914702882302,False,False,False,False,17.98099569480596,False,False,False,False
2025-02-04 19:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.543628374136908,-46.63493785310734,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-93.87846257876375,False,False,False,False,17.702220567754704,False,False,False,False
2025-02-04 20:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.481062983887906,-44.525709981167594,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-108.43848641475189,False,False,False,False,17.427767535696493,False,False,False,False
2025-02-05 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.10601939038857,-42.65303060891398,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-122.77277344708132,False,False,False,False,17.157569589406624,False,False,False,False
2025-02-05 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.522656994722347,-40.969152066959595,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-136.88482347115757,False,False,False,False,16.89156075856311,False,False,False,False
2025-02-05 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.80041539761153,-39.44846294181485,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-150.77808202199233,False,False,False,False,16.62967609563965,False,False,False,False
2025-02-05 18:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.985587666204317,-38.07637710426074,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-164.4559412154498,False,False,False,False,16.371851660048335,False,False,False,False
2025-02-05 19:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.109035845266174,-36.843170468151214,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-177.92174057645056,False,False,False,False,16.118024502528204,False,False,False,False
2025-02-05 20:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.191334631307416,-35.74076789566689,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-191.17876785433504,False,False,False,False,15.868132649775829,False,False,False,False
2025-02-06 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24620048866824,-34.76123809963961,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-204.23025982558565,False,False,False,False,15.622115089314187,False,False,False,False
2025-02-06 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.282777726908794,-33.896236120944266,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-217.0794030841037,False,False,False,False,15.379911754596137,False,False,False,False
2025-02-06 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.307162552402495,-33.136937390194745,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-229.72933481923386,False,False,False,False,15.141463510338832,False,False,False,False
2025-02-06 18:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32341910273163,-32.47419759783091,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-242.18314358172634,False,False,False,False,14.906712138085517,False,False,False,False
2025-02-06 19:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33425680295105,-31.89878972470872,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-254.4438700378236,False,False,False,False,14.675600321991167,False,False,False,False
2025-02-06 20:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34148193643066,-31.401640332812907,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-266.51450771165577,False,False,False,False,14.448071634828514,False,False,False,False
2025-02-07 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.346298692083735,-30.97402883656903,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-278.3980037161262,False,False,False,False,14.224070524211017,False,False,False,False
2025-02-07 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34950986251912,-30.607737048052957,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-290.09725947246534,False,False,False,False,14.003542299029451,False,False,False,False
2025-02-07 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.351650642809375,-30.295148873797206,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-301.61513141862866,False,False,False,False,13.786433116098761,False,False,False,False
2025-02-07 18:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.353077829669544,-30.02930609282087,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-312.95443170671194,False,False,False,False,13.572689967011959,False,False,False,False
2025-02-07 19:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.354029287576324,-29.803928443570808,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-324.1179288895536,False,False,False,False,13.36226066519782,False,False,False,False
2025-02-07 20:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.354663592847512,-29.61340649712115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-335.1083485966923,False,False,False,False,13.155093833179249,False,False,False,False
2025-02-10 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.355086463028304,-29.452775020005472,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-345.9283741998443,False,False,False,False,12.951138890029183,False,False,False,False
2025-02-10 16:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35536837648217,-29.317673330137318,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-356.5806474680638,False,False,False,False,12.750346039020979,False,False,False,False
2025-02-10 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.355556318784746,-29.20429785689507,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-367.06776921274496,False,False,False,False,12.552666255470266,False,False,False,False
2025-02-10 18:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.355681613653132,-29.10935090468494,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-377.3922999226249,False,False,False,False,12.3580512747653,False,False,False,False
2025-02-10 19:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35576514356539,-29.029988566331674,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-387.55676038894075,False,False,False,False,12.166453580582893,False,False,False,False
2025-02-10 20:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35582083017356,-28.96376986258619,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-397.5636323208951,False,False,False,False,11.977826393287033,False,False,False,False
2025-02-11 15:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.355857954579008,-28.908608491943014,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1033.0,-407.4153589515789,False,False,False,False,11.79212365850739,False,False,False,False
