date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_902,Gap_Up_aVWAP_901,Gap_Up_aVWAP_837,Gap_Up_aVWAP_677,Gap_Up_aVWAP_562,Gap_Up_aVWAP_427,Gap_Up_aVWAP_375,Gap_Up_aVWAP_335,Gap_Up_aVWAP_320,Gap_Up_aVWAP_189,Gap_Down_aVWAP_339,Gap_Down_aVWAP_289,Gap_Down_aVWAP_48,aVWAP_OB_bull_835,aVWAP_OB_bull_90,aVWAP_OB_bear_677,aVWAP_OB_bear_337,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,0.4022,0.407,0.37,0.3757,243845,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,243845.0,False,False,False,False
2022-01-04 00:00:00+00:00,0.405,0.42,0.3932,0.3932,199273,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,199273,7814.6274509803925,False,False,False,False,242097.07843137256,False,False,False,False
2022-01-05 00:00:00+00:00,0.4075,0.42,0.405,0.418,294373,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,493646,26866.838139177242,False,False,False,False,244147.11457131873,False,False,False,False
2022-01-06 00:00:00+00:00,0.3913,0.4099,0.3902,0.4052,207754,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.02194656488547,26.186784351145008,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,285892,37024.68762391539,False,False,False,False,242719.93360773762,False,False,False,False
2022-01-07 00:00:00+00:00,0.405,0.41,0.3854,0.4,262692,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.62138303561103,21.76282630681648,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,548584,57085.83712885989,False,False,False,False,243503.15189763028,False,False,False,False
2022-01-10 00:00:00+00:00,0.4114,0.41525,0.3751,0.405,549127,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0291549323716,21.56088648585927,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1097711,97894.66704537519,False,False,False,False,255488.40084282125,False,False,False,False
2022-01-11 00:00:00+00:00,0.4251,0.4306,0.4086,0.41,460034,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.61991905078166,21.56088648585927,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1557745,155143.69971026244,False,False,False,False,263509.7968882008,False,False,False,False
2022-01-12 00:00:00+00:00,0.422001,0.435,0.4206,0.435,359022,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.66540371494652,21.56088648585927,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1198723,196068.37815299726,False,False,False,False,267255.3734808204,False,False,False,False
2022-01-13 00:00:00+00:00,0.42,0.4325,0.4112,0.4193,364571,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.63446638521377,21.56088648585927,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,834152,221091.2652842523,False,False,False,False,271071.67256000394,False,False,False,False
2022-01-14 00:00:00+00:00,0.4047,0.4399,0.4,0.4399,344837,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.82055263871483,18.720283173167786,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,489315,231609.8431162424,False,False,False,False,273964.4304988273,False,False,False,False
2022-01-18 00:00:00+00:00,0.412801,0.427,0.405,0.41,391582,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.74829292121508,16.979367574460184,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,880897,257072.0845626643,False,False,False,False,278576.88420475565,False,False,False,False
2022-01-19 00:00:00+00:00,0.4371,0.445,0.42,0.42,444119,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.15603669759793,16.979367574460184,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1325016,298952.2381092265,False,False,False,False,285068.7318830006,False,False,False,False
2022-01-20 00:00:00+00:00,0.4101,0.4475,0.4101,0.441,408447,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.4225666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01491818112771,16.83817469471572,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,916569,323172.5032814137,False,False,False,False,289907.0953385692,False,False,False,False
2022-01-21 00:00:00+00:00,0.392,0.4295,0.39,0.42,458032,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,0.41266398450895325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4260319035426,11.682955212389821,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,458537,328480.91491743666,False,False,False,False,296500.2288547037,False,False,False,False
2022-01-24 00:00:00+00:00,0.3766,0.4053,0.361,0.3925,968218,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.39593647381556735,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.80703945053886,6.576232868598424,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-509681,295611.8202147921,False,False,False,False,322842.1022329506,False,False,False,False
2022-01-25 00:00:00+00:00,0.3882,0.3906,0.3735,0.3753,633931,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.39289692809123117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.26026353429538,5.242731592937716,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,124250,288891.7488338199,False,False,False,False,335041.6668512663,False,False,False,False
2022-01-26 00:00:00+00:00,0.3779,0.389999,0.37,0.38,416280,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.3909349008841876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.95112080078631,2.9968340304412564,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-292030,266110.5037815132,False,False,False,False,338227.48383749113,False,False,False,False
2022-01-27 00:00:00+00:00,0.372,0.3968,0.372,0.3875,563469,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38919169842508516,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71933295278552,0.715901171042205,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-855499,222125.81735870877,False,False,False,False,347060.484471315,False,False,False,False
2022-01-28 00:00:00+00:00,0.3675,0.42,0.3658,0.3834,549765,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38853739885676897,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7059617972364,-1.4414999855226256,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1405264,158306.60883483785,False,False,False,False,355009.68115871446,False,False,False,False
2022-01-31 00:00:00+00:00,0.3701,0.399,0.363,0.365,477693,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38734517872977886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.94927458038555,-2.5088323854868477,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-927571,115723.17319425597,False,False,False,False,359820.79170150997,False,False,False,False
2022-02-01 00:00:00+00:00,0.367,0.42,0.3611,0.4166,784594,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.386652349426254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03102973818481,-3.8313352300586843,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1712165,44041.28404938319,False,False,False,False,376478.56457596057,False,False,False,False
2022-02-02 00:00:00+00:00,0.372099,0.41,0.365,0.41,471270,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38629994592353856,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.67315111542672,-3.8313352300586843,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1240895,-6348.374148631832,False,False,False,False,380195.87576906016,False,False,False,False
2022-02-03 00:00:00+00:00,0.360949,0.387,0.356,0.38,784269,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38409529837730944,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.50983100598332,-5.311160155841847,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-2025164,-85517.61437809725,False,False,False,False,396041.88064086175,False,False,False,False
2022-02-04 00:00:00+00:00,0.3654,0.374,0.3502,0.36,967445,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.38139398389170825,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.854594912373386,-5.496512273004996,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1057719,-123643.15891228952,False,False,False,False,418449.84610592603,False,False,False,False
