date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_150,Gap_Up_aVWAP_142,aVWAP_OB_bull_136,aVWAP_OB_bull_102,aVWAP_OB_bear_31,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.6814084736,11.9971222161,10.3914923256,10.9236954915,1118192,,,,,,#000000,-1.0,11.053044,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1118192.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.9130390115,12.303815566,10.5048205946,11.8437755412,703693,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-703693,-52125.4074074074,False,False,False,False,1087488.3703703703,False,False,False,False
2022-01-14 00:00:00+00:00,11.60247456,11.9834784158,10.5955357983,10.8313953281,710402,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.004289275999742,-85.01072318999935,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,6709,-47767.303155006855,False,False,False,False,1059556.0466392317,False,False,False,False
2022-01-21 00:00:00+00:00,11.8383340898,12.2374809863,11.2668283061,11.3575435099,1185091,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.225904006749765,-72.69161844505598,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1191800,44052.49707869735,False,False,False,False,1068854.9320733626,False,False,False,False
2022-01-28 00:00:00+00:00,10.0512445758,11.5754414293,9.6430261589,11.5389739174,1094092,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.423237388,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.986857824468053,-72.104760385005,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,97708,48026.97877657162,False,False,False,False,1070724.3445123727,False,False,False,False
2022-02-04 00:00:00+00:00,11.1851846227,11.6387606415,9.6974552812,10.0693876166,967715,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.619065226073834,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.639499276047914,-65.3774832927494,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1065423,123389.64701534409,False,False,False,False,1063094.0226966413,False,False,False,False
2022-02-11 00:00:00+00:00,11.4119726321,11.5117593563,10.659036441,11.094469419,691600,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.763541519712353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.533925047981995,-59.19331316518816,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1757023,244399.52501420747,False,False,False,False,1035575.9469413345,False,False,False,False
2022-02-18 00:00:00+00:00,12.3463392308,12.4461259549,11.1851846227,11.4754732748,671522,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.004511825903181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.90195721066789,-51.47158414204132,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2428545,406188.07871685876,False,False,False,False,1008608.9879086431,False,False,False,False
2022-02-25 00:00:00+00:00,12.8543443718,12.9722741367,11.8746201713,12.3826253123,1094543,,,,,,#000000,0.0,0.0,,11.382940451040932,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.657361979880555,-44.301167328718485,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,3523088,637069.5543674617,False,False,False,False,1014974.4702857806,False,False,False,False
2022-03-04 00:00:00+00:00,14.1969293873,15.929589779,12.6819854847,12.7908437292,2187267,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.324333851912202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.14482862480958,-36.41388839921531,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5710355,1012868.4762661682,False,False,False,False,1101810.9539683154,False,False,False,False
2022-03-11 00:00:00+00:00,16.147306268,16.5918107664,13.8884976946,14.1969293873,1898532,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.03434798383445,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9014329007058,-28.30569968577968,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7608887,1501462.4409871926,False,False,False,False,1160827.3277484402,False,False,False,False
2022-03-18 00:00:00+00:00,16.6711019774,16.6802218362,14.5598809176,16.147306268,713548,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.259163507061553,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.14848717475412,-21.682550410688435,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8322435,2006719.667580734,False,False,False,False,1127695.5256930003,False,False,False,False
2022-03-25 00:00:00+00:00,17.0085367548,17.4736495562,16.2151090349,16.7440608482,903271,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.580804939939613,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15435425139832,-16.235446492352196,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9225706,2541459.395908087,False,False,False,False,1111071.486752778,False,False,False,False
2022-04-01 00:00:00+00:00,16.5616636712,17.5101289915,16.0418317167,16.9720573194,676099,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.774594489500656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6018835744938,-13.179416335571922,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8549607,2986507.366581562,False,False,False,False,1078851.3025488686,False,False,False,False
2022-04-08 00:00:00+00:00,16.5069445181,16.9264580252,14.7285720424,16.6984615539,773991,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.925743014768749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46303829857155,-10.574764748582474,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7775616,3341256.154242187,False,False,False,False,1056269.057915619,False,False,False,False
2022-04-15 00:00:00+00:00,17.4736495562,17.5101289915,15.4399210327,16.7167012716,1218644,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,14.198209937493198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98787748220067,-7.266609749529515,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8994260,3759997.1798538766,False,False,False,False,1068296.831403351,False,False,False,False
2022-04-22 00:00:00+00:00,15.841194822,17.9478822163,15.5493593388,17.6834063097,869111,,,,,,"rgba(38, 166, 154, 0.5)",1.0,18.45495,,15.393170238891592,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.774423992792,-7.266609749529515,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8125149,4083341.75912396,False,False,False,False,1053542.325373473,False,False,False,False
2022-04-29 00:00:00+00:00,15.4490408915,16.9264580252,15.0067277373,15.6861572216,912283,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.27140142720554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6253114473766,-7.266609749529515,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7212866,4315158.369559223,False,False,False,False,1043078.6716421047,False,False,False,False
2022-05-06 00:00:00+00:00,14.993047949,16.4248657884,14.0537024875,15.4125614561,1737429,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.07409980162722,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.41806929897919,-7.266609749529515,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5475437,4401104.934777059,False,False,False,False,1094512.0292982452,False,False,False,False
2022-05-13 00:00:00+00:00,15.4672806092,15.8959139751,13.7071478512,14.9200890782,1332582,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.013619171899885,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.83225697923958,-7.266609749529515,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6808019,4579394.865534313,False,False,False,False,1112146.8419428198,False,False,False,False
2022-05-20 00:00:00+00:00,16.1066636165,17.0814956256,15.5383009847,15.5858387742,1090710,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,15.276377351745259,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.58495631877739,-7.266609749529515,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7898729,4825271.468087327,False,False,False,False,1110558.9277248331,False,False,False,False
2022-05-27 00:00:00+00:00,19.0034796113,19.2326580919,16.0791621989,16.4000120717,3848293,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.316776105509632,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2931379873026,-6.724010405979939,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11747022,5337993.729710488,False,False,False,False,1313354.0441896603,False,False,False,False
2022-06-03 00:00:00+00:00,18.4259498402,20.1677062928,17.967592879,20.1493720143,1672351,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,17.1865967835107,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.07870916114237,-4.542827639855176,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10074671,5688858.712694896,False,False,False,False,1339946.4112867226,False,False,False,False
2022-06-10 00:00:00+00:00,17.8484200691,20.0393663436,15.675808073,18.9576439152,4167861,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,17.188565859909865,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.54143451652425,-3.703132853742062,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5906810,5705003.252495274,False,False,False,False,1549421.5660062248,False,False,False,False
2022-06-17 00:00:00+00:00,17.188386045,18.0775985497,14.9607712135,16.5833548562,4056647,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.996899955890363,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.96864991044984,-3.703132853742062,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1850163,5419459.530088217,False,False,False,False,1735141.9685242823,False,False,False,False
2022-06-24 00:00:00+00:00,15.428295314,18.0134285751,14.2549014933,17.6192415885,2958809,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.803434968706924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.15542080791832,-3.703132853742062,False,False,True,False,True,,1,,,False,False,False,False,0.10145034861711272,0.10145034861711272,False,False,False,False,-1108646,4935896.157489089,False,False,False,False,1825783.970855817,False,False,False,False
2022-07-01 00:00:00+00:00,15.3549582002,16.207502148,14.6765898976,15.4374624532,1172452,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.71831796153561,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.330820748828344,-3.703132853742062,False,False,True,False,True,,1,1.07159558615621,0.9176572706898382,False,False,False,False,0.04713338703677155,0.07429186782694214,False,False,False,False,-2281098,4401303.997675083,False,False,False,False,1777389.0100516826,False,False,False,False
