date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_156,aVWAP_OB_bear_134,aVWAP_OB_bear_104,aVWAP_OB_bear_83,aVWAP_OB_bear_58,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-05-27 00:00:00+00:00,112.5,120.9,101.25,118.5,245319,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,118.12163522180913,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4806826770115,2.522721628040557,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1125190,-751544.2310769089,False,False,False,False,207341.36919088953,False,False,False,False
2022-06-03 00:00:00+00:00,116.1,119.85,112.8,114.6,124826,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,118.14855095795467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.69815540578229,2.522721628040557,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1000364,-769975.325071212,False,False,False,False,201229.119621194,False,False,False,False
2022-06-10 00:00:00+00:00,111.15,118.5,108.825,116.7,154073,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,117.844645693608,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72090814556688,1.4532907128257335,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1154437,-798453.9676585298,False,False,False,False,197736.07372332778,False,False,False,False
2022-06-17 00:00:00+00:00,105.75,110.7,100.5,107.55,178696,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,116.88031337176665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89458750442509,-0.43184393285851286,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1333133,-838059.821906046,False,False,False,False,196325.69789197017,False,False,False,False
2022-06-24 00:00:00+00:00,111.9,114.675,104.7,107.1,130144,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,116.58443692738047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98933843808131,-0.43184393285851286,False,False,False,True,False,,1,,,False,False,False,False,-0.29085204725183056,-0.29085204725183056,False,False,False,False,-1202989,-865091.6128759686,False,False,False,False,191423.34989997238,False,False,False,False
2022-07-01 00:00:00+00:00,98.7,112.5,92.85,110.85,188617,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,74.45,,111.93843064956826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.84069352463062,-2.3243317840789715,False,False,False,True,False,,1,0.8408797858539777,1.1034673313658863,False,False,False,False,-0.34282825441539394,-0.3168401508336123,False,False,False,False,-1391606,-904092.6785888599,False,False,False,False,191215.47212960405,False,False,False,False
2022-07-08 00:00:00+00:00,102.0,104.1,93.9,95.85,68045,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,111.55217448860772,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.854771714974554,-3.163683219477221,False,False,False,True,False,,1,0.8345212296658306,1.180928876655296,False,False,False,False,-0.34282825441539394,-0.32983420262450314,False,False,False,False,-1323561,-935164.4061007961,False,False,False,False,182091.73345333707,False,False,False,False
2022-07-15 00:00:00+00:00,100.5,103.2,94.95,102.0,73255,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,111.16169991544736,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.65173663920474,-4.180608513398923,False,False,False,True,False,,1,0.8330602592621633,1.1704477451785573,False,False,False,False,-0.3418112086943416,-0.3358227056594224,False,False,False,False,-1396816,-969360.8204637,False,False,False,False,174029.75319753433,False,False,False,False
2022-07-22 00:00:00+00:00,109.8,112.5,101.1,101.1,114417,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,111.44433822282477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.754405877507104,-4.180608513398923,False,False,False,True,False,,1,0.8700557677330145,1.1299442322669855,False,False,False,False,-0.23489246519648818,-0.2853575854279553,False,False,False,False,-1282399,-992548.8337626852,False,False,False,False,169613.9937014207,False,False,False,False
2022-07-29 00:00:00+00:00,111.9,113.85,103.05,110.4,135340,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,111.73318589913849,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72052463326899,-4.180608513398923,False,False,False,True,False,,1,0.888413453904027,1.1308996021510453,False,False,False,False,-0.2067032271657561,-0.24603040629685569,False,False,False,False,-1147059,-1003994.0312617456,False,False,False,False,167075.17935316733,False,False,False,False
2022-08-05 00:00:00+00:00,107.7,117.75,101.7,110.7,187480,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,111.84694261642935,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.390635605957044,-4.180608513398923,False,False,False,True,False,,1,0.8810756895691874,1.101021726064884,False,False,False,False,-0.15102329900846156,-0.19852685265265863,False,False,False,False,-1334539,-1028478.8437608755,False,False,False,False,168586.64754922903,False,False,False,False
2022-08-12 00:00:00+00:00,118.35,118.65,102.45,109.35,204890,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,112.2742261394157,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.10825213633368,-4.180608513398923,False,False,False,True,True,,1,0.9493094565512921,1.1198140117878554,False,False,False,False,-0.11044691643279421,-0.1544868845427264,False,False,False,False,-1129649,-1035972.9294082181,False,False,False,False,171275.78476780467,False,False,False,False
2022-08-19 00:00:00+00:00,111.3,121.35,110.55,117.75,97921,,,,,,114.39999999999999,"rgba(239, 83, 80, 0.5)",0.0,0.0,,111.24541502052469,,-1.0,121.35,110.55,0.0,0.0,0.0,0.0,0.0,43.801301783939515,-4.180608513398923,False,False,False,True,True,,1,0.9412589094508403,1.0504155816524285,False,False,False,False,0.049582575321567984,-0.05245215461057921,False,False,False,False,-1227570,-1050165.3050076093,False,False,False,False,165842.09700722655,False,False,False,False
2022-08-26 00:00:00+00:00,106.35,111.15,103.95,109.35,88931,,,,,,110.94940942564166,"rgba(239, 83, 80, 0.5)",0.0,0.0,,110.3083851261016,,0.0,0.0,0.0,0.0,-1.0,110.55,108.0,0.0,43.49253805662768,-4.180608513398923,False,False,False,True,True,,1,0.9516211608103221,1.0511970239968438,False,False,False,False,-0.13944650451085341,-0.0959493295607163,False,False,False,False,-1316501,-1069893.8750070457,False,False,False,False,160144.97871039496,False,False,False,False
2022-09-02 00:00:00+00:00,100.05,108.0,98.775,105.3,89333,,,,,,108.1436414903054,"rgba(239, 83, 80, 0.5)",0.0,0.0,,109.37677229676859,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.32353359930073,-4.180608513398923,False,False,False,True,True,,1,0.9163339665241597,1.0740031958068,False,False,False,False,-0.22809424030519848,-0.16202178493295738,False,False,False,False,-1405834,-1094778.3287102275,False,False,False,False,154899.6469540694,False,False,False,False
2022-09-09 00:00:00+00:00,99.0,100.35,94.95,100.35,76538,,,,,,105.96425360693802,"rgba(239, 83, 80, 0.5)",0.0,0.0,,108.53843587509233,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33446130825272,-4.180608513398923,False,False,False,True,True,,1,0.9164465136945615,1.0946617532709018,False,False,False,False,-0.34282825441539394,-0.25242501967417563,False,False,False,False,-1482372,-1123488.9710279885,False,False,False,False,149095.08051302723,False,False,False,False
2022-09-16 00:00:00+00:00,86.55,102.3,85.8,99.6,143781,,,,,,101.7900761625284,"rgba(239, 83, 80, 0.5)",0.0,0.0,,106.69374397024937,,0.0,0.0,0.0,0.0,-1.0,94.95,90.6,0.0,38.98340179653501,-4.655245146832037,False,False,False,True,False,,1,0.8967105926890317,1.084553189240607,False,False,False,False,-0.34282825441539394,-0.29762663704478476,False,False,False,False,-1626153,-1160723.3435444338,False,False,False,False,148701.44491946965,False,False,False,False
2022-09-23 00:00:00+00:00,79.2,90.6,76.65,85.8,141285,,,,,,97.43934549670816,"rgba(239, 83, 80, 0.5)",0.0,0.0,,104.51414646490157,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4938151002082,-7.278155053125893,False,False,False,True,False,,1,0.8568416484672385,1.1136776366372174,False,False,False,False,-0.34282825441539394,-0.3202274457300893,False,False,False,False,-1767438,-1205665.1699485497,False,False,False,False,148152.07862913856,False,False,False,False
2022-09-30 00:00:00+00:00,73.5,81.0,72.15,78.3,107489,,,,,,94.28231703471724,"rgba(239, 83, 80, 0.5)",0.0,0.0,,94.40503408274822,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14086705811836,-9.701814798149123,False,False,False,True,False,,0,0.8455267729532296,1.1650601771870472,False,False,False,False,-0.34282825441539394,-0.33152785007274166,False,False,False,False,-1874927,-1255240.1203227313,False,False,False,False,145139.99873068384,False,False,False,False
2022-10-07 00:00:00+00:00,80.25,81.975,73.8,74.1,162547,,,,,,91.48781086663178,"rgba(239, 83, 80, 0.5)",0.0,0.0,,93.33980536673134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.05393743873444,-9.934337197527185,False,False,False,True,False,,0,0.8633833122715939,1.1397881465506727,False,False,False,False,-0.3214637764386187,-0.32649581325568017,False,False,False,False,-1712380,-1289102.3336321586,False,False,False,False,146429.40623211468,False,False,False,False
2022-10-14 00:00:00+00:00,81.15,84.6,73.5,80.25,162776,,,,,,89.70317410501204,"rgba(239, 83, 80, 0.5)",0.0,0.0,,92.41911014711874,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.199513716205836,-9.986202398372996,False,False,False,True,False,,0,0.8580935844527626,1.1382173406196663,False,False,False,False,-0.300884387222096,-0.3136901002388881,False,False,False,False,-1549604,-1308398.75336311,False,False,False,False,147640.26502973583,False,False,False,False
2022-10-21 00:00:00+00:00,77.7,84.0,74.7,83.55,116717,,,,,,88.63135865875863,"rgba(239, 83, 80, 0.5)",0.0,0.0,,91.71371360156431,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.877167868716704,-10.532934274873881,False,False,False,True,False,,0,0.8628535344814828,1.128266478542498,False,False,False,False,-0.29385663200488965,-0.3037733661218889,False,False,False,False,-1666321,-1334911.51237325,False,False,False,False,145349.65280531097,False,False,False,False
2022-10-28 00:00:00+00:00,84.0,86.325,75.9,77.55,265496,,,,,,87.43321010122423,"rgba(239, 83, 80, 0.5)",1.0,76.325,,86.09703393547578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13631230828253,-10.532934274873881,False,False,False,True,False,,0,0.8812624295759165,1.0974820794222417,False,False,False,False,-0.2634630320368096,-0.28361819907934926,False,False,False,False,-1400825,-1339793.9929381944,False,False,False,False,154249.38222713978,False,False,False,False
2022-11-04 00:00:00+00:00,66.3,84.3,64.5,84.0,220031,,,,,,85.36380501481008,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.4938974311138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.958224020716315,-10.807780504031484,False,False,False,True,False,,0,0.8437001138892463,1.120084058841189,False,False,False,False,-0.34282825441539394,-0.3132232267473716,False,False,False,False,-1620856,-1360613.4008686985,False,False,False,False,159122.09465475904,False,False,False,False
2022-11-11 00:00:00+00:00,74.1,76.2,63.6,66.45,196183,,,,,,83.88759413984167,"rgba(239, 83, 80, 0.5)",0.0,0.0,,76.9201987007226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73881117374826,-10.807780504031484,False,False,False,True,False,,0,0.8747287002374327,1.132554514865042,False,False,False,False,-0.34282825441539394,-0.3280257405813828,False,False,False,False,-1424673,-1365358.556359906,False,False,False,False,161867.34690255468,False,False,False,False
2022-11-18 00:00:00+00:00,67.5,76.5,66.45,73.5,197459,,,,,,82.57492602179447,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.90825843529171,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.568563097804216,-10.807780504031484,False,False,False,True,False,,0,0.8609810204584669,1.1424845945279765,False,False,False,False,-0.31790241815666054,-0.32296407936902166,False,False,False,False,-1622132,-1384378.8114443573,False,False,False,False,164503.76565051358,False,False,False,False
2022-11-25 00:00:00+00:00,70.65,72.9,65.55,67.2,159067,,,,,,81.65471655596762,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.26846955356329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.09208845843727,-10.807780504031484,False,False,False,True,False,,0,0.8715643462625225,1.1582327254045723,False,False,False,False,-0.34282825441539394,-0.3328961668922078,False,False,False,False,-1463065,-1390207.4180040346,False,False,False,False,164101.04226899406,False,False,False,False
2022-12-02 00:00:00+00:00,70.95,73.35,68.7,69.6,86843,,,,,,81.25457438752947,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.08025176606154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5293861938361,-10.807780504031484,False,False,False,True,False,,0,0.8423645320197045,1.1555613170858183,False,False,False,False,-0.31455431535412826,-0.32372524112316803,False,False,False,False,-1376222,-1389171.4611148469,False,False,False,False,158378.22432314264,False,False,False,False
2022-12-09 00:00:00+00:00,75.15,76.35,69.15,70.65,109344,,,,,,80.90670523809109,"rgba(239, 83, 80, 0.5)",0.0,0.0,,75.082559320493,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.741634396017275,-10.807780504031484,False,False,False,True,False,0.0,0,0.8564330543933054,1.1417364016736402,False,False,False,False,-0.28790850591175615,-0.3058168735174621,False,False,False,False,-1266878,-1380112.6862174508,False,False,False,False,154746.0595584654,False,False,False,False
2022-12-16 00:00:00+00:00,67.65,76.05,63.375,74.85,180563,,,,,,80.08228336312743,"rgba(239, 83, 80, 0.5)",0.0,0.0,,74.50370596746077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62087135045826,-10.807780504031484,False,False,False,True,False,0.0,0,0.8678265385614128,1.1163334198909376,False,False,False,False,-0.335120190299789,-0.32046853190862556,False,False,False,False,-1447441,-1385099.968719862,False,False,False,False,156658.42551709758,False,False,False,False
2022-12-23 00:00:00+00:00,63.9,67.5,58.35,67.5,171168,,,,,,79.04345972304749,"rgba(239, 83, 80, 0.5)",0.0,0.0,,69.52584724173559,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.07339380662488,-10.807780504031484,False,False,False,True,False,0.0,0,0.8349817803227486,1.159552316501822,False,False,False,False,-0.34282825441539394,-0.3316483931620098,False,False,False,False,-1618609,-1402396.933999872,False,False,False,False,157733.2088121274,False,False,False,False
2022-12-30 00:00:00+00:00,64.65,66.0,61.6725,63.45,83718,,,,,,78.60582390740551,"rgba(239, 83, 80, 0.5)",0.0,0.0,,69.31578420094372,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.858345995215714,-10.807780504031484,False,False,False,True,False,0.0,0,0.8813261126536,1.1660389806746023,False,False,False,False,-0.3301524002344642,-0.330900396698237,False,False,False,False,-1534891,-1412211.3092591409,False,False,False,False,152250.60075196985,False,False,False,False
2023-01-06 00:00:00+00:00,70.05,70.5,65.01,66.0,65560,,,,,,78.37958949961507,"rgba(239, 83, 80, 0.5)",0.0,0.0,,69.50238430692946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.95845751412378,-10.807780504031484,False,False,False,True,True,0.0,0,0.8865826745257983,1.1193396094644803,False,False,False,False,-0.27673567287889367,-0.30381803478856534,False,False,False,False,-1469331,-1416442.3974621673,False,False,False,False,145829.07477034244,False,False,False,False
2023-01-13 00:00:00+00:00,78.6,80.7,69.9,71.1,107565,,,,,,78.30932137748054,"rgba(239, 83, 80, 0.5)",0.0,0.0,,70.50372050197487,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52218045337349,-14.092992150685,False,False,False,True,True,0.0,0,0.901818081191023,1.0772615325013146,False,False,False,False,-0.17781968765387385,-0.2408188612212196,False,False,False,False,-1361766,-1412392.2939464513,False,False,False,False,142994.6988614282,False,False,False,False
2023-01-20 00:00:00+00:00,72.9,79.5,70.8,78.9,60993,,,,,,78.23218857842697,"rgba(239, 83, 80, 0.5)",0.0,0.0,,70.79872415068942,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.45235788683428,-13.139597510059708,False,False,False,True,True,0.0,0,0.8832394879121496,1.1196739221783345,False,False,False,False,-0.17974704782726764,-0.21028295452424361,False,False,False,False,-1422759,-1413160.198098566,False,False,False,False,136920.49894576683,False,False,False,False
2023-01-27 00:00:00+00:00,77.55,78.57,71.85,73.35,56116,,,,,,78.192212186855,"rgba(239, 83, 80, 0.5)",0.0,0.0,,71.0988290173762,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.042393861646616,-11.56261665030813,False,False,False,True,True,0.0,1,0.8780189457514294,1.1301738116234745,False,False,False,False,-0.17897594598102678,-0.1946294502526352,False,False,False,False,-1366643,-1409714.4797208945,False,False,False,False,130934.98050533966,False,False,False,False
2023-02-03 00:00:00+00:00,85.2,86.7,76.0725,77.1,75910,,,,,,78.29737038575584,"rgba(239, 83, 80, 0.5)",0.0,0.0,,71.83447233043188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.57766592352251,-9.119659312535177,False,False,False,True,True,0.0,1,0.8970374673250073,1.1165262852163813,False,False,False,False,-0.10055108868577044,-0.1475902694692028,False,False,False,True,-1290733,-1400901.036778606,False,False,False,False,126859.05602346265,False,False,False,False
