date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_162,Gap_Down_aVWAP_150,Gap_Down_aVWAP_136,Gap_Down_aVWAP_88,aVWAP_OB_bear_181,aVWAP_OB_bear_161,aVWAP_OB_bear_84,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,4.634471964,4.7557932196,4.5070846456,4.5980755873,931030,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,931030.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.9195769147,4.9984357308,4.689066529,4.689066529,867216,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,867216,64238.22222222222,False,False,False,False,926303.0370370371,False,False,False,False
2022-01-14 00:00:00+00:00,4.9195769147,5.2046818653,4.7819986108,4.937775103,775861,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,867216,123718.05761316873,False,False,False,False,915159.182441701,False,False,False,False
2022-01-21 00:00:00+00:00,4.5616792106,5.0348321075,4.5616792106,4.937775103,598899,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.133111829117,34.05551977596217,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,268317,134429.09038256365,False,False,False,False,891732.5022608342,False,False,False,False
2022-01-28 00:00:00+00:00,4.6041416501,4.9741714797,4.4646828668,4.5010185828,650312,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.26272701526636,24.47141509175286,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,918629,192517.97257644782,False,False,False,False,873849.502093365,False,False,False,False
2022-02-04 00:00:00+00:00,4.5677452734,4.7497271568,4.4920408099,4.5738113362,1022262,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.722100516457,17.34815157765867,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-103633,170580.86349671095,False,False,False,False,884843.0204568194,False,False,False,False
2022-02-11 00:00:00+00:00,4.4039615784,4.6466040896,4.3433009506,4.5677452734,1187258,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.89679992141666,10.033996096250881,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1290891,62323.68842288053,False,False,False,False,907244.1300526106,False,False,False,False
2022-02-18 00:00:00+00:00,4.4464240178,4.6405380268,4.3584661075,4.3736312645,990934,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.722264640303216,6.219145000716466,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-299957,35488.081873037525,False,False,False,False,913443.3796783432,False,False,False,False
2022-02-25 00:00:00+00:00,4.4646222062,4.4949525201,4.1552530044,4.4342918923,725938,,,,,,,,#000000,-1.0,4.0029,,4.371609243566666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.50134910424728,4.113867731991078,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,425981,64413.483215775486,False,False,False,False,899554.0922947621,False,False,False,False
2022-03-04 00:00:00+00:00,4.7517546724,4.8648916884,4.390939324,4.4215168959,1224018,,,,,,,,#000000,0.0,0.0,,4.558408638948164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61446964929429,4.113867731991078,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,1649999,181864.26223682915,False,False,False,False,923588.4558284834,False,False,False,False
2022-03-11 00:00:00+00:00,5.1370320782,5.3327285384,4.7283322523,4.794563273,1442377,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.774243215104158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.57250811195432,-3.831456658836693,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3092376,397457.7242933603,False,False,False,False,962017.2368782253,False,False,False,False
2022-03-18 00:00:00+00:00,5.9137024044,5.9381644619,4.9596821613,5.1920717076,2396144,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.117659375057341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.19111034506413,2.8391099251263157,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5488520,774573.448419778,False,False,False,False,1068248.8489613198,False,False,False,False
2022-03-25 00:00:00+00:00,6.0298971776,6.1715936457,5.6935438867,5.956511005,1336253,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.276581455269323,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.93770966933009,7.707352311529988,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6824773,1222736.3781664611,False,False,False,False,1088101.0082975184,False,False,False,False
2022-04-01 00:00:00+00:00,6.084936807,6.2500556952,5.7546990305,5.9870885769,1415106,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.40141073753157,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.18349864080017,11.223932001787617,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8239879,1742524.720524501,False,False,False,False,1112323.60027548,False,False,False,False
2022-04-08 00:00:00+00:00,6.1399764364,6.3295573821,6.0421282063,6.1216298932,1099795,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.829858529747763,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.35838174367177,13.853756057777211,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9339674,2305276.5190041675,False,False,False,False,1111395.5558106296,False,False,False,False
2022-04-15 00:00:00+00:00,6.1705540083,6.3234418677,6.0513014779,6.1277454076,633339,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.85325691878065,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.70671241133188,15.851736335622718,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9973013,2873256.999077933,False,False,False,False,1075983.9590839162,False,False,False,False
2022-04-22 00:00:00+00:00,5.9870885769,6.3050341695,5.8953558612,6.1460919508,753991,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.854397562128676,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88366206432964,15.851736335622718,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9219022,3343313.665812901,False,False,False,False,1052132.6287814039,False,False,False,False
