date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_864,Gap_Up_aVWAP_841,Gap_Up_aVWAP_822,Gap_Up_aVWAP_758,Gap_Up_aVWAP_627,Gap_Up_aVWAP_602,Gap_Up_aVWAP_563,Gap_Up_aVWAP_542,Gap_Up_aVWAP_490,Gap_Up_aVWAP_472,Gap_Down_aVWAP_885,Gap_Down_aVWAP_844,Gap_Down_aVWAP_816,Gap_Down_aVWAP_815,Gap_Down_aVWAP_787,Gap_Down_aVWAP_780,Gap_Down_aVWAP_669,Gap_Down_aVWAP_668,Gap_Down_aVWAP_660,Gap_Down_aVWAP_649,aVWAP_OB_bear_759,aVWAP_OB_bear_175,aVWAP_OB_bear_108,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,7.85,7.979,7.611,7.611,119830,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,6.5862,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,119830.0,False,False,False,False
2022-01-04 00:00:00+00:00,8.321,8.42,7.9,7.949,286876,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,286876,11250.039215686274,False,False,False,False,126380.82352941178,False,False,False,False
2022-01-05 00:00:00+00:00,8.0,8.587,7.87,8.4,252459,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71775269991507,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,34417,12158.547481737794,False,False,False,False,131325.06574394464,False,False,False,False
2022-01-06 00:00:00+00:00,8.167,8.3,7.9,8.2,175300,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00866736705215,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,209717,19905.937776571605,False,False,False,False,133049.5729696723,False,False,False,False
2022-01-07 00:00:00+00:00,8.15,8.199,7.959,8.0,95265,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.06425540154561,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,114452,23613.626491215855,False,False,False,False,131567.82501007733,False,False,False,False
2022-01-10 00:00:00+00:00,7.9,8.07,7.71,8.001,169153,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.23375989145659,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-54701,20542.46466803092,False,False,False,False,133041.7534410547,False,False,False,False
2022-01-11 00:00:00+00:00,8.5,8.6,7.903,8.074,294547,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.43874450059644,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,239846,29142.603308500293,False,False,False,False,139375.29252179764,False,False,False,False
2022-01-12 00:00:00+00:00,8.628,8.799,8.5,8.6,230481,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14495146715876,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,470327,46443.952198363026,False,False,False,False,142948.0653640801,False,False,False,False
2022-01-13 00:00:00+00:00,8.362,8.688,8.206,8.637,156206,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.32747918365283,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,314121,56941.091327838985,False,False,False,False,143467.98436941032,False,False,False,False
2022-01-14 00:00:00+00:00,8.6,8.65,8.32551,8.35,258121,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.33415216736877,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,572242,77148.97009929628,False,False,False,False,147964.181060806,False,False,False,False
2022-01-18 00:00:00+00:00,8.9,9.09,8.612,8.879,390118,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.21964259986203,-7.128989200339731,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,962360,111863.12813461799,False,False,False,False,157460.4092544999,False,False,False,False
2022-01-19 00:00:00+00:00,9.198,9.2,8.75,8.978,361178,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93735591691669,-6.255850964248083,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1323538,159379.7897763977,False,False,False,False,165449.33438177442,False,False,False,False
2022-01-20 00:00:00+00:00,9.019,9.53,8.999,9.1,337572,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.46906235281135,-4.462679697201409,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,985966,191794.9352753625,False,False,False,False,172199.24283739112,False,False,False,False
2022-01-21 00:00:00+00:00,8.56,9.14,8.33,8.7,423468,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.500959152952,-4.462679697201409,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,562498,206332.3103626032,False,False,False,False,182052.919588866,False,False,False,False
2022-01-24 00:00:00+00:00,8.291,8.308,7.57,8.2,464828,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.056333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.076665446223146,-4.462679697201409,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,97670,202071.04328955995,False,False,False,False,193142.13842851832,False,False,False,False
2022-01-25 00:00:00+00:00,8.75,8.787,7.901,8.22,339308,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.234819664003767,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.54889958838692,-4.462679697201409,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,436978,211283.08080761644,False,False,False,False,198874.13299994898,False,False,False,False
2022-01-26 00:00:00+00:00,8.728,9.2,8.531,9.11,384949,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.424155387545886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01791868189758,-4.462679697201409,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,52029,205037.82273672952,False,False,False,False,206171.1866077941,False,False,False,False
2022-01-27 00:00:00+00:00,8.6,9.16,8.466,8.855,284404,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.48550384631307,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.592280584777924,-4.462679697201409,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,-232375,187884.37870783816,False,False,False,False,209239.14007415515,False,False,False,False
2022-01-28 00:00:00+00:00,8.75,8.988,8.457,8.667,205250,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.515600793412993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68773220620339,-4.462679697201409,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,-27125,179452.6383663543,False,False,False,False,209082.703208502,False,False,False,False
2022-01-31 00:00:00+00:00,9.079,9.16,8.653,8.854,362990,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.595319712034915,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.77277330132365,-4.462679697201409,False,False,True,False,False,,1,,,False,False,False,False,,,False,False,False,False,335865,185586.45646963452,False,False,False,False,215118.28347483525,False,False,False,False
2022-02-01 00:00:00+00:00,9.6,9.6,8.883,8.915,591416,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,8.767294887419164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.593369822824414,0.016590294739017963,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,927281,214672.5170002371,False,False,False,False,229875.05667190053,False,False,False,False
2022-02-02 00:00:00+00:00,10.2,10.4,9.321,9.8,1157338,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.135633144641462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.12013467216094,5.151645859051129,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2084619,288003.75162767875,False,False,False,False,266246.15248868876,False,False,False,False
2022-02-03 00:00:00+00:00,10.7,10.8,9.805,9.98,866946,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.377500685249307,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.36600211680876,9.798573146853272,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2951565,392457.13391678943,False,False,False,False,289803.0092538382,False,False,False,False
