date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_118,Gap_Down_aVWAP_91,Gap_Down_aVWAP_17,aVWAP_OB_bull_176,aVWAP_OB_bull_150,aVWAP_OB_bull_136,aVWAP_OB_bull_92,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,3.13,3.215,3.06,3.1,17321683,,,,,,,,#000000,-1.0,2.51,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17321683.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.79,3.16,2.78,3.1,27767143,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-27767143,-2056825.4074074072,False,False,False,False,18095420.77777778,False,False,False,False
2022-01-14 00:00:00+00:00,2.62,2.97,2.55,2.78,30461410,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-58228553,-6217694.117969822,False,False,False,False,19011419.97942387,False,False,False,False
2022-01-21 00:00:00+00:00,2.58,2.8179,2.51,2.59,20864104,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-79092657,-11615839.516638724,False,False,False,False,19148655.83279988,False,False,False,False
2022-01-28 00:00:00+00:00,2.47,2.61,2.4,2.545,31047442,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.4933333333333336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-110140099,-18913932.811702523,False,False,False,False,20030047.40074063,False,False,False,False
2022-02-04 00:00:00+00:00,2.53,2.63,2.4,2.48,31606514,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.513392821143914,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873096585664655,-47.270590088386385,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-78533585,-23330203.344169006,False,False,False,False,20887563.445130214,False,False,False,False
2022-02-11 00:00:00+00:00,2.88,2.92,2.54,2.56,31692488,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.6243696540305326,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89210663237374,-36.04073025929884,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-46841097,-25071751.02237871,False,False,False,False,21687928.226972423,False,False,False,False
2022-02-18 00:00:00+00:00,3.17,3.28,2.77,2.9,44467907,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.7877175423553044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.493065981395326,-24.707621549670527,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2373190,-23390376.131832138,False,False,False,False,23375334.062011503,False,False,False,False
2022-02-25 00:00:00+00:00,3.07,3.25,2.955,3.15,32343193,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.8507417206998538,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.03850442420402,-18.511136674815504,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-34716383,-24229339.603548273,False,False,False,False,24039619.90926991,False,False,False,False
2022-03-04 00:00:00+00:00,3.33,3.38,2.89,3.11,43214160,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,2.926500325696907,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.98161296176258,-11.979746318697032,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,8497777,-21805108.74402618,False,False,False,False,25459956.212286953,False,False,False,False
2022-03-11 00:00:00+00:00,3.39,3.5388,3.14,3.36,59889663,,,,,,,,#000000,0.0,0.0,,3.0258658342511753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14093659677853,-7.160586188878895,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,68387440,-15124179.207431652,False,False,False,False,28010304.86322866,False,False,False,False
2022-03-18 00:00:00+00:00,3.29,3.46,3.01,3.35,41047618,,,,,,,,#000000,0.0,0.0,,3.0568680487187097,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14794582083829,-5.245624171901085,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,27339822,-11978697.63651079,False,False,False,False,28976031.76224876,False,False,False,False
