date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_176,Gap_Down_aVWAP_24,aVWAP_OB_bull_176,aVWAP_OB_bull_159,aVWAP_OB_bull_132,aVWAP_OB_bull_110,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,26.6945266712,26.7743615996,25.9929739078,26.1261801287,11811193,,,,,,,#000000,1.0,27.460308,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11811193.0,False,False,False,False
2022-01-07 00:00:00+00:00,26.8632545511,27.0275422235,26.2993482159,26.7744504038,20107667,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,20107667,1489456.8148148148,False,False,False,False,12425746.62962963,False,False,False,False
2022-01-14 00:00:00+00:00,26.6146029387,26.9920205646,26.4547554736,26.8810153805,19181821,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.50728863203479,-28.717201155843462,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,925846,1447707.865569273,False,False,False,False,12926196.5829904,False,False,False,False
2022-01-21 00:00:00+00:00,26.3393100821,26.8321730995,26.2549461422,26.570200865,18035095,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.35153499980049,-28.717201155843462,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-17109249,73118.46811969718,False,False,False,False,13304633.50276889,False,False,False,False
2022-01-28 00:00:00+00:00,26.3570709116,26.4547554736,25.6760319061,26.2416255201,27920725,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.72348146667404,-28.717201155843462,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,10811476,868552.35937009,False,False,False,False,14387306.94700823,False,False,False,False
2022-02-04 00:00:00+00:00,26.1172997139,26.5257987914,25.9130501752,26.1528213729,23047277,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.37393762439696,-28.717201155843462,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12235801,-102140.48206473142,False,False,False,False,15028786.210192805,False,False,False,False
2022-02-11 00:00:00+00:00,25.4512686094,26.3570709116,25.3802252915,26.0640172256,20832224,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.66444162333778,-28.717201155843462,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-33068025,-2544057.85376364,False,False,False,False,15458670.490919264,False,False,False,False
2022-02-18 00:00:00+00:00,23.1778824391,25.6022356597,22.8493070942,25.5223119272,40561001,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.04171419806017,-28.717201155843462,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-73629026,-7809611.049781147,False,False,False,False,17318102.3804808,False,False,False,False
2022-02-25 00:00:00+00:00,23.4709361251,23.9504785204,22.6894596291,22.8670679236,45788960,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08642270976102,27.70052837236146,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-27840066,-9293348.453501062,False,False,False,False,19427054.796741482,False,False,False,False
2022-03-04 00:00:00+00:00,23.4886969546,23.5153381987,22.4363678093,23.3288494895,38858263,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,22.975456,,23.146800987533332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.392202031121386,23.067231457391955,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,11018197,-7788789.531019503,False,False,False,False,20866403.55253841,False,False,False,False
2022-03-11 00:00:00+00:00,23.5036628989,24.2194196678,23.0757576697,23.506457784,43585673,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.386189537213355,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.58486129556334,19.019827090084192,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,54603870,-3167111.0472402805,False,False,False,False,22549312.400498528,False,False,False,False
2022-03-18 00:00:00+00:00,23.8615412834,24.1254765919,23.2442010702,23.5036628989,50805282,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.52251629774301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.96299689996402,17.938984426752768,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,105409152,4875575.1044071475,False,False,False,False,24642347.185646787,False,False,False,False
2022-03-25 00:00:00+00:00,24.6846615676,24.7651842041,23.7899656065,23.9778517583,34682477,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.706481336173205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.60631485631528,17.938984426752768,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,140091629,14891579.096673284,False,False,False,False,25386060.505228505,False,False,False,False
2022-04-01 00:00:00+00:00,25.964076792,25.9730237516,24.6041389311,24.6488737292,33475502,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.00686339413861,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2072271453634,17.938984426752768,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,173567131,26645323.682104893,False,False,False,False,25985278.393730097,False,False,False,False
2022-04-08 00:00:00+00:00,26.0445994285,26.3040612572,25.0872747501,25.3646304981,35707612,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.2786994271689,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575865505771844,17.938984426752768,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,209274743,40173428.81676379,False,False,False,False,26705451.25345379,False,False,False,False
2022-04-15 00:00:00+00:00,26.125122065,26.2280121005,25.6554066854,26.0624933477,23779593,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.43584931638736,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.357750502419535,17.938984426752768,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,233054336,54460903.422929436,False,False,False,False,26488721.012457214,False,False,False,False
2022-04-22 00:00:00+00:00,26.7424622782,27.3367193356,26.0445994285,26.1698568631,31821771,,,,,,,#000000,0.0,0.0,,25.695389260946406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.410951131306575,17.938984426752768,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,264876107,70047214.79900874,False,False,False,False,26883761.7522752,False,False,False,False
