date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_186,Gap_Up_aVWAP_172,Gap_Up_aVWAP_152,Gap_Up_aVWAP_13,Gap_Down_aVWAP_91,Gap_Down_aVWAP_60,Gap_Down_aVWAP_35,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,aVWAP_OB_bull_120,aVWAP_OB_bull_96,aVWAP_OB_bear_166,aVWAP_OB_bear_33,aVWAP_OB_bear_0,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,85.1996024411,87.9846322755,83.6397588475,87.5024988011,30613,,,,,,,,,,,,,,94.19766843327592,"rgba(239, 83, 80, 0.5)",0.0,0.0,,85.81237246916069,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.942691927106264,-39.24213607179841,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-333123,-156937.31753013367,False,False,False,False,88794.493161671,False,False,False,False
2022-03-18 00:00:00+00:00,90.1225633584,90.2724028794,83.7584960326,83.7872349691,9058,,,,,,,,,,,,,,94.12024681156232,"rgba(239, 83, 80, 0.5)",0.0,0.0,,85.96467373623597,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.034749686340383,-33.82281026494554,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-324065,-169317.14586123487,False,False,False,False,82888.08626080648,False,False,False,False
2022-03-25 00:00:00+00:00,90.7261755612,90.7261755612,86.9447365464,89.5161150765,10553,,,,,,,,,,,,,,94.05292933489899,"rgba(239, 83, 80, 0.5)",0.0,0.0,,86.19528557599625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.82481770670661,-29.780735116246138,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-313512,-179998.24616781005,False,False,False,False,77529.93172296896,False,False,False,False
2022-04-01 00:00:00+00:00,98.0621672498,98.506486334,91.6998961075,91.6998961075,46544,,,,96.08951656376667,,,,,,,,,,94.17504905716649,"rgba(239, 83, 80, 0.5)",0.0,0.0,,88.16323120962137,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.540046457852526,-23.019403216939793,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-266968,-186440.4501553797,False,False,False,False,75234.67752126756,False,False,False,False
2022-04-08 00:00:00+00:00,97.4098690197,98.9697126133,95.3559804189,98.4308575537,61563,,,,96.74762899544892,,,,,,,,,,94.40065461731704,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.93118466824083,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74502310228099,-18.77378460877455,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-328531,-196965.67606979603,False,False,False,False,74221.96066784032,False,False,False,False
2022-04-15 00:00:00+00:00,95.2166343912,96.6535812168,94.2291115925,96.1856281387,12953,,,,96.599846821579,,,,,,,,,,94.41535947532853,"rgba(239, 83, 80, 0.5)",0.0,0.0,,90.13471766003448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.462010877474405,-16.86928422856581,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-341484,-207670.73710166296,False,False,False,False,69683.51913688918,False,False,False,False
2022-04-22 00:00:00+00:00,96.8426531675,102.5129209701,93.4960796395,95.0256717209,37287,,,,96.83941382543357,,,,,,,,,,94.54980265657639,"rgba(239, 83, 80, 0.5)",0.0,0.0,,93.1132813636642,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2471742231812,-14.775193679080623,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-304197,-214820.8306496879,False,False,False,False,67283.77697860109,False,False,False,False
2022-04-29 00:00:00+00:00,86.1033663657,96.2281693276,86.0939127681,95.8577773761,26380,,,,95.78775763416559,,,,,,,,,,94.40340071408112,"rgba(239, 83, 80, 0.5)",0.0,0.0,,91.9156070521431,,0.0,0.0,0.0,0.0,-1.0,93.4960796395,87.2945196553,0.0,39.428906891298574,-14.775193679080623,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-330577,-223395.36171267397,False,False,False,False,64253.867572778785,False,False,False,False
2022-05-06 00:00:00+00:00,79.9959642129,87.2945196553,78.6539315066,86.4342422794,38855,,,,93.38844446757398,,,,,,,,,,93.89707651585525,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.83963822933104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.693405995898246,-14.775193679080623,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-369432,-234212.89047469813,False,False,False,False,62372.46997479517,False,False,False,False
2022-05-13 00:00:00+00:00,74.8346781017,79.1171577859,69.4839418959,79.1171577859,30522,,,,91.11706543036888,,,,,,,,,,93.29460931432847,"rgba(239, 83, 80, 0.5)",0.0,0.0,,84.6306305453708,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75465543790763,-8.831700405681602,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-399954,-246490.00969879457,False,False,False,False,60013.17590258812,False,False,False,False
2022-05-20 00:00:00+00:00,71.8662484752,75.3679555388,70.0984257358,73.6926835193,25624,,,,89.40657077239823,,,,,,,,,,92.76531248248985,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.42350101420064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.15440566843763,-11.098947703929603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-425578,-259755.7867581431,False,False,False,False,57465.82953943344,False,False,False,False
2022-05-27 00:00:00+00:00,80.168303296,80.298762942,72.2065779865,72.6698042658,11170,,,,88.95160078223513,,,,,,,,,,92.59886872612678,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.37051651329045,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.870491402937766,-11.098947703929603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-414408,-271211.5062575399,False,False,False,False,54036.508832808744,False,False,False,False
2022-06-03 00:00:00+00:00,77.1602630958,79.0982505908,75.3451723687,78.0016332766,14204,,,,88.4045631185433,,,,,,,,,,92.38750980792871,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.23586621744869,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.453512072146054,-11.098947703929603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-428612,-282870.80209031474,False,False,False,False,51085.95262297106,False,False,False,False
2022-06-10 00:00:00+00:00,68.5574893373,78.6728387017,68.5574893373,77.9449116913,61185,,,,85.6525116970666,,,,,,,,,,91.2453679224803,"rgba(239, 83, 80, 0.5)",0.0,0.0,,81.43750430843902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.30917984265985,-11.098947703929603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-489797,-298198.6686021433,False,False,False,False,51834.030206454685,False,False,False,False
2022-06-17 00:00:00+00:00,61.3264325813,65.9861108072,60.0019835664,65.9861108072,84007,,,,81.32163736125776,,,,,62.43817565163334,,,,,89.19445124026481,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.43180400255284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.452574360984983,-11.517045620795137,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-573804,-318613.8783353179,False,False,False,False,54217.21315412471,False,False,False,False
2022-06-24 00:00:00+00:00,70.3412672739,70.3980169853,62.6111764866,63.3012891068,33536,,,,80.38325939098564,,,,,63.963237616507534,,,,,88.60274238875103,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.37846219195376,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.12827081038827,-11.517045620795137,False,False,False,True,False,,0,,,False,False,False,False,-0.2847216764514659,-0.2847216764514659,False,False,False,False,-540268,-335032.7021623314,False,False,False,False,52685.271439004355,False,False,False,False
2022-07-01 00:00:00+00:00,69.6407866696,71.6570093326,65.990456067,70.3928149285,23703,,,,79.85612141622185,,,,,64.82459905948413,,,,,88.22902304199776,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.38592767261997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.20428299118082,-11.517045620795137,False,False,False,True,False,,0,0.7757790837948999,1.170046700330539,False,False,False,False,-0.2432372697171468,-0.26397947308430636,False,False,False,False,-563971,-351991.09459475125,False,False,False,False,50538.43651759663,False,False,False,False
2022-07-08 00:00:00+00:00,68.6860673583,70.303434133,66.3404126206,67.6226723496,12757,,,,79.57629035508626,,,,,65.12435833629473,,,,,88.02709129156574,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.34162730690026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.801269777074566,-11.517045620795137,False,False,False,True,False,,0,0.7882195988031988,1.183592170589318,False,False,False,False,-0.23372649720248426,-0.24885298514339532,False,False,False,False,-576728,-368638.2727729178,False,False,False,False,47739.81159036725,False,False,False,False
2022-07-15 00:00:00+00:00,68.023987392,68.8090250663,65.3756675269,67.9861542511,14177,,,,79.25338501266599,,,,,65.3164310594668,,,,,87.79579556505861,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.23790758767234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.10386499546347,-11.517045620795137,False,False,False,True,False,,0,0.804561016727175,1.1379931355673891,False,False,False,False,-0.258338545502907,-0.2535957653231512,False,False,False,False,-590905,-385102.4747897387,False,False,False,False,45253.677398488195,False,False,False,False
2022-07-22 00:00:00+00:00,71.9728214766,72.7927602234,66.9669294344,68.2320696671,14882,,,,79.01835324684053,,,,,65.74412923389437,,,,,87.59545231784462,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.27636994409404,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.67415325687613,-11.517045620795137,False,False,False,True,True,,0,0.848008869906514,1.0949282514684258,False,False,False,False,-0.20293287352281594,-0.22826431942298359,False,False,False,False,-576023,-399244.7359164248,False,False,False,False,43003.9235171187,False,False,False,False
2022-07-29 00:00:00+00:00,79.3061137658,79.3061137658,71.5708443542,71.9018843373,9115,,,,78.98096607458724,,,,,66.26508211645962,,,,,87.51855059434443,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.46061611199093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97818320422802,-18.181041716791064,False,False,False,True,True,,0,0.9177138535975463,1.0339192817306828,False,False,False,False,-0.09569467677968396,-0.16197949810133377,False,False,False,False,-566908,-411664.23695965257,False,False,False,False,40493.63288622102,False,False,False,False
2022-08-05 00:00:00+00:00,76.6677251002,78.5037674296,75.023118464,78.2578520135,18549,,,,78.90865460163455,,,,,67.18638405165726,,,,,87.36542357859015,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.79195562386616,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71083873911552,-16.35924547016279,False,False,False,True,True,,0,0.8930651771772866,1.044388448494094,False,False,False,False,-0.07054284382338613,-0.11626117096235995,False,False,False,False,-585457,-424537.77496264124,False,False,False,False,38868.10452427872,False,False,False,False
2022-08-12 00:00:00+00:00,83.3085763277,83.3085763277,77.4444394835,77.4444394835,13208,,,,78.9633736413589,,,,,68.02200559983324,,,,,87.30526653648627,"rgba(239, 83, 80, 0.5)",0.0,0.0,,73.16182016453467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.697541741350086,-13.357159365166432,False,False,False,True,True,,0,0.9270210739861133,1.0034211618592033,False,False,False,False,-0.0023143268579778006,-0.05928774891016888,False,False,False,False,-572249,-435479.3471876308,False,False,False,False,36967.35604099882,False,False,False,False
2022-08-19 00:00:00+00:00,79.7522610803,84.1976551395,79.6955113689,83.0910357673,47946,,,,79.13255084907101,,,,,70.34861345341938,,,,81.21514252956666,87.09179278258905,"rgba(239, 83, 80, 0.5)",1.0,75.853386,,74.51287744594143,,-1.0,84.197655,79.69551,0.0,0.0,0.0,0.0,0.0,44.95271630140163,-12.048619771026388,False,False,False,True,True,,0,0.9522555629021469,0.9670477096692149,False,False,False,False,0.027290745718715502,-0.01599850159572669,False,False,False,False,-620195,-449161.9881366951,False,False,False,False,37780.58892685076,False,False,False,False
2022-08-26 00:00:00+00:00,73.8786659509,78.0181790657,73.8786659509,78.0181790657,28728,,,,78.96566756494482,,,,75.25850365583332,70.81783358639969,,,,78.98332572641813,86.8483762760534,"rgba(239, 83, 80, 0.5)",0.0,0.0,,74.13685026909212,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.52897264786148,-12.048619771026388,False,False,False,True,True,,0,0.9672708228792202,0.9896759617869196,False,False,False,False,-0.08600183721517375,-0.05100016940545022,False,False,False,False,-648923,-463959.1001265695,False,False,False,False,37110.02678412107,False,False,False,False
2022-09-02 00:00:00+00:00,68.0996536739,73.8219162395,67.8442799726,72.3842568842,96035,,,,77.82727554995155,,,69.921949962,71.15074787898214,70.6009227021304,,,,73.94473930917354,85.75931662167194,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.55221563605383,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.083931921162275,-12.048619771026388,False,False,False,True,True,,0,0.8941277320504232,1.0252685224583358,False,False,False,False,-0.18428007967614207,-0.11764012454079614,False,False,False,False,-744958,-484773.8334505273,False,False,False,False,41474.83961492692,False,False,False,False
2022-09-09 00:00:00+00:00,74.2759139307,74.3799550682,68.4401519422,68.7522753549,19608,,,,77.69041622029292,,,70.33624220637392,71.31570987592022,70.68403769891758,,,,73.783709054421,85.58564391188636,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.52717025312636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.699644938788865,-12.048619771026388,False,False,False,True,True,,0,0.8896681546264968,1.0196831317007822,False,False,False,False,-0.17305258536476428,-0.1453463549527802,False,False,False,False,-725350,-502594.2902319697,False,False,False,False,39855.07371752492,False,False,False,False
2022-09-16 00:00:00+00:00,65.300001245,75.4865744404,64.0247406471,74.4556213501,17453,,,,77.48490532540902,,,70.06535151661514,70.98727208869009,70.58691029871952,,,,73.32500139296748,85.38808218234487,"rgba(239, 83, 80, 0.5)",0.0,0.0,,72.32613852247653,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.469457278339384,-12.048619771026388,False,False,False,True,True,,0,0.8669097385574684,1.0258674903993192,False,False,False,False,-0.2053729299666536,-0.1753596424597169,False,False,False,False,-742803,-520387.5279925645,False,False,False,False,38195.66084956012,False,False,False,False
2022-09-23 00:00:00+00:00,57.4296963425,65.300001245,56.2991620686,63.8812584602,25616,,,,76.93235964871442,,,68.38856407689585,69.4414856743335,69.97843137793419,,,,71.83967312635278,84.96459891836724,"rgba(239, 83, 80, 0.5)",0.0,0.0,,71.54797744002188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.37245438985453,-12.048619771026388,False,False,False,True,False,,0,0.8102928817048711,1.0840811709328473,False,False,False,False,-0.34282825441539394,-0.2590939484375554,False,False,False,False,-768419,-538760.229622745,False,False,False,False,37263.834119963074,False,False,False,False
2022-09-30 00:00:00+00:00,52.6296306932,56.4030525984,51.3369397461,55.6331410784,63288,,,,75.26091632881216,,,64.13172679898925,65.40661450815382,67.97762504231862,,,,67.94435024850839,83.73259204762114,"rgba(239, 83, 80, 0.5)",0.0,0.0,,69.24689301765774,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21155583015985,-12.048619771026388,False,False,False,True,False,,0,0.7538504216903401,1.1669723299050199,False,False,False,False,-0.34282825441539394,-0.3009611014264747,False,False,False,False,-831707,-560459.9903914306,False,False,False,False,39191.55011107692,False,False,False,False
2022-10-07 00:00:00+00:00,48.8561137373,57.3298929973,48.4759105175,54.5971823554,32852,,,,74.41597675062117,,,62.51037641937651,63.80182221685493,67.00626826408991,,,,66.32017388674893,83.09245533337523,"rgba(239, 83, 80, 0.5)",0.0,0.0,,68.18212855062416,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1739679048916,-7.622664714450551,False,False,False,True,False,,0,0.7254437779613456,1.1596979438818829,False,False,False,False,-0.34282825441539394,-0.3218946779209343,False,False,False,False,-864559,-582985.8429550283,False,False,False,False,38721.9538065527,False,False,False,False
2022-10-14 00:00:00+00:00,46.7840061897,50.6715841115,45.299597769,48.8561137373,59111,,,,72.7990228581786,,,59.700331223435484,61.00458250998203,65.13828737549267,,,,63.48518601323186,81.86541975513613,"rgba(239, 83, 80, 0.5)",-1.0,49.921352,,60.73215846642469,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.45145941166296,-9.375645555066022,False,False,False,True,False,,0,0.7217299212434913,1.185199501400352,False,False,False,False,-0.34282825441539394,-0.3323614661681641,False,False,False,False,-923670,-608221.706439841,False,False,False,False,40232.25352458583,False,False,False,False
2022-10-21 00:00:00+00:00,48.9701747032,52.6391357737,47.4398567437,48.2477885857,28536,,,,72.14552458329423,,,58.86572156562741,60.1343034411037,64.45250648686184,,,,62.54557971828625,81.33734461379264,"rgba(239, 83, 80, 0.5)",0.0,0.0,,60.341906243967784,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87736945145669,-10.038121846436418,False,False,False,True,False,,0,0.7290376290437666,1.2060769361959394,False,False,False,False,-0.30798519825735154,-0.3201733322127578,False,False,False,False,-895134,-629474.4689257786,False,False,False,False,39365.86437461651,False,False,False,False
2022-10-28 00:00:00+00:00,55.5396110864,55.6332361292,48.8656188178,49.4549338084,18272,,,,71.81126999597515,,,58.58617161845025,59.815860923865515,64.14566994068505,,,,62.16132139516349,81.04630448181489,"rgba(239, 83, 80, 0.5)",0.0,0.0,,60.31567165119594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.31516362109757,-10.038121846436418,False,False,False,True,False,,0,0.7757457338834243,1.1622713219091683,False,False,False,False,-0.2549543129905525,-0.28756382260165514,False,False,False,False,-876862,-647799.4712275729,False,False,False,False,37803.35590242269,False,False,False,False
2022-11-04 00:00:00+00:00,53.5421184206,56.3556222467,51.153301591,54.5021315505,17320,,,,71.5108163576562,,,58.36159303341745,59.55478816039225,63.87868611908706,,,,61.838445325267365,80.77925503108382,"rgba(239, 83, 80, 0.5)",0.0,0.0,,60.26377198150532,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.00593229052926,-10.038121846436418,False,False,False,True,False,,0,0.8267444416791673,1.1104669988880238,False,False,False,False,-0.2214371483585615,-0.2545004854801083,False,False,False,False,-894182,-666050.0289144194,False,False,False,False,36286.07028002101,False,False,False,False
2022-11-11 00:00:00+00:00,60.6614237104,61.7830232086,52.9735245055,53.3330066498,30305,,,,71.14336102226734,,,58.369834538709966,59.47976601443932,63.64761590204205,,,,61.62816596165166,80.40473069312407,"rgba(239, 83, 80, 0.5)",1.0,59.67599,,58.81145276541824,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.34130987402137,-10.038121846436418,False,False,False,True,True,,0,0.8932918304276091,1.0383778322380506,False,False,False,False,-0.14854504882280123,-0.20152276715145476,False,False,False,False,-863877,-680703.8786244624,False,False,False,False,35843.028037056494,False,False,False,False
2022-11-18 00:00:00+00:00,58.1173889162,60.0439736815,56.1179952344,59.8915121904,13610,,,,70.9802481312441,,,58.36091027055529,59.43789594896487,63.54300029943563,,,,61.53168728720488,80.2377527756568,"rgba(239, 83, 80, 0.5)",0.0,0.0,,58.86603250244838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52814031342539,-10.038121846436418,False,False,False,True,True,,0,0.9038870994396229,1.0233674405104287,False,False,False,False,-0.1346127429480151,-0.16806775504973492,False,False,False,False,-877487,-695280.4061337615,False,False,False,False,34196.1370713486,False,False,False,False
2022-11-25 00:00:00+00:00,60.4333017785,60.4333017785,58.8110696907,58.9370120072,3220,,,,70.94755728194255,,,58.37250858505474,59.44112096955477,63.52680592853037,,,,61.52117125390688,80.201792797841,"rgba(239, 83, 80, 0.5)",0.0,0.0,,58.922742650561744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.964987977473385,-14.725166374443724,False,False,False,True,True,,0,0.9017544975462477,1.049289624957972,False,False,False,False,-0.10422951590599706,-0.136148635477866,False,False,False,False,-874267,-708538.6723460755,False,False,False,False,31901.608399396853,False,False,False,False
2022-12-02 00:00:00+00:00,61.1052159186,61.5929215987,57.2015744107,58.8649634971,9601,,,,70.85186303899951,,,58.407705548019614,59.45200391184111,63.48032755997356,,,,61.49199101678414,80.09571038949026,"rgba(239, 83, 80, 0.5)",0.0,0.0,,59.071368673391206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.165922299761704,-13.45174867795798,False,False,False,True,True,,0,0.8794291698697153,1.0416759626827712,False,False,False,False,-0.10865069012349006,-0.12239966280067802,False,False,False,False,-864666,-720103.6595796996,False,False,False,False,30249.71148092301,False,False,False,False
