date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_102,Gap_Up_aVWAP_43,Gap_Down_aVWAP_17,Gap_Down_aVWAP_3,Gap_Down_aVWAP_2,aVWAP_OB_bull_118,aVWAP_OB_bull_61,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,542.2058323483,545.8255362131,526.6760334511,526.7715426694,7948167,,,,,,,,#000000,1.0,535.85394,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7948167.0,False,False,False,False
2022-01-07 00:00:00+00:00,512.1013267369,543.1800263751,510.2484479017,539.6558317287,12527089,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12527089,-927932.5185185184,False,False,False,False,8287346.407407408,False,False,False,False
2022-01-14 00:00:00+00:00,480.4018171796,506.5904448404,479.3225630127,505.5207415953,15397269,,,,,488.7716083442333,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27924358,-2927667.7393689984,False,False,False,False,8814007.340192044,False,False,False,False
2022-01-21 00:00:00+00:00,459.9819463049,477.431384981,459.7049695718,472.25583595,12635915,,,,465.7061002859,478.3748657103279,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-40560273,-5715268.129045369,False,False,False,False,9097111.61128893,False,False,False,False
2022-01-28 00:00:00+00:00,470.3160437261,473.5250579521,447.9477847978,454.1953292951,14868158,,,,464.7457749421519,473.3686338690599,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,463.9296288253333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.623598516780565,-46.57456702710587,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-25692115,-7195034.563930897,False,False,False,False,9524596.52897123,False,False,False,False
2022-02-04 00:00:00+00:00,497.1798946704,503.5600049066,468.5968777965,469.9053540873,12427919,,,,472.5367704694058,477.05467223444305,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,475.69882807320766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.724053401017608,-38.120417427265366,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13264196,-7644602.077713794,False,False,False,False,9739657.452751141,False,False,False,False
2022-02-11 00:00:00+00:00,487.5188581809,511.0229164602,485.3283855511,498.6433982178,10490739,,,,477.1320179301342,479.8548666790814,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,480.9528459181166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29808886339856,-33.33284465590756,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23754935,-8837960.071957218,False,False,False,False,9795293.122917723,False,False,False,False
2022-02-18 00:00:00+00:00,490.3884729797,495.687694975,479.6465482493,486.8684121598,9682668,,,,478.9753003486235,480.97306272458684,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,482.5074323623308,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.82674947184408,-29.628497336061834,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14072267,-9225686.511071498,False,False,False,False,9786950.521220114,False,False,False,False
2022-02-25 00:00:00+00:00,494.9989874233,495.7259565057,461.9888518535,487.8345158087,9290032,,,,479.67981381683694,481.33076733088996,,,"rgba(239, 83, 80, 0.5)",-1.0,447.7506,,482.7906693852893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.93439533586513,-26.338239985440126,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4782235,-8896541.95469583,False,False,False,False,9750141.741870476,False,False,False,False
2022-03-04 00:00:00+00:00,502.6608589363,515.5358640006,489.0780155549,491.9476303538,15567194,,,,483.8472623731458,484.60275818470865,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,487.016633441395,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.237436685682926,-22.845199363116464,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,10784959,-7438652.995088732,False,False,False,False,10181034.501731923,False,False,False,False
2022-03-11 00:00:00+00:00,504.4974124075,521.5907512262,493.2963493093,500.6999554904,13849061,,,,487.0167864323979,487.2533656483063,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,490.1415628702996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.62955983261097,-20.194948569511254,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,24634020,-5062899.439896974,False,False,False,False,10452740.168270297,False,False,False,False
2022-03-18 00:00:00+00:00,536.9527557828,538.1006017024,500.7860439343,504.8322008008,13018370,,,,491.4710636805281,491.14437096757183,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,494.7531515553817,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38934208661489,-14.29745498425281,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,37652390,-1898803.9258305314,False,False,False,False,10642786.822472498,False,False,False,False
2022-03-25 00:00:00+00:00,531.5578799609,542.1180624208,525.3499466127,535.7953444806,9960309,,,,494.86810573973565,494.183864692497,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,498.2439518197094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.46228656795875,-11.018583212008387,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,27692081,293113.47608284117,False,False,False,False,10592232.909696756,False,False,False,False
2022-04-01 00:00:00+00:00,550.5547299295,560.8375162921,529.4439303924,532.5431143752,11521264,,,,499.3688096188106,498.27157898321127,,,#000000,0.0,0.0,,502.89362103032914,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.22349281589504,-7.024453758348386,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,39213345,3176093.5889655934,False,False,False,False,10661050.027496995,False,False,False,False
