date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_63,Gap_Down_aVWAP_49,Gap_Down_aVWAP_35,Gap_Down_aVWAP_24,aVWAP_OB_bull_170,aVWAP_OB_bull_120,aVWAP_OB_bull_93,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,106.3110727497,106.9198191533,100.2236087135,100.9121907111,409631,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,409631.0,False,False,False,False
2022-01-07 00:00:00+00:00,110.2329963009,110.972573284,105.5226962598,107.3788738183,454778,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,454778,33687.259259259255,False,False,False,False,412975.22222222225,False,False,False,False
2022-01-14 00:00:00+00:00,110.0633456638,115.5420632963,105.2133333333,110.2729140978,571794,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7344599119771,44.30506960389694,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-117016,22524.054869684493,False,False,False,False,424739.57613168727,False,False,False,False
2022-01-21 00:00:00+00:00,102.2394574599,111.5003863543,97.5501142622,110.3028524455,832129,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0881049893037,34.522696108653804,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-949145,-49451.430676218064,False,False,False,False,454916.570492303,False,False,False,False
2022-01-28 00:00:00+00:00,99.3154788327,107.5485244554,95.8027127004,101.0519030004,907245,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,100.88890532949999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.208797600424674,20.196479727492815,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1856390,-183298.7321076093,False,False,False,False,488422.38008546573,False,False,False,False
2022-02-04 00:00:00+00:00,105.3929634196,105.991730374,97.4136951911,97.6888286067,417534,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,101.53308370511218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9553521525281,17.255547347076757,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1438856,-276302.9741737123,False,False,False,False,483171.3889680238,False,False,False,False
2022-02-11 00:00:00+00:00,105.7222852446,109.1951335799,104.1205836416,105.033703247,451366,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,102.75617480825761,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.19010178451266,15.516723875937117,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-987490,-328983.4946052892,False,False,False,False,480815.4342296517,False,False,False,False
2022-02-18 00:00:00+00:00,101.5808138101,107.134377312,100.2934648582,106.3110727497,387658,,,,,,,,,#000000,0.0,0.0,,102.8003744448161,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.40758876207658,11.635884157157534,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1375148,-406477.1616715641,False,False,False,False,473914.8835459738,False,False,False,False
2022-02-25 00:00:00+00:00,101.700567201,102.9380189067,93.7170078093,101.3113686806,308909,,,,,,,,,#000000,0.0,0.0,,102.38205447241137,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0977207703164,9.0375510787606,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1066239,-455348.4089551519,False,False,False,False,461692.2255055313,False,False,False,False
2022-03-04 00:00:00+00:00,95.1340896013,102.6486148787,93.4307972051,99.3753555282,430434,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.59463749785924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71738989532195,4.325291117966714,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1496673,-532483.5638473629,False,False,False,False,459376.8013940105,False,False,False,False
2022-03-11 00:00:00+00:00,100.3832799014,102.3791697493,92.2200904233,94.744891081,437624,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,99.74708704582284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.613722596851986,4.325291117966714,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1059049,-571488.4109697804,False,False,False,False,457765.4827722319,False,False,False,False
2022-03-18 00:00:00+00:00,103.9958405261,106.3310316482,100.3932593506,101.7903822441,428982,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.1824118804612,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.51703400972216,4.325291117966714,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-630067,-575827.5657127596,False,False,False,False,455633.37293725176,False,False,False,False
2022-03-25 00:00:00+00:00,103.4469708179,106.5206411837,99.5949034114,103.6964570489,351227,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.58321763944124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.60666786144144,4.325291117966714,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-981294,-605862.1164007033,False,False,False,False,447899.5675344924,False,False,False,False
2022-04-01 00:00:00+00:00,100.9720674065,107.1293875873,99.7944923962,103.2174434854,832596,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,102.1340108692281,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2145537861504,4.325291117966714,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1813890,-695345.6633339846,False,False,False,False,476395.5995689744,False,False,False,False
2022-04-08 00:00:00+00:00,92.0604192355,101.5508754624,90.3140156186,101.5508754624,460908,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,100.53237695432665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.82010483550248,3.6497267778619005,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2274798,-812342.1327166524,False,False,False,False,475248.3699712726,False,False,False,False
2022-04-15 00:00:00+00:00,95.1939662968,97.1748869708,90.6199855323,91.9706041924,296287,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,99.85291739089025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.013584411481396,2.6048450592593184,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1978511,-898725.0117746781,False,False,False,False,461991.97219562274,False,False,False,False
