date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_810,Gap_Up_aVWAP_668,Gap_Up_aVWAP_618,Gap_Up_aVWAP_529,Gap_Up_aVWAP_336,Gap_Up_aVWAP_294,Gap_Up_aVWAP_120,Gap_Down_aVWAP_834,Gap_Down_aVWAP_702,Gap_Down_aVWAP_693,Gap_Down_aVWAP_594,Gap_Down_aVWAP_552,Gap_Down_aVWAP_528,Gap_Down_aVWAP_426,Gap_Down_aVWAP_54,Gap_Down_aVWAP_35,Gap_Down_aVWAP_12,aVWAP_OB_bull_860,aVWAP_OB_bull_777,aVWAP_OB_bull_725,aVWAP_OB_bull_663,aVWAP_OB_bull_617,aVWAP_OB_bear_593,aVWAP_OB_bear_124,aVWAP_OB_bear_90,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,14.265,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 16:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 17:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 18:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 19:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-03 20:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-04 15:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-04 16:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-04 17:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-04 18:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-04 19:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-04 20:00:00+00:00,15.79,15.79,15.79,15.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-05 15:00:00+00:00,15.63,15.63,15.63,15.63,1.0,,,,,,,,,,,,,,,,,15.63,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1.0,-0.015503875968992248,False,False,False,False,0.015503875968992248,False,False,False,False
