date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_901,Gap_Up_aVWAP_889,Gap_Up_aVWAP_863,Gap_Up_aVWAP_855,Gap_Up_aVWAP_850,Gap_Up_aVWAP_848,Gap_Up_aVWAP_846,Gap_Up_aVWAP_837,Gap_Up_aVWAP_824,Gap_Up_aVWAP_821,Gap_Down_aVWAP_903,Gap_Down_aVWAP_873,Gap_Down_aVWAP_843,Gap_Down_aVWAP_841,Gap_Down_aVWAP_828,Gap_Down_aVWAP_768,Gap_Down_aVWAP_759,Gap_Down_aVWAP_728,Gap_Down_aVWAP_718,Gap_Down_aVWAP_715,aVWAP_OB_bull_879,aVWAP_OB_bull_843,aVWAP_OB_bull_751,aVWAP_OB_bull_651,aVWAP_OB_bull_625,aVWAP_OB_bull_538,aVWAP_OB_bull_439,aVWAP_OB_bull_295,aVWAP_OB_bull_183,aVWAP_OB_bear_737,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,39.9895447326,40.4866655373,39.8939445779,40.4866655373,1357061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,40.111076,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1357061.0,False,False,False,False
2022-01-04 00:00:00+00:00,39.8843845624,40.5774856843,39.8174644541,40.3815053671,1961794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1961794,-76933.09803921568,False,False,False,False,1380776.0196078431,False,False,False,False
2022-01-05 00:00:00+00:00,38.6989426435,40.4388654599,38.6224625197,40.0660248564,2113761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4075555,-233741.80007689347,False,False,False,False,1409520.5286428297,False,False,False,False
2022-01-06 00:00:00+00:00,36.939899796,38.3834621328,36.8347396258,37.8289812352,3489530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7565085,-521245.45497583883,False,False,False,False,1491089.5275195814,False,False,False,False
2022-01-07 00:00:00+00:00,36.8634196722,37.2649403222,36.3471788366,37.0354999508,3158472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10723557,-921336.1038003156,False,False,False,False,1556477.0754599902,False,False,False,False
2022-01-10 00:00:00+00:00,37.6186608948,37.6282209102,36.3376188211,36.7104594246,2272897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76760063484995,-42.879699418054216,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8450660,-1216603.7075728523,False,False,False,False,1584571.9744615592,False,False,False,False
2022-01-11 00:00:00+00:00,38.0393015757,38.0393015757,37.1883645982,37.5135007245,1834561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.139943932188935,-35.636584764096256,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6616099,-1428348.621001368,False,False,False,False,1594375.4656591453,False,False,False,False
2022-01-12 00:00:00+00:00,38.5268623649,38.6033424887,37.7525011114,38.0584216066,2257629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.795401079760612,-28.437254250717782,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4358470,-1543255.3417464122,False,False,False,False,1620385.408182316,False,False,False,False
2022-01-13 00:00:00+00:00,38.1540217614,38.9379430303,38.0201815447,38.507742334,1767451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.11158189985912,-25.402158235748363,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6125921,-1722967.7205014548,False,False,False,False,1626152.6862928134,False,False,False,False
2022-01-14 00:00:00+00:00,37.9150213745,38.2496219161,37.3796605079,38.0966616685,1618325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.132495083767907,-24.313915039182525,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7744246,-1959096.28048179,False,False,False,False,1625845.7182028992,False,False,False,False
2022-01-18 00:00:00+00:00,37.6091008793,38.6511425661,37.5326207555,37.9628214519,1613740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.454177287816456,-24.313915039182525,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9357986,-2249248.818502112,False,False,False,False,1625370.9841557269,False,False,False,False
2022-01-19 00:00:00+00:00,40.400625398,40.6109457385,38.1444617459,38.1827018078,3690090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2505427005956,-14.81628398911414,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5667896,-2383313.41385497,False,False,False,False,1706340.3573260906,False,False,False,False
2022-01-20 00:00:00+00:00,39.8748245469,40.7830260171,39.836584485,40.6396257849,2133577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,40.164811682999996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.56874830939989,-10.506913797505433,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-7801473,-2595790.2603704617,False,False,False,False,1723094.7354701655,False,False,False,False
2022-01-21 00:00:00+00:00,39.0048631387,40.2859052123,38.8684417178,40.2859052123,2089434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,39.779675858404765,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42763695304332,-10.195855410915186,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-9890907,-2881873.2697676984,False,False,False,False,1737460.9811380024,False,False,False,False
