date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_162,Gap_Down_aVWAP_155,Gap_Down_aVWAP_110,Gap_Down_aVWAP_60,Gap_Down_aVWAP_24,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,89.986920697,92.0912708769,85.1459716285,85.4951239005,1126818,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1126818.0,False,False,False,False
2022-01-07 00:00:00+00:00,86.6558192912,91.7893013443,84.9006213833,90.5908597621,1032949,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1032949,-76514.74074074073,False,False,False,False,1119864.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,91.7893013443,96.092367183,85.0610426974,87.1370832336,1500852,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.794447957741426,-94.48611989435356,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,467903,-36187.50068587105,False,False,False,False,1148086.0192043895,False,False,False,False
2022-01-21 00:00:00+00:00,83.6549970615,93.0302073921,83.0604945443,92.1384536163,1213857,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.359472808532676,-90.14292346740098,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-745954,-88762.79693136207,False,False,False,False,1152957.943707768,False,False,False,False
2022-01-28 00:00:00+00:00,87.2975045478,87.8259512297,80.908961625,81.6733220042,1541069,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,85.34413913416665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8466387176664,-82.453761889113,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,795115,-23290.367529038966,False,False,False,False,1181706.910840526,False,False,False,False
2022-02-04 00:00:00+00:00,90.505930831,94.1673114131,85.5611797357,87.278631452,1249070,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.4634239747389,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.99440154742384,-73.83442064543078,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2044185,129855.95599163057,False,False,False,False,1186696.7692967833,False,False,False,False
2022-02-11 00:00:00+00:00,93.9030880721,95.9696920604,87.6466568198,90.2322709422,1366249,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.121129863478,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.139412528233095,-65.03427488271001,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3410434,372861.73702928756,False,False,False,False,1199996.9345340587,False,False,False,False
2022-02-18 00:00:00+00:00,91.0909968003,94.176747961,89.5150933024,93.9030880721,1436384,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.75630547203275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.21310099324297,-59.96812732243339,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1974050,491468.27502711816,False,False,False,False,1217507.087531536,False,False,False,False
2022-02-25 00:00:00+00:00,92.1573267121,94.3182961794,84.1079513603,90.6191694057,1549810,,,,,,#000000,0.0,0.0,,89.85139106154593,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0262863594284,-54.92110484371517,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,3523860,716089.8842843686,False,False,False,False,1242122.1180847555,False,False,False,False
2022-03-04 00:00:00+00:00,91.7798647964,96.8284179186,90.680506967,91.2514181145,1508737,,,,,,#000000,1.0,96.33871,,91.75677005157286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.76654630847795,-50.73843083379723,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,2015123,812314.5595225635,False,False,False,False,1261871.3685969957,False,False,False,False
2022-03-11 00:00:00+00:00,88.3355248159,92.2139459995,81.9941646326,91.3929663329,2001074,,,,,,#000000,0.0,0.0,,89.89295527577872,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.793771622032295,-49.10529060270747,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,14049,753183.7773357069,False,False,False,False,1316627.1190712922,False,False,False,False
2022-03-18 00:00:00+00:00,93.8887256385,94.0405877099,83.876755937,89.024392812,1519756,,,,,,#000000,0.0,0.0,,90.04248976880336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.13991820229349,-44.14387245755471,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,1533805,811007.5716071359,False,False,False,False,1331673.702843789,False,False,False,False
2022-03-25 00:00:00+00:00,82.1573806234,93.9646566742,81.5024754405,93.8887256385,1716744,,,,,,#000000,0.0,0.0,,89.24945090812749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76779220627699,-44.14387245755471,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-182939,737381.899636237,False,False,False,False,1360197.428559064,False,False,False,False
2022-04-01 00:00:00+00:00,75.3995184464,84.245484105,73.4822597951,81.8156909628,1984330,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.22730149780782,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.55439659122173,-44.14387245755471,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2167269,522222.5737372564,False,False,False,False,1406429.470888022,False,False,False,False
2022-04-08 00:00:00+00:00,70.2741735369,75.8551046606,67.7874321179,75.390027067,1683352,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,68.13162,,80.57000921325543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.45587576165845,-44.14387245755471,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3850621,198308.23494190408,False,False,False,False,1426942.2508222426,False,False,False,False
2022-04-15 00:00:00+00:00,73.501242554,74.9818977501,69.4768976621,69.7236735281,1050797,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,80.13698591454884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98945741610711,-44.14387245755471,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2799824,-23775.634313051763,False,False,False,False,1399079.6396502247,False,False,False,False
2022-04-22 00:00:00+00:00,82.869234083,86.9125617339,73.1120959961,73.3019235853,2311567,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,81.24929286651589,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38465933385752,-43.43382823548892,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-488257,-58181.661400973855,False,False,False,False,1466671.2959724304,False,False,False,False
2022-04-29 00:00:00+00:00,83.3532944356,85.9444410287,80.3540185256,81.8631478601,1788962,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,81.85081080473414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.24957968167819,-39.51279577935276,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1300705,42476.60981391309,False,False,False,False,1490544.681455954,False,False,False,False
2022-05-06 00:00:00+00:00,86.3430789662,89.0196479744,82.7471749432,83.5241392659,1536186,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.36272674736692,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.52797423530687,-35.28850297836799,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2836891,249470.26834621583,False,False,False,False,1493925.519866624,False,False,False,False
2022-05-13 00:00:00+00:00,81.6258633735,86.2196910331,79.1391219545,84.5397168684,1808941,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.9289965570823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.786378071057655,-33.088519800289156,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,1027950,307135.43365390354,False,False,False,False,1517259.9998765036,False,False,False,False
2022-05-20 00:00:00+00:00,82.7078806322,86.62782035,80.4109668024,81.9295875163,1802475,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.96708623673385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.32812684733831,-30.65433094700164,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,2830425,494045.7719017626,False,False,False,False,1538387.0369226886,False,False,False,False
2022-05-27 00:00:00+00:00,86.381044484,88.0372902001,78.7784495349,83.6095616811,2016452,,,,,,#000000,0.0,0.0,,83.18190245686039,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.886814442058395,-27.32600874312287,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,4846877,816477.7147238542,False,False,False,False,1573799.2564098968,False,False,False,False
2022-06-03 00:00:00+00:00,89.4657428092,90.8989411079,82.4705961456,85.8400358547,2851061,,,,,,#000000,0.0,0.0,,84.57525747190112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.91036782337649,-23.679916577440036,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,7697938,1326215.513633198,False,False,False,False,1668411.237416571,False,False,False,False
2022-06-10 00:00:00+00:00,83.1065185696,89.9592945412,81.8536564806,89.4657428092,2350498,,,,,,#000000,0.0,0.0,,84.39328485532043,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42693185609108,-22.59456099864435,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,5347440,1624083.9941048129,False,False,False,False,1718936.1827931213,False,False,False,False
2022-06-17 00:00:00+00:00,74.0897080807,80.9709581906,73.1975184112,80.7716392219,2538979,,,,,76.08606156083333,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.82211159117143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.92729272604712,-22.59456099864435,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,2808461,1711815.624171123,False,False,False,False,1779680.095178816,False,False,False,False
