date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_906,Gap_Up_aVWAP_882,Gap_Up_aVWAP_855,Gap_Up_aVWAP_846,Gap_Up_aVWAP_837,Gap_Up_aVWAP_824,Gap_Up_aVWAP_821,Gap_Up_aVWAP_792,Gap_Up_aVWAP_758,Gap_Up_aVWAP_757,Gap_Down_aVWAP_873,Gap_Down_aVWAP_863,Gap_Down_aVWAP_843,Gap_Down_aVWAP_839,Gap_Down_aVWAP_828,Gap_Down_aVWAP_743,Gap_Down_aVWAP_741,Gap_Down_aVWAP_728,Gap_Down_aVWAP_715,Gap_Down_aVWAP_701,aVWAP_OB_bull_873,aVWAP_OB_bull_817,aVWAP_OB_bull_752,aVWAP_OB_bull_652,aVWAP_OB_bull_540,aVWAP_OB_bull_287,aVWAP_OB_bull_250,aVWAP_OB_bear_858,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,6.66,6.77,6.6,6.69,1181105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1181105.0,False,False,False,False
2022-01-04 00:00:00+00:00,6.94,6.97,6.67,6.75,1491207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1491207,58478.70588235294,False,False,False,False,1193265.862745098,False,False,False,False
2022-01-05 00:00:00+00:00,6.69,7.11,6.66,7.02,1633134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4834834834835,-16.066066066066014,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-141927,50619.65859284891,False,False,False,False,1210515.5936178393,False,False,False,False
2022-01-06 00:00:00+00:00,6.38,6.6,6.365,6.55,1718800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.69041894275742,-16.066066066066014,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1860727,-24335.112332360855,False,False,False,False,1230448.3154367476,False,False,False,False
2022-01-07 00:00:00+00:00,6.44,6.5,6.33,6.45,1651933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.670650663014584,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-208794,-31568.794201680037,False,False,False,False,1246977.1265960908,False,False,False,False
2022-01-10 00:00:00+00:00,6.63,6.64,6.4,6.44,1522058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.62438177577882,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1313264,21169.74674740545,False,False,False,False,1257764.6118276168,False,False,False,False
2022-01-11 00:00:00+00:00,6.74,6.78,6.575,6.65,1269386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.29409127511949,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2582650,121619.95275731111,False,False,False,False,1258220.3525402592,False,False,False,False
2022-01-12 00:00:00+00:00,6.98,6.98,6.775,6.83,1783685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.06663466841542,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4366335,288079.36637467146,False,False,False,False,1278826.8093033864,False,False,False,False
2022-01-13 00:00:00+00:00,6.98,7.1,6.95,6.97,1420327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.581663597279366,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4366335,448010.9598501746,False,False,False,False,1284375.8363895281,False,False,False,False
2022-01-14 00:00:00+00:00,6.86,7.02,6.8,6.97,1093551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63890501095872,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3272784,558786.3731893834,False,False,False,False,1276892.5094722917,False,False,False,False
2022-01-18 00:00:00+00:00,6.76,7.095,6.73,6.84,1521783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.105920667471665,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1751001,605539.8879662703,False,False,False,False,1286496.0581204372,False,False,False,False
2022-01-19 00:00:00+00:00,7.37,7.52,6.87,6.88,3347025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,7.253333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.795456398767776,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5098026,781715.8139283773,False,False,False,False,1367301.1146647339,False,False,False,False
2022-01-20 00:00:00+00:00,7.21,7.42,7.18,7.4,1819541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,7.259202934792665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.47271216924488,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3278485,879628.3310292253,False,False,False,False,1385036.012128862,False,False,False,False
2022-01-21 00:00:00+00:00,6.92,7.25,6.89,7.24,1282615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,7.211630185290195,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.29277799486847,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1995870,923402.5141261184,False,False,False,False,1381019.501849299,False,False,False,False
2022-01-24 00:00:00+00:00,6.88,6.92,6.6,6.85,2087255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,7.110981956638579,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.72742272317805,-16.066066066066014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-91385,883606.925336859,False,False,False,False,1408715.0115806991,False,False,False,False
2022-01-25 00:00:00+00:00,6.57,6.72,6.415,6.68,3446914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.954893455781008,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.97144600037386,-16.066066066066014,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3538299,710198.8498334527,False,False,False,False,1488644.3836755736,False,False,False,False
2022-01-26 00:00:00+00:00,5.98,6.4951,5.925,6.45,5123875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.7088336432413795,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.972794366910435,-16.066066066066014,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8662174,342654.81650665065,False,False,False,False,1631202.4470608453,False,False,False,False
