date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_172,Gap_Up_aVWAP_163,Gap_Down_aVWAP_24,aVWAP_OB_bull_155,aVWAP_OB_bear_142,aVWAP_OB_bear_59,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,64.1690082357,64.6041658294,62.8970091157,62.9974300989,4844841,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4844841.0,False,False,False,False
2022-01-07 00:00:00+00:00,66.8711695241,67.0484570585,64.3782186173,64.3782186173,12068503,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,12068503,893963.1851851852,False,False,False,False,5379927.074074075,False,False,False,False
2022-01-14 00:00:00+00:00,68.922639565,69.5473670672,66.0185009062,66.8036314157,9525157,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,21593660,2427274.060356653,False,False,False,False,5686981.14266118,False,False,False,False
2022-01-21 00:00:00+00:00,67.2763981741,70.1383255152,66.9724766866,69.7584236558,8613915,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.04787417241214,42.48275605360834,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,12979745,3208938.5744043086,False,False,False,False,5903791.058019612,False,False,False,False
2022-01-28 00:00:00+00:00,66.2295574948,67.9180102034,64.4229130966,65.8580978989,12263033,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.08105055783909,34.33246701635443,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,716712,3024329.198522508,False,False,False,False,6374846.0166848255,False,False,False,False
2022-02-04 00:00:00+00:00,69.8934998725,70.7208416997,65.8580978989,66.17046165,9972099,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.88087058607918,32.85821529039579,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10688811,3592068.5912245447,False,False,False,False,6641309.200634098,False,False,False,False
2022-02-11 00:00:00+00:00,71.4046650467,72.6161298651,70.0961141975,70.3156130496,10694337,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,71.37230303643334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.30725288452831,32.84086010908513,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,21383148,4909926.325207911,False,False,False,False,6941533.4820686085,False,False,False,False
2022-02-18 00:00:00+00:00,70.2565172048,72.0884883937,70.0074704303,71.0247631872,10578675,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,71.07982973555399,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.56440711706004,30.6343145987005,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10804473,5346559.412229547,False,False,False,False,7210951.372285748,False,False,False,False
2022-02-25 00:00:00+00:00,69.5895783849,70.7208416997,65.967847325,69.8259617641,10870189,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,70.29511431362091,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.38229616022355,27.988862914745027,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-65716,4945650.122434766,False,False,False,False,7482006.011375692,False,False,False,False
2022-03-04 00:00:00+00:00,65.3853311405,68.9817354098,64.102107082,68.5511799691,14636292,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,69.00019733278658,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.60150817733307,20.98811392492901,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-14702008,3490268.03929145,False,False,False,False,8011953.121644159,False,False,False,False
