date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_8,Gap_Up_aVWAP_1,Gap_Down_aVWAP_26,Gap_Down_aVWAP_25,Gap_Down_aVWAP_23,Gap_Down_aVWAP_10,Gap_Down_aVWAP_3,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-07-24 16:00:00+00:00,28.55,28.75,26.0,26.58,644944.0,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,644944.0,False,False,False,False
2025-07-25 16:00:00+00:00,29.95,31.095,28.885,29.825,129435.0,,29.935000000000002,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,129435.0,2006.7441860465117,False,False,False,False,636951.6124031008,False,False,False,False
2025-07-28 16:00:00+00:00,30.255,30.865,29.16,29.61,95670.0,,29.910916572266277,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,28.885,28.82,9.0,97.68775766266356,41.90715181932245,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33765.0,2499.1202451775735,False,False,False,False,628559.649420107,False,False,False,False
2025-07-29 16:00:00+00:00,28.095,28.82,27.79,28.26,52822.0,,29.602849867051418,,,,,28.290000000000003,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9445957523328,42.66829355297334,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-19057.0,2164.9168305236576,False,False,False,False,619633.4843128185,False,False,False,False
2025-07-30 16:00:00+00:00,28.28,28.4,26.75,27.32,67556.0,,29.189701649574655,,,,,27.84104088786988,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,27.79,27.53,6.0,73.85116688769234,32.118838515442945,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-86613.0,788.5150191977093,False,False,False,False,611074.1434707593,False,False,False,False
2025-07-31 16:00:00+00:00,27.05,27.53,26.82,27.455,34447.0,,29.015497521473257,,,,,27.7136192367727,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.32639242450381,26.003977882813672,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-52166.0,-32.48521365806914,False,False,False,False,602134.1877580343,False,False,False,False
2025-08-01 16:00:00+00:00,26.825,27.62,26.595,26.96,20681.0,,28.91446157244809,,,,,27.63640268708762,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.31482444504066,20.20880813452237,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-72847.0,-1161.3924196478665,False,False,False,False,593119.4096532585,False,False,False,False
2025-08-04 16:00:00+00:00,26.835,27.265,26.52,27.085,15681.0,,28.84071482276864,,,,,27.580651299513043,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.22574242750898,16.871369839114593,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-57166.0,-2029.680909265729,False,False,False,False,584166.8761702622,False,False,False,False
2025-08-05 16:00:00+00:00,27.505,28.455,27.445,28.45,11213.0,28.116666666666664,28.821723812197135,,,,,27.610346656785246,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,28.36,27.265,10.0,57.49117122582946,16.871369839114593,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-45953.0,-2710.6626005949424,False,False,False,False,575283.8703381651,False,False,False,False
2025-08-06 16:00:00+00:00,28.44,29.175,28.36,28.96,26545.0,28.619332989035435,28.822305098557433,,,,,27.751952455830008,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.34635033591431,16.871369839114593,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-19408.0,-2969.536048647734,False,False,False,False,566776.2909530773,False,False,False,False
