date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_24,aVWAP_OB_bull_161,aVWAP_OB_bull_120,aVWAP_OB_bear_45,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,77.4889098978,78.1045216662,71.9386323667,72.7203615964,1102183,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1102183.0,False,False,False,False
2022-01-07 00:00:00+00:00,74.2545052098,79.6093504335,72.4760712121,78.7689915115,1720045,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1720045,-127410.74074074073,False,False,False,False,1147950.5555555555,False,False,False,False
2022-01-14 00:00:00+00:00,74.8212589013,76.4140322069,72.8718216347,73.5216340569,1425957,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5161960129343175,-61.290490032335796,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-294088,-139757.20438957476,False,False,False,False,1168543.6255144032,False,False,False,False
2022-01-21 00:00:00+00:00,71.6552555209,77.8406880512,71.4744806365,73.971128364,1424922,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.546535027768758,-60.06951821291777,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1719010,-256738.89295330996,False,False,False,False,1187534.61621704,False,False,False,False
2022-01-28 00:00:00+00:00,63.6229876853,74.1763322868,59.382106614,70.4631184455,3056425,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,65.72714219536667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.961475460587766,-60.06951821291777,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4775435,-591457.1231049167,False,False,False,False,1325970.9409417037,False,False,False,False
2022-02-04 00:00:00+00:00,65.1082732218,66.7987626811,62.6849126096,63.4666418394,1835645,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,65.40326004333876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337942248805637,-57.53764558879988,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2939790,-765407.7065786265,False,False,False,False,1363724.5749460221,False,False,False,False
2022-02-11 00:00:00+00:00,65.0105570681,67.6391216031,64.2288278384,64.9128409144,1404502,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,65.45298167692913,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0085064130663,-55.43315259249647,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4344292,-1030510.2468320616,False,False,False,False,1366745.1249500206,False,False,False,False
2022-02-18 00:00:00+00:00,63.9161361465,67.1798556806,63.4861850701,64.8737544529,1264251,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,65.35395009047987,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.906264819376013,-54.02661266503716,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5608543,-1369623.7841037607,False,False,False,False,1359152.9675463154,False,False,False,False
2022-02-25 00:00:00+00:00,70.1797415998,71.0396437525,58.9423839223,64.2874575306,2307325,,,,,"rgba(239, 83, 80, 0.5)",-1.0,61.316265,,66.19704062656909,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.699562979621632,-45.10696093510587,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3301218,-1512704.837133112,False,False,False,False,1429387.932913255,False,False,False,False
2022-03-04 00:00:00+00:00,69.7497905234,70.7367236759,67.9713565257,69.6911608312,1988531,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,67.15678007945945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.709318223385296,-39.113397793277315,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5289749,-1792485.8862343626,False,False,False,False,1470805.9378826434,False,False,False,False
2022-03-11 00:00:00+00:00,76.8059521261,78.8807306494,69.0296224705,70.1699699844,3228244,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,69.55746099898792,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.010814252156266,-30.11699446886348,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2061505,-1812413.2279947803,False,False,False,False,1600986.5350765216,False,False,False,False
2022-03-18 00:00:00+00:00,78.1369421222,79.5070788828,71.6043257812,75.9740833785,2636439,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,70.87967284195972,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33270706567462,-23.208357259091905,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,574934,-1635572.6925877596,False,False,False,False,1677686.717663446,False,False,False,False
2022-03-25 00:00:00+00:00,77.197419772,78.5088363858,75.934936614,77.5693140356,1663108,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,71.55575903605485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.875926125723396,-19.002790182933694,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1088174,-1595024.6412849627,False,False,False,False,1676606.8126513388,False,False,False,False
2022-04-01 00:00:00+00:00,80.779348732,81.0533760841,76.9478591477,77.3442201392,1610730,,,,,#000000,0.0,0.0,,72.31349518267572,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.84826115528332,-14.328414583146284,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,522556,-1438166.816004595,False,False,False,False,1671727.0487512394,False,False,False,False
2022-04-08 00:00:00+00:00,79.2036914572,81.6014307884,78.5773432238,80.2410807189,1859147,,,,,#000000,0.0,0.0,,73.04172060649799,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27066289491221,-12.029477568659956,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1336591,-1430642.681485736,False,False,False,False,1685610.0081029995,False,False,False,False
2022-04-15 00:00:00+00:00,83.098794534,84.3025575451,78.6654234441,79.7223860881,1905801,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,73.8591127718012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.65054950556126,-8.689891492474743,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,569210,-1282505.445820126,False,False,False,False,1701920.4519472218,False,False,False,False
2022-04-22 00:00:00+00:00,78.7632903556,86.6317900382,78.2935291805,83.500048871,2186228,,,,,"rgba(38, 166, 154, 0.5)",1.0,85.270546,,76.77615169947352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.371888277086256,-8.689891492474743,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1617018,-1307284.1535371535,False,False,False,False,1737795.0851363165,False,False,False,False
2022-04-29 00:00:00+00:00,76.0425902166,79.7566395071,75.3575218363,78.391396092,1847283,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,76.25311951047824,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.76175047960404,-8.689891492474743,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3464301,-1467063.179201068,False,False,False,False,1745905.301052145,False,False,False,False
2022-05-06 00:00:00+00:00,76.1110970546,79.9474799845,72.421514492,75.7196294087,1523392,,,,,#000000,0.0,0.0,,76.0130026557067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.645256623672424,-8.689891492474743,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1940909,-1502162.8696306185,False,False,False,False,1729422.8343075416,False,False,False,False
2022-05-13 00:00:00+00:00,72.8717022848,75.3281617628,68.506838033,74.9464808081,1504647,,,,,#000000,0.0,0.0,,74.66268418335548,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.279921792344865,-8.689891492474743,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3445556,-1646117.9163246467,False,False,False,False,1712772.7725069828,False,False,False,False
2022-05-20 00:00:00+00:00,74.8125950817,77.341637211,71.2444891318,71.8718484197,1581707,,,,,#000000,0.0,0.0,,74.8175956575115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.60162257633612,-8.689891492474743,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1863849,-1662246.144745043,False,False,False,False,1703064.1967657248,False,False,False,False
2022-05-27 00:00:00+00:00,82.8506359579,83.9093047562,74.6557552597,75.3027195254,1575611,,,,,#000000,0.0,0.0,,77.38893367012328,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.376545009394675,-8.689891492474743,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-288238,-1560467.7636528176,False,False,False,False,1693623.2192275228,False,False,False,False
2022-06-03 00:00:00+00:00,81.0077680497,83.5270076901,80.0579068779,82.9780683132,1497243,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,78.07565322664786,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.462639022536784,-8.184144614830224,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1785481,-1577135.410789646,False,False,False,False,1679076.5363217802,False,False,False,False
2022-06-10 00:00:00+00:00,78.6649732089,83.0613894687,78.6355657423,81.5567074266,1390470,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,78.2489535449246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.15797620349225,-7.94127969099096,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3175951,-1695566.1951755981,False,False,False,False,1657698.2743720186,False,False,False,False
2022-06-17 00:00:00+00:00,72.1953305525,76.6064505455,70.8131796214,76.4398082347,1875089,73.20498690646666,,,,#000000,0.0,0.0,,77.26949485246247,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44358655512238,-7.94127969099096,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-5051040,-1944119.810347776,False,False,False,False,1673801.2910852022,False,False,False,False
2022-06-24 00:00:00+00:00,70.4798949997,73.7637287722,65.9462438957,72.7246649517,6812281,70.74139580352029,,,,#000000,0.0,0.0,,73.3248654049903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93786604160464,-7.94127969099096,False,False,False,False,True,,1,,,False,False,False,False,-0.14048113683592298,-0.14048113683592298,False,False,False,False,-11863321,-2678875.4540257184,False,False,False,False,2054429.4176714835,False,False,False,False
2022-07-01 00:00:00+00:00,78.4885284092,78.7433931199,70.2936477111,70.7347597104,5600532,72.74066013640632,,,,#000000,0.0,0.0,,74.26044504402346,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1261540335409,-7.94127969099096,False,False,False,False,True,,1,0.9974241807104507,0.9790648205134167,False,False,False,False,0.03413917619747417,-0.053170980319224403,False,False,False,False,-6262789,-2944350.5315052946,False,False,False,False,2317103.683029151,False,False,False,False
2022-07-08 00:00:00+00:00,77.9591940101,79.0864802305,73.7637287722,77.5965019217,10111793,74.47949897258758,,,,#000000,0.0,0.0,,75.24852918709914,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7820764904954,-7.94127969099096,False,False,False,False,True,,1,1.0152307402757834,0.9858994629989574,False,False,False,False,0.10552530946560926,0.026177164573192427,False,False,False,False,-16374582,-3939182.492134532,False,False,False,False,2894488.076878844,False,False,False,False
