date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_175,Gap_Up_aVWAP_168,Gap_Up_aVWAP_160,Gap_Up_aVWAP_123,Gap_Up_aVWAP_108,Gap_Up_aVWAP_43,Gap_Down_aVWAP_155,Gap_Down_aVWAP_126,Gap_Down_aVWAP_91,Gap_Down_aVWAP_63,Gap_Down_aVWAP_60,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,Gap_Down_aVWAP_8,aVWAP_OB_bull_171,aVWAP_OB_bull_114,aVWAP_OB_bull_91,aVWAP_OB_bull_41,aVWAP_OB_bear_6,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,4.0902490334,4.1647677405,4.0654094644,4.1399281715,6611763,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6611763.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.5953202703,4.6036001267,4.1150886024,4.1233684588,24482943,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,24482943,1813551.3333333333,False,False,False,False,7935554.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,4.8437159606,4.8602756733,4.5539209886,4.5622008449,27703621,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,52186564,5544885.604938271,False,False,False,False,9399855.362139918,False,False,False,False
2022-01-21 00:00:00+00:00,4.6284396957,4.8188763916,4.5953202703,4.7774771099,19780400,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0663379600809,43.44552260288897,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,32406164,7534609.930498399,False,False,False,False,10168784.594573999,False,False,False,False
2022-01-28 00:00:00+00:00,4.6698389774,4.7733371817,4.4794022815,4.5290814196,29872143,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.44391150804844,39.3602735795581,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,62278307,11589698.602313332,False,False,False,False,11628292.624605555,False,False,False,False
2022-02-04 00:00:00+00:00,5.0258728001,5.0507123692,4.6242997675,4.6532792647,17453564,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.15606654809386,38.53981595233334,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,79731871,16637266.9280679,False,False,False,False,12059794.207968106,False,False,False,False
2022-02-11 00:00:00+00:00,4.6284396957,5.1500706453,4.6160199112,5.0258728001,26247162,,,,,,,,,,,,,,,,,,,4.798176750733333,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.798176750733333,,-1.0,5.1500707,4.6160197,102.0,0.0,0.0,0.0,0.0,79.8266283847979,31.94742878077267,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,53484709,19366707.08154435,False,False,False,False,13110710.34071121,False,False,False,False
2022-02-18 00:00:00+00:00,4.4794022815,4.6532792647,4.4628425688,4.5456411323,20839405,,,,,,,,,,,,,,,,,,,4.680302987921133,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.680302987921133,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88731519324749,25.918776438745383,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,32645304,20350306.853281807,False,False,False,False,13683206.241399268,False,False,False,False
2022-02-25 00:00:00+00:00,4.2806857293,4.4545627125,3.9991706136,4.3966037181,29219352,,,,,,,,,,,,,,4.2448063518,,,,,4.51354096378983,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.51354096378983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9998998190047,20.05787472373673,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3425952,19096650.9382239,False,False,False,False,14834031.85314747,False,False,False,False
2022-03-04 00:00:00+00:00,3.6348569345,4.1556598985,3.6058774373,4.032290039,47602322,,,,,,,,,,,,,,3.9684386578585267,,,,,4.2389553499032715,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.2389553499032715,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.932528827935336,12.208894246206185,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-44176370,14409760.498355461,False,False,False,False,17261312.604766175,False,False,False,False
