date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_28,Gap_Down_aVWAP_110,aVWAP_OB_bull_144,aVWAP_OB_bear_58,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-12-30 00:00:00+00:00,12.15,12.54,11.21,12.46,719710,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,11.95965120426749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01552440342495,-0.23299078831865216,False,False,True,False,True,,0,1.0572346393991492,0.9800922993394262,False,False,False,False,0.18448321549770522,0.2527160585244314,False,False,False,False,-2453835,-1842121.7531621386,False,False,False,False,1789740.1662429094,False,False,False,False
2023-01-06 00:00:00+00:00,12.32,12.55,11.64,12.09,580493,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,11.950436005026992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.647235268638944,-0.23299078831865216,False,False,True,False,True,,0,1.0639718153161506,0.9429816428703877,False,False,False,False,0.21347254514000924,0.23309430183222032,False,False,False,False,-1873342,-1844434.3640390174,False,False,False,False,1700166.3020767681,False,False,False,False
2023-01-13 00:00:00+00:00,14.59,15.04,12.56,13.02,1139152,14.06333333333333,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.166470695680955,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.137867718619205,0.62265107757284,False,False,True,False,True,,0,1.0963246345129116,0.8638247483718178,False,False,False,False,0.3428282420090689,0.28796127192064463,False,False,False,False,-734190,-1762194.040776868,False,False,False,False,1658609.6871081188,False,False,False,False
2023-01-20 00:00:00+00:00,13.61,15.06,13.085,15.06,1090551,13.992413621156418,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.993107095274922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.09673770695643,0.9769279916497311,False,False,True,False,True,,0,1.1232796221383534,0.8415783407534633,False,False,False,False,0.3428282417761857,0.31539475684841517,False,False,False,False,-1824741,-1766827.1488674702,False,False,False,False,1616531.2658408508,False,False,False,False
2023-01-27 00:00:00+00:00,13.46,14.02,13.05,13.69,925330,13.850928002443501,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.993929618372796,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.898870543752835,1.197845422279542,False,False,True,False,True,,0,1.092977789902021,0.8851985723703654,False,False,False,False,0.2762840914391571,0.29583942414378617,False,False,False,False,-2750071,-1839660.026729139,False,False,False,False,1565331.1720748618,False,False,False,False
2023-02-03 00:00:00+00:00,13.07,13.59,12.38,13.46,1007886,13.648137618899941,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.945782964666838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.305456370095655,1.197845422279542,False,False,True,False,True,,0,1.0745705244122963,0.8921790235081374,False,False,False,False,0.21057526302181562,0.2532073435828009,False,False,False,False,-3757957,-1981756.0988232768,False,False,False,False,1524038.9371063535,False,False,False,False
2023-02-10 00:00:00+00:00,13.33,14.19,12.51,12.82,1823564,13.555290095202807,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.983698592780094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.11578702299121,1.2396071120921377,False,False,True,False,True,,0,1.0697518443997318,0.892018779342723,False,False,False,False,0.25394803541225813,0.2535776894975295,False,False,False,False,-1934393,-1978247.7211326638,False,False,False,False,1546225.9788021792,False,False,False,False
2023-02-17 00:00:00+00:00,15.23,15.93,12.9,13.75,1690105,13.804377997316863,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.214528081144014,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.54640802043378,3.0181894086721925,False,False,True,False,True,,0,1.0704921555985385,0.8646034816247581,False,False,False,False,0.34282824247411864,0.2982029659858241,False,False,False,False,-244288,-1849806.2603080221,False,False,False,False,1556883.6840760917,False,False,False,False
2023-02-24 00:00:00+00:00,14.17,15.98,13.87,15.03,1257385,13.926676487045572,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.342425441852868,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.27341172166227,3.0986749102725355,False,False,True,False,True,,0,1.0893984013462348,0.8636937315944467,False,False,False,False,0.34282824338138856,0.3205156046836063,False,False,False,False,-1501673,-1824018.611396317,False,False,False,False,1534698.5963667517,False,False,False,False
2023-03-03 00:00:00+00:00,15.83,15.88,14.05,14.24,2926609,14.254030226200815,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.666527636326373,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.35045164102206,4.483928975129999,False,False,True,False,True,,0,1.0857853294653959,0.874015748031496,False,False,False,False,0.34282824344675106,0.33167192406517865,False,False,False,False,1424936,-1583355.3068484415,False,True,False,False,1637803.0707099554,False,True,False,False
2023-03-10 00:00:00+00:00,12.85,16.55,12.34,15.83,2251204,14.199680039200329,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.874670706103597,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.033177184641815,4.483928975129999,False,False,True,False,True,,1,1.0316653635652853,0.8887802971071148,False,False,False,False,0.286786431900381,0.3092291779827798,False,False,False,False,-826268,-1527274.765600409,False,False,False,False,1683240.1765832922,False,False,False,False
2023-03-17 00:00:00+00:00,11.67,13.32,10.9701,12.72,6487418,13.502734344602185,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.126556562637766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.36641325841593,4.483928975129999,False,False,True,False,False,,1,1.034770910254663,0.9537731208477299,False,False,False,False,0.05442731402777405,0.18182824600527694,False,False,False,False,-7313686,-1955897.8200003784,False,False,False,False,2039105.2005400853,False,False,False,False
2023-03-24 00:00:00+00:00,11.02,12.265,10.57,11.65,1839406,13.320935478279033,,,,#000000,0.0,0.0,,12.524642922638197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.926428943277884,8.468052278695389,False,False,False,False,False,,1,1.041792875291232,0.9249095301426231,False,False,False,False,-0.01673981317601769,0.08254421641462963,False,False,False,False,-9153092,-2489023.3148151655,False,False,False,False,2024312.6671667458,False,False,False,False
2023-03-31 00:00:00+00:00,12.15,12.36,10.9,10.97,1663678,13.216181883877582,,,,#000000,0.0,0.0,,12.52264218176005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1991969938852,7.672969369423306,False,False,False,False,False,,1,1.0493339434909124,0.9177445795415708,False,False,False,False,0.002577166991227691,0.04256069170292866,False,False,False,False,-7489414,-2859422.6248288574,False,False,False,False,1997598.9881173573,False,False,False,False
2023-04-07 00:00:00+00:00,10.96,12.5,10.78,12.4,1335445,13.121534885161871,,,,#000000,0.0,0.0,,12.451416304556208,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.67014096474517,6.090057507351425,False,False,False,False,False,,1,1.0374117912040297,0.9297574532495767,False,False,False,False,0.0035589539094756442,0.02305982280620215,False,False,False,False,-8824859,-3301306.800767461,False,False,True,False,1948550.5445531087,False,False,True,False
2023-04-14 00:00:00+00:00,12.36,12.62,10.67,10.78,2511966,13.010252105360182,,,,#000000,0.0,0.0,,12.423485103840406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81151574490649,6.090057507351425,False,False,False,False,False,,1,1.046990086790124,0.9205508974351716,False,False,False,False,0.004049849823178892,0.01355483631469052,False,False,False,False,-6312893,-3524387.2599698715,False,False,False,False,1990285.0227343598,False,False,False,False
2023-04-21 00:00:00+00:00,11.4,13.205,11.3,12.42,1630219,12.952829506061061,,,,#000000,0.0,0.0,,12.409464075340926,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0892300404837,5.257131150713299,False,False,False,False,False,,1,1.05271427753744,0.9050035173624766,False,False,False,False,0.02476208700667031,0.019158461660680415,False,False,False,False,-7943112,-3851700.203675807,False,False,False,False,1963613.4654947775,False,False,False,False
2023-04-28 00:00:00+00:00,11.91,12.05,11.22,11.26,1004594,12.91255435530899,,,,#000000,0.0,0.0,,12.386836628352189,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.032252535926716,5.020059623864398,False,False,False,False,False,,1,1.0440158157254462,0.949428637251615,False,False,False,False,-0.13497423727707156,-0.05790788780819557,False,False,False,False,-6938518,-4080353.373773895,False,False,False,False,1892574.9865692384,False,False,False,False
2023-05-05 00:00:00+00:00,12.14,13.26,11.52,11.97,1768917,12.879427571976994,,,,#000000,0.0,0.0,,12.399885460767974,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.203246733322004,4.984586094863467,False,False,False,False,False,,1,1.0270170058077246,0.9468976092744723,False,False,False,False,-0.031221624388975997,-0.04456475609858578,False,False,False,False,-5169601,-4161038.3831239766,False,False,False,False,1883415.1357122576,False,False,False,False
2023-05-12 00:00:00+00:00,13.11,13.13,11.48,12.26,1550679,12.865427678280167,,,,#000000,0.0,0.0,,12.425116154812407,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.20878089350384,4.984586094863467,False,False,False,False,False,,1,1.010477100986157,0.9726847010003761,False,False,False,False,-0.043161751483295235,-0.04386325379094051,False,False,False,False,-3618922,-4120881.614003682,False,False,False,False,1858768.0145483864,False,False,False,False
2023-05-19 00:00:00+00:00,12.48,15.02,12.41,13.35,4240802,12.914112317403992,,,,#000000,0.0,0.0,,12.678651614997609,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.28601453997003,4.984586094863467,False,False,False,False,False,,1,1.0195608406732621,0.9461154200321462,False,False,False,False,0.1559056274348327,0.05602118682194609,False,False,False,False,-7859724,-4397832.901855261,False,False,False,False,2035214.976433691,False,False,False,False
2023-05-26 00:00:00+00:00,11.53,13.475,10.88,12.4,3376391,12.836662217197867,,,,#000000,0.0,0.0,,12.280263906915014,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41151890562942,4.634252380918625,False,False,False,False,False,,1,1.0135415970779038,0.9446600066082994,False,False,False,False,-0.13630277245403086,-0.04014079281604238,False,False,False,False,-11236115,-4904372.316532649,False,False,False,False,2134561.348549714,False,False,False,False
2023-06-02 00:00:00+00:00,13.28,13.65,11.54,12.14,2215035,12.83598717335627,,,,#000000,0.0,0.0,,12.397052419603213,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42759687674738,4.634252380918625,False,False,False,False,False,,1,1.022959225508793,0.965652269774544,False,False,False,False,-0.08678178624732193,-0.06346128953168215,False,False,False,False,-9021080,-5209313.62641912,False,False,False,False,2140522.3597682538,False,False,False,False
2023-06-09 00:00:00+00:00,13.55,14.01,13.01,13.35,1768591,12.862701516451908,,,,#000000,0.0,0.0,,12.539136317640347,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.39016392558739,4.634252380918625,False,False,False,False,False,6.588667043788849,1,1.0354389192782214,0.9513403439962248,False,False,False,False,0.059371979088013595,-0.002044655221834276,False,False,False,False,-7252489,-5360659.950388074,False,False,False,False,2112971.888674309,False,False,False,False
2023-06-16 00:00:00+00:00,14.82,15.025,13.37,13.71,2276668,12.936188004375605,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.78513504547418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.15211879048644,4.634252380918625,False,False,True,False,True,9.183593783540555,1,1.0438056982608748,0.9989244136587732,False,False,False,False,0.18944352285635213,0.09369943381725893,False,False,False,False,-4975821,-5332153.361470439,False,False,False,False,2125097.526550286,False,False,False,False
2023-06-23 00:00:00+00:00,13.51,15.2447,13.5,14.79,3957208,13.024046478774034,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.005930724882948,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.00198849003145,4.634252380918625,False,False,True,False,True,5.951646744079149,1,1.043673825908783,0.9833733336598667,False,False,False,False,0.2233823963967651,0.15854091510701201,False,False,False,False,-8933029,-5598884.890250406,False,False,False,False,2260809.413472487,False,False,False,False
2023-06-30 00:00:00+00:00,13.04,14.08,12.91,13.38,1318653,13.03198181153151,,,,#000000,0.0,0.0,,13.018416475652883,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41439222615821,4.634252380918625,False,False,False,False,True,4.829624805857151,1,1.02968902284212,0.9637589169444467,False,False,False,False,0.056571890346247884,0.10755640272662995,False,False,False,False,-10251682,-5943536.528009635,False,False,False,False,2191020.049511562,False,False,False,False
2023-07-07 00:00:00+00:00,14.73,15.015,13.16,13.25,819353,13.051291048927316,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.058580560613638,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.474306026984195,4.634252380918625,False,False,True,False,True,8.225480325764774,1,1.0230439678907353,0.943592374250069,False,False,False,False,0.1683158391865364,0.13793612095658317,False,False,False,False,-9432329,-6201965.600008922,False,False,False,False,2089415.082881076,False,False,False,False
2023-07-14 00:00:00+00:00,16.0,16.42,14.32,14.55,2191856,13.150144229873614,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.25937025285265,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.20946450705347,2.6148121635629593,False,False,True,False,True,10.61479011376231,1,1.0330732115102892,0.9693616261469099,False,False,False,False,0.3428282356764289,0.24038217831650605,False,False,False,False,-7240473,-6278892.0740823345,False,False,False,False,2097003.2989639593,False,False,False,False
2023-07-21 00:00:00+00:00,15.58,16.69,15.31,16.0,1199662,13.206910529208699,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.366879213734011,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.97292793982534,3.4090776903399913,False,False,True,False,True,9.593339547591388,1,1.043027669153166,0.9638526502579605,False,False,False,False,0.3428282382526531,0.2916052082845796,False,False,False,False,-8440135,-6438984.142668828,False,False,False,False,2030533.5731147772,False,False,False,False
2023-07-28 00:00:00+00:00,16.21,16.46,15.2,15.64,1192639,13.263007214474245,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.468339814019116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.015713649743944,4.4741040701183294,False,False,True,False,True,10.766335303730461,0,1.0412416597930567,0.9475291754118041,False,False,False,False,0.31559174654777006,0.30359847741617485,False,False,False,False,-7247496,-6498873.9098785445,False,False,False,False,1968467.3084396087,False,False,False,False
2023-08-04 00:00:00+00:00,16.25,16.68,15.4,16.26,1563020,13.337142688643395,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,13.596521094702378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7928750402273,5.281130109602643,False,False,True,False,True,10.840881625441344,0,1.0589199504175366,0.9343521659707724,False,False,False,False,0.34282823839251453,0.3232133579043447,False,False,False,False,-5684476,-6438548.138776431,False,True,False,False,1938434.1744811193,False,False,False,False
2023-08-11 00:00:00+00:00,16.25,16.75,15.4208,16.25,1523425,13.406525771974392,,,16.140266666666665,"rgba(38, 166, 154, 0.5)",0.0,0.0,,14.444426018771583,,-1.0,16.75,15.4208,0.0,0.0,0.0,0.0,0.0,59.34799031914399,5.883623658135932,False,False,True,False,True,10.840881625441344,0,1.0571020230477959,0.9447624992812965,False,True,False,False,0.34282823854835315,0.3330207982263489,False,False,False,False,-5684476,-6382690.943311511,False,True,False,False,1907692.7541491846,False,False,False,False
2023-08-18 00:00:00+00:00,14.55,16.25,14.19,16.25,1095928,13.434344849920386,,,15.661788484917203,"rgba(38, 166, 154, 0.5)",0.0,0.0,,14.353124148918639,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.61167291346274,5.883623658135932,False,False,True,False,True,6.6476946850620635,0,1.0243039841772683,0.9905717302760597,False,False,False,False,0.21070378601057918,0.271862292118464,False,False,False,False,-6780404,-6412151.169732881,False,False,False,False,1847562.0316196154,False,False,False,False
