date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_28,Gap_Down_aVWAP_110,aVWAP_OB_bull_144,aVWAP_OB_bear_58,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-07-01 00:00:00+00:00,9.01,12.04,8.3,11.75,7579098,,,,,#000000,-1.0,8.384286,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7579098.0,False,False,False,False
2022-07-08 00:00:00+00:00,8.97,10.47,8.5,9.5,849229,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-849229,-62905.85185185185,False,False,False,False,7080589.185185185,False,False,False,False
2022-07-15 00:00:00+00:00,8.01,9.66,7.71,9.15,902628,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1751857,-188013.34430727022,False,False,False,False,6622962.430727023,False,False,False,False
2022-07-22 00:00:00+00:00,8.5,8.65,7.01,8.17,565013,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.853295379899281,-40.68555671118896,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1186844,-262000.80028450946,False,False,False,False,6174225.435858354,False,False,False,False
2022-07-29 00:00:00+00:00,9.2,9.57,8.34,8.79,629988,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.358247825961957,-28.323295420336517,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-556856,-283841.9261893606,False,False,False,False,5763541.181350328,False,False,False,False
2022-08-05 00:00:00+00:00,8.94,9.42,8.461,9.42,304551,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0319996747072,-21.91780067830395,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-861407,-326624.5242494079,False,False,False,False,5359171.538287341,False,False,False,False
2022-08-12 00:00:00+00:00,9.94,9.96,8.77,8.89,269471,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.24249870988449,-13.190607025924017,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-591936,-346277.2261568592,False,False,False,False,4982156.683599389,False,False,False,False
2022-08-19 00:00:00+00:00,9.5,10.23,9.0,10.0,397586,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95072961833213,-9.806245901864315,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-989522,-393924.987182277,False,False,False,False,4642558.855184619,False,False,False,False
2022-08-26 00:00:00+00:00,10.09,10.1,9.0,9.78,238418,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.282172589619975,-5.690001279237734,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-751104,-420382.6918354417,False,False,False,False,4316326.199245018,False,False,False,False
2022-09-02 00:00:00+00:00,10.1,10.4,9.29,10.4,423328,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.12017903170111,-2.883331833450775,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-327776,-413522.93688466825,False,False,False,False,4027955.9622639054,False,False,False,False
2022-09-09 00:00:00+00:00,11.11,11.41,10.15,10.21,433947,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3014357263678,1.3500123552065872,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,106171,-375027.08970802615,False,False,False,False,3761733.0761702824,False,False,False,False
2022-09-16 00:00:00+00:00,8.75,11.53,8.64,11.21,3478403,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.64,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.105663701263325,1.3500123552065872,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3372232,-597042.2682481724,False,False,False,False,3740745.6631206316,False,False,False,False
2022-09-23 00:00:00+00:00,8.05,8.97,7.86,8.59,1054993,,,,,#000000,0.0,0.0,,9.326609352753065,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.713286445075155,1.3500123552065872,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4427225,-880759.5076371966,False,False,False,False,3541801.021407992,False,False,False,False
2022-09-30 00:00:00+00:00,8.25,8.65,7.775,7.92,591049,,,,,#000000,0.0,0.0,,9.199550694432926,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.113259301156255,10.115328840159243,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3836176,-1099679.247812219,False,False,False,False,3323226.7975999927,False,False,False,False
2022-10-07 00:00:00+00:00,8.9,9.37,8.25,8.25,575847,,,,,#000000,0.0,0.0,,9.163228662379636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88766816552675,10.115328840159243,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3260329,-1259727.3776039064,False,False,False,False,3119717.1829629564,False,False,False,False
2022-10-14 00:00:00+00:00,7.91,8.96,7.61,8.96,374209,,,,,#000000,0.0,0.0,,8.630713258449816,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79772393282008,8.164295040112655,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3634538,-1435639.2755591727,False,False,False,False,2916346.2064471818,False,False,False,False
2022-10-21 00:00:00+00:00,8.5,8.61,7.875,8.25,344689,,,,,#000000,0.0,0.0,,8.650312273097118,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67205251841371,7.962289773522372,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3289849,-1572988.144036271,False,False,False,False,2725853.080043687,False,False,False,False
2022-10-28 00:00:00+00:00,9.85,9.9,8.3,8.5,398058,,,,,#000000,0.0,0.0,,8.85644421830214,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14493532654529,7.962289773522372,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2891791,-1670677.2444780285,False,False,False,False,2553423.814855266,False,False,False,False
2022-11-04 00:00:00+00:00,10.72,10.96,9.5,9.85,422684,,,,,#000000,0.0,0.0,,9.136092984024124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.232346827966964,7.962289773522372,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2469107,-1729820.189331508,False,False,False,False,2395591.235977098,False,False,False,False
2022-11-11 00:00:00+00:00,11.97,12.22,10.35,10.88,933001,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,9.722602879653584,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.010247651493316,7.962289773522372,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1536106,-1715470.9901217667,False,False,False,False,2287251.2184973126,False,False,False,False
2022-11-18 00:00:00+00:00,10.91,12.65,10.78,11.72,845743,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.48156829490708,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.63274922757956,7.962289773522372,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-2381849,-1764832.324186821,False,False,False,False,2180472.831941956,False,False,False,False
2022-11-25 00:00:00+00:00,9.89,10.96,9.56,10.96,591439,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.300082620666174,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.37004233171844,7.962289773522372,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-2973288,-1854347.5594322416,False,False,False,False,2062766.622168478,False,False,False,False
2022-12-02 00:00:00+00:00,11.82,12.325,9.7,9.87,977346,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.463182575197498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.820840852896914,7.962289773522372,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1995942,-1864836.0365113348,False,False,False,False,1982365.0946004428,False,False,False,False
2022-12-09 00:00:00+00:00,10.83,11.92,10.5,11.74,591071,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.50720721212265,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3629904915646,7.962289773522372,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-2587013,-1918330.626399384,False,False,False,False,1879306.2727781879,False,False,False,False
2022-12-16 00:00:00+00:00,14.99,15.53,10.55,11.0,2294368,,,,,"rgba(38, 166, 154, 0.5)",1.0,15.52,,11.978509559221116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.622483576950344,-0.23299078831865216,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-292645,-1797909.4688883186,False,False,False,False,1910051.5859057296,False,False,False,False
2022-12-23 00:00:00+00:00,12.23,14.66,11.11,14.6,1441480,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.002008907209117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.73344081091362,-0.23299078831865216,False,False,True,False,True,,0,,,False,False,False,False,0.32094890155115763,0.32094890155115763,False,False,False,False,-1734125,-1793184.6934151098,False,False,False,False,1875342.579542342,False,False,False,False
