date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_917,Gap_Up_aVWAP_912,Gap_Up_aVWAP_761,Gap_Up_aVWAP_730,Gap_Up_aVWAP_728,Gap_Up_aVWAP_645,Gap_Up_aVWAP_632,Gap_Up_aVWAP_613,Gap_Up_aVWAP_586,Gap_Up_aVWAP_535,Gap_Down_aVWAP_894,Gap_Down_aVWAP_848,Gap_Down_aVWAP_844,Gap_Down_aVWAP_815,Gap_Down_aVWAP_797,Gap_Down_aVWAP_793,Gap_Down_aVWAP_783,Gap_Down_aVWAP_773,Gap_Down_aVWAP_759,Gap_Down_aVWAP_758,aVWAP_OB_bear_798,aVWAP_OB_bear_757,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,35.28,35.29,32.74,34.3,984634,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,984634.0,False,False,False,False
2022-01-04 00:00:00+00:00,32.77,35.34,32.32,35.23,1256575,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1256575,-49277.450980392154,False,False,False,False,995298.3529411765,False,False,False,False
2022-01-05 00:00:00+00:00,29.82,32.62,29.68,32.55,1076933,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2333508,-138855.1195693964,False,False,False,False,998499.7116493656,False,False,False,False
2022-01-06 00:00:00+00:00,29.09,30.697,28.435,29.84,806264,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,29.68,29.58,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3139772,-256538.1344882436,False,False,False,False,990961.0562905669,False,False,False,False
2022-01-07 00:00:00+00:00,28.05,29.58,27.835,28.76,1047939,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4187711,-410701.7762730184,False,False,False,False,993195.4854556427,False,False,False,False
2022-01-10 00:00:00+00:00,27.53,27.71,26.56,27.71,1115115,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5302826,-602549.7850466255,False,False,False,False,997976.6428887547,False,False,False,False
2022-01-11 00:00:00+00:00,28.05,28.49,27.2,27.49,676130,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.901416516891918,-47.34036819284908,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4626696,-760359.4405349932,False,False,False,False,985355.2059127252,False,False,False,False
2022-01-12 00:00:00+00:00,26.11,28.3647,26.11,28.13,739966,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,27.2,26.19,0.0,4.072059327360661,-46.42846875641339,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5366662,-940998.7565924445,False,False,False,False,975732.0997985008,False,False,False,False
2022-01-13 00:00:00+00:00,24.99,26.19,24.85,26.19,927443,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,26.11,25.3137,0.0,4.546344798705414,-46.15948641509882,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6294105,-1150924.491628035,False,False,False,False,973838.4096103243,False,False,False,False
2022-01-14 00:00:00+00:00,24.94,25.3137,24.03,24.78,636463,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.849744184258997,-46.00433550714555,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6930568,-1377577.1782308572,False,False,False,False,960608.0013903116,False,False,False,False
