date,Open,High,Low,Close,Volume,Gap_Down_aVWAP_153,Gap_Down_aVWAP_147,Gap_Down_aVWAP_135,Gap_Down_aVWAP_87,Gap_Down_aVWAP_63,Gap_Down_aVWAP_57,Gap_Down_aVWAP_15,aVWAP_OB_bear_6,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-07-24 17:00:00+00:00,28.55,28.75,26.0,26.85,249003.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,249003.0,False,False,False,False
2025-07-24 18:00:00+00:00,26.65,28.0,26.53,27.71,143540.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,143540.0,2225.4263565891474,False,False,False,False,247367.91472868217,False,False,False,False
2025-07-24 19:00:00+00:00,27.75,27.85,26.26,26.58,252401.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1173020527859,-19.589442815249342,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-108861.0,503.15618051799765,False,False,False,False,247445.94705847005,False,False,False,False
2025-07-25 14:00:00+00:00,27.41,28.39,27.39,28.28,34621.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85066883781738,-19.589442815249342,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-74240.0,-655.6524424357698,False,False,False,False,244146.33547616817,False,False,False,False
2025-07-25 15:00:00+00:00,28.33,30.0,28.29,30.0,30708.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.27235934675849,-16.929714420290168,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-43532.0,-1320.4020169716493,False,False,False,False,240837.2139959175,False,False,False,False
2025-07-25 16:00:00+00:00,29.95,29.95,28.885,28.97,25075.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8978294379165,-16.929714420290168,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-68607.0,-2363.605086475965,False,False,False,False,237492.0633913296,False,False,False,False
2025-07-25 17:00:00+00:00,28.97,31.095,28.945,30.55,21539.0,,,,,,,,30.196666666666665,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,-1.0,31.095,28.945,0.0,0.0,0.0,0.0,0.0,73.92712209881299,-14.365491869138665,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-47068.0,-3056.6964804840895,False,False,False,False,234143.9538813865,False,False,False,False
2025-07-25 18:00:00+00:00,30.52,30.775,29.855,29.855,14334.0,,,,,,,,30.18268149676172,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.19714943979199,-13.456425409723494,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-61402.0,-3961.274829623871,False,False,False,False,230736.04761965957,False,False,False,False
2025-07-25 19:00:00+00:00,29.955,30.18,29.24,29.825,68487.0,,,,,,,,29.897637392998597,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.25917327942761,-11.873071156344537,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-129889.0,-5913.642661722726,False,False,False,False,228220.55850927724,False,False,False,False
2025-07-28 14:00:00+00:00,30.075,30.31,29.205,30.29,11102.0,,,,,,,,29.90122991402655,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.95766580500232,-8.705788135985742,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-118787.0,-7663.617194099118,False,False,False,False,224854.379307583,False,False,False,False
2025-07-28 15:00:00+00:00,30.31,30.5,30.1,30.28,12695.0,,,,,,,,29.940070967641255,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.70944101119085,-5.652271334877028,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-131482.0,-9583.282043803007,False,False,False,False,221565.08660513983,False,False,False,False
2025-07-28 16:00:00+00:00,30.255,30.865,29.95,30.02,30165.0,,,,,,,,30.004519902477234,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.24441662474632,-4.17621504537437,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-161647.0,-11940.859066379704,False,False,False,False,218597.64340195936,False,False,False,False
2025-07-28 17:00:00+00:00,30.02,30.11,29.16,29.33,13753.0,,,,,,,,29.96686057436196,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.142826787745676,-4.17621504537437,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-175400.0,-14475.109313412577,False,False,False,False,215421.75745774293,False,False,False,False
2025-07-28 18:00:00+00:00,29.33,30.0,29.33,29.91,28841.0,,,,,,,,29.935252277900553,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22802175318799,-4.17621504537437,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-146559.0,-16522.921572119358,False,False,False,False,212529.03253591745,False,False,False,False
2025-07-28 19:00:00+00:00,29.95,29.965,29.205,29.61,22911.0,,,,,,,,29.900253350429875,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.29238834876883,-4.17621504537437,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-169470.0,-18894.194105884948,False,False,False,False,209589.21807799625,False,False,False,False
2025-07-29 14:00:00+00:00,28.8,29.05,28.4,28.42,9538.0,,,,,,,28.623333333333335,29.848063591369748,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.73053631504996,-4.17621504537437,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-179008.0,-21376.578693390606,False,False,False,False,206487.64880546916,False,False,False,False
2025-07-29 15:00:00+00:00,28.42,28.56,27.755,28.105,12447.0,,,,,,,28.349689940110682,29.76157364164484,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.101804728143165,-4.17621504537437,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-191455.0,-24013.453442330287,False,False,False,False,203479.26665344636,False,False,False,False
2025-07-29 16:00:00+00:00,28.095,28.82,27.79,28.73,9446.0,,,,,,,28.378834484001995,29.712914593600726,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.458869124711725,-4.17621504537437,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-182009.0,-26462.996799813536,False,False,False,False,200470.99895339293,False,False,False,False
2025-07-29 17:00:00+00:00,28.58,28.745,28.365,28.43,4963.0,,,,,,,28.397175908116726,29.690035879758618,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.023358237535135,-4.17621504537437,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-186972.0,-28951.508477335807,False,False,False,False,197439.86718667365,False,False,False,False
