date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_191,Gap_Up_aVWAP_189,Gap_Up_aVWAP_156,Gap_Down_aVWAP_24,aVWAP_OB_bull_11,aVWAP_OB_bear_118,aVWAP_OB_bear_57,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-05-13 00:00:00+00:00,4.54,4.71,3.89,4.65,159443569,,,,,6.656603043410079,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.0030654945078314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.610078751090086,-28.677025958910452,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-954777848,-265272737.9056545,False,False,False,False,147690784.1838087,False,False,False,False
2022-05-20 00:00:00+00:00,4.72,5.17,4.47,4.59,123912173,,,,,6.539691156969864,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.958284881290076,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.108263556310284,-27.934575933651693,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-830865675,-307168511.0237541,False,False,False,False,145929405.5776007,False,False,False,False
2022-05-27 00:00:00+00:00,4.55,4.75,4.24,4.74,98466619,,,,,6.443780932313189,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.882481665149201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.46677664341376,-27.302509336898414,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-929332294,-353254717.1701427,False,False,False,False,142413643.60888955,False,False,False,False
2022-06-03 00:00:00+00:00,4.2,4.6,4.15,4.52,85091353,,,,,6.3601963596419955,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.808668118379986,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.431372044206846,-27.141828125856446,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1014423647,-402230193.45383584,False,False,False,False,138167548.00823107,False,False,False,False
2022-06-10 00:00:00+00:00,3.38,4.295,3.37,4.26,136190856,,,,,6.20170521200599,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.641329541307626,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.47677010752138,-27.141828125856446,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1150614503,-457666068.23503315,False,False,False,False,138021126.37799174,False,False,False,False
2022-06-17 00:00:00+00:00,3.2,3.33,3.02,3.21,117647072,,,,3.183333333333334,6.05492599931213,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.483137513432996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.834526885696455,-27.141828125856446,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1268261575,-517710179.84725296,False,False,False,False,136511937.16480714,False,False,False,False
2022-06-24 00:00:00+00:00,3.61,3.72,3.14,3.295,77742278,,,,3.3053510648695377,5.975070173723914,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.4074403940491935,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.843413934862454,-27.141828125856446,False,False,False,True,True,,0,,,False,False,False,False,-0.30577716830855667,-0.30577716830855667,False,False,False,False,-1190519297,-567547892.2289379,False,False,False,False,132158629.07852513,False,False,False,False
2022-07-01 00:00:00+00:00,3.15,3.72,3.06,3.63,77771728,,,,3.306674663828449,5.894572205254294,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.330082876958422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.154045457176274,-27.141828125856446,False,False,False,True,True,,0,0.8429360487945341,1.1406096325077502,False,False,False,False,-0.31153320285512864,-0.3086551855818427,False,False,False,False,-1268291025,-619454790.9527203,False,False,False,False,128129969.73937513,False,False,False,False
2022-07-08 00:00:00+00:00,3.42,3.62,3.0,3.08,71325885,,,,3.31495499168329,5.825894137608539,,,"rgba(239, 83, 80, 0.5)",-1.0,2.0244443,,4.645633787671357,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44046374693178,-26.325638414921308,False,False,False,True,True,,0,0.8620726853831722,1.1427432124735608,False,False,False,False,-0.32310597598176816,-0.3158805807818054,False,False,False,False,-1196965140,-662233335.3265928,False,False,False,False,123922259.75868069,False,False,False,False
2022-07-15 00:00:00+00:00,3.3,3.81,3.08,3.38,139448705,,,,3.338500656971621,5.704285044486141,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.57312246122492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.447467136806935,-25.45867026533599,False,False,False,True,True,,0,0.856326957099942,1.1531720870587399,False,False,False,False,-0.3036237307361505,-0.30975215575897797,False,False,False,False,-1336413845,-712172632.3394378,False,False,False,False,125072366.81359322,False,False,False,False
2022-07-22 00:00:00+00:00,3.5,4.16,3.31,3.37,218336589,,,,3.437418534760658,5.5554563204414436,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.524153673623392,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.06141899158189,-24.04947498655746,False,False,False,True,True,,0,0.9034675574888749,1.101339037158982,False,False,False,False,-0.262497749608633,-0.28612495268380544,False,False,False,False,-1118077256,-742239641.4994794,False,False,False,False,131980827.71629003,False,False,False,False
2022-07-29 00:00:00+00:00,3.65,3.67,3.17,3.54,136750675,,,,3.4470752696621965,5.465812851229154,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.4696510294630745,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96089698583504,-22.432346230203862,False,False,False,True,True,,0,0.9191778773685934,1.084863228762977,False,False,False,False,-0.3072143219480842,-0.2966696373159448,False,False,False,False,-981326581,-759949785.1661847,False,False,False,False,132334149.73730558,False,False,False,False
2022-08-05 00:00:00+00:00,3.9,4.14,3.37,3.55,136100410,,,,3.496799100938761,5.396761966088148,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.450022626411011,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3698275087235,-20.4042458053021,False,False,False,True,True,,0,0.9139110766394457,1.0860889233605542,False,False,False,False,-0.2596946722137889,-0.27818215476486685,False,False,False,False,-845226171,-766266554.487208,False,False,False,False,132613131.97898665,False,False,False,False
2022-08-12 00:00:00+00:00,4.03,4.43,3.82,3.93,162464176,,,,3.5819929352489024,5.335190057152561,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.452598711006029,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.77458847167733,-18.465160855749225,False,False,False,True,True,,0,0.9111792117260278,1.1203921585135357,False,False,False,False,-0.20850333444932279,-0.24334274460709482,False,False,False,False,-682761995,-760081031.5622296,False,False,False,False,134824320.42498764,False,False,False,False
2022-08-19 00:00:00+00:00,3.74,4.52,3.71,4.0,175226320,,,,3.6364512098503132,5.269976329166103,,,"rgba(239, 83, 80, 0.5)",1.0,3.7441666,,4.119200221971099,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.107154516011015,-17.612944131484113,False,False,False,True,True,,0,0.8874711661683041,1.1221700128150365,False,False,False,False,-0.20987168191087868,-0.22660721325898675,False,False,False,False,-857988315,-767333422.9279904,False,False,False,False,137817061.1342478,False,False,False,False
2022-08-26 00:00:00+00:00,3.83,4.19,3.51,3.66,114316221,,,,3.6530229178035505,5.226238590458116,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.097895244698911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.64366072753569,-16.587294010212574,False,False,False,True,True,,0,0.9165585819282316,1.0907911802853436,False,False,False,False,-0.24643360039522358,-0.23652040682710518,False,False,False,False,-743672094,-765580731.8962874,False,False,False,False,136076258.16134056,False,False,False,False
2022-09-02 00:00:00+00:00,3.36,4.0,3.35,3.78,90171577,,,,3.6480889565872276,5.187132145884244,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.061357840993487,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94501811206679,-16.587294010212574,False,False,False,True,True,,0,0.9199648197009674,1.0927880386983289,False,False,False,False,-0.27093142629176586,-0.25372591655943555,False,False,False,False,-833843671,-770637245.9039699,False,False,False,False,132675911.40864867,False,False,False,False
2022-09-09 00:00:00+00:00,3.4,3.49,3.12,3.405,86974099,,,,3.6312055290794514,5.145927434824338,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.016561366091061,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.590015451199825,-16.587294010212574,False,False,False,True,True,,0,0.9159626500666963,1.0907069808803913,False,False,False,False,-0.3238320302234052,-0.28877897339142033,False,False,False,False,-746869572,-768876677.4666388,False,False,False,False,129290591.97097099,False,False,False,False
2022-09-16 00:00:00+00:00,3.19,3.53,3.17,3.42,70115154,,,,3.61719670711849,5.113316808769604,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.984937704355712,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.85134822898552,-16.587294010212574,False,False,False,True,True,,1,0.9264639128461191,1.0898774398547435,False,False,False,False,-0.31730930787002687,-0.3030441406307236,False,False,False,False,-816984726,-772440236.6172581,False,False,False,False,124907226.1953435,False,False,False,False
2022-09-23 00:00:00+00:00,2.72,3.23,2.65,3.18,84753986,,,,3.5810368584073182,5.066426352480054,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.4616980131853357,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31738565968102,-16.587294010212574,False,False,False,True,True,,1,0.8631633714880332,1.2778355879292402,False,False,False,False,-0.34282825441539394,-0.3229361975230588,False,False,False,False,-901738712,-782017901.4604242,False,False,False,False,121932912.10679953,False,False,False,False
2022-09-30 00:00:00+00:00,2.75,3.03,2.67,2.7,74918625,,,,3.5498135317579433,5.025671866929449,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.4182260270965203,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.34461009941507,-16.587294010212574,False,False,False,True,False,,0,0.7374614738021855,1.3339871112356403,False,False,False,False,-0.34282825441539394,-0.33288222596922634,False,False,False,False,-826820087,-785336581.8707632,False,False,False,False,118450372.32111067,False,False,False,False
2022-10-07 00:00:00+00:00,3.17,4.09,2.73,2.79,264097266,,,,3.522145417041572,4.923889707977152,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3705616030210583,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31954165450127,-16.587294010212574,False,False,False,True,False,,1,0.7955529887380884,1.2292809702570024,False,False,False,False,-0.2301595843577276,-0.28152090516347694,False,False,False,False,-562722821,-768846673.6581141,False,False,False,False,129239031.11213951,False,False,False,False
2022-10-14 00:00:00+00:00,3.14,3.4,2.83,3.15,102396629,,,,3.5035878401890086,4.882938489914195,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.341372312294872,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93956292646681,-16.587294010212574,False,False,False,True,False,,1,0.8129201987722888,1.1935106693949138,False,False,False,False,-0.27286010387089443,-0.2771905045171857,False,False,False,False,-665119450,-761163175.6093649,False,False,False,False,127250705.0297588,False,False,False,False
2022-10-21 00:00:00+00:00,3.36,3.53,3.19,3.23,76541470,,,,3.4987613372509414,4.857480021273488,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3494417366114964,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.24976886534735,-15.490166933639237,False,False,False,True,False,,1,0.8778947368421054,1.1419548872180454,False,False,False,False,-0.1813585129878368,-0.22927450875251126,False,False,False,False,-588577980,-748379087.0457082,False,False,False,False,123494465.39792481,False,False,False,False
2022-10-28 00:00:00+00:00,3.63,3.78,3.13,3.34,103228994,,,,3.4993932890597943,4.82784406494544,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3745617219506903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.20186380360016,-13.432875374132259,False,False,False,True,True,,1,0.8959641255605382,1.0860986547085203,False,False,False,False,-0.14440670615985088,-0.18684060745618108,False,False,False,False,-485348986,-728895375.8571372,False,False,False,False,121993319.3684489,False,False,False,False
2022-11-04 00:00:00+00:00,3.81,4.19,3.49,3.6,145175583,,,,3.5183978254252044,4.797834127133075,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.442361537335664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.24835077239255,-11.345346698645912,False,False,False,True,True,,1,0.9307437518819635,1.0644384221619994,False,False,False,False,0.0016751116340388555,-0.09258274791107111,False,False,False,False,-340173403,-700101155.6454974,False,False,False,False,123710524.08189714,False,False,False,False
2022-11-11 00:00:00+00:00,4.18,4.25,3.58,3.87,130373766,,,,3.5422027167969383,4.776940233298941,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.5052690691870643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.96827455809792,-8.67096966529877,False,False,False,True,True,,1,0.9792998477929985,1.02130898021309,False,False,False,False,0.026808432835378638,-0.03288715753784624,False,False,False,False,-209799637,-663782524.6347198,False,False,False,False,124204097.55731216,False,False,False,False
2022-11-18 00:00:00+00:00,3.86,4.44,3.84,4.39,107393367,,,,3.561808499378194,4.761455977218411,,,#000000,0.0,0.0,,3.549900405857064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.80690942169868,-7.840581187084865,False,False,False,False,True,,1,0.9595712098009188,1.0379785604900458,False,False,False,False,0.18981566015092352,0.07846425130653864,False,False,False,False,-317193004,-638109226.8099258,False,False,False,False,122958858.25677052,False,False,False,False
2022-11-25 00:00:00+00:00,3.85,3.88,3.59,3.835,47146931,,,,3.565356992344089,4.752342845553878,,,#000000,0.0,0.0,,3.5576890360489744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.371755802236464,-7.240321441032307,False,False,False,False,True,,1,0.9577770878609129,1.0471903135672151,False,False,False,False,0.053066123923173336,0.06576518761485599,False,False,False,False,-364339935,-617830020.0091906,False,False,False,False,117343159.94145419,False,False,False,False
2022-12-02 00:00:00+00:00,4.58,4.72,3.65,3.8,112451751,,,,3.5942621813868345,4.742965419468424,,,#000000,0.0,0.0,,3.614657104763128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.125264880032276,-4.5382178260301345,False,False,False,False,True,,1,0.9683109118086698,0.9862481315396115,False,False,False,False,0.3428281989354279,0.20429669327514194,False,False,False,False,-251888184,-590723217.3418431,False,True,False,False,116980833.35319832,False,True,False,False
2022-12-09 00:00:00+00:00,3.48,5.12,3.46,4.66,187151413,,,,3.6198817649123005,4.717963161939659,,,#000000,0.0,0.0,,3.751336314733099,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.738359292085235,-4.5382178260301345,False,False,False,False,True,0.0,1,1.0034364261168385,0.9464490263459334,False,False,False,False,0.3428282029808417,0.2735624481279918,False,False,False,False,-439039597,-579487393.6128176,False,False,False,False,122178654.06777622,False,False,False,False
2022-12-16 00:00:00+00:00,3.26,3.72,3.13,3.48,95086935,,,,3.612468444030083,4.69468745601384,,,#000000,0.0,0.0,,3.6834572051728074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.201144987678596,-4.5382178260301345,False,False,False,False,False,0.0,1,1.0028264556246467,0.9745618993781798,False,False,False,False,-0.06655645421841451,0.10350299695478865,False,False,False,False,-534126532,-576127329.7896459,False,False,False,False,120171860.06275576,False,False,False,False
2022-12-23 00:00:00+00:00,2.79,3.225,2.69,3.22,91939668,,,,3.592647412054057,4.665243156894216,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.59798879967542,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.010601681038466,-0.16214577221114013,False,False,False,True,False,0.0,1,0.9691742081447965,1.0226244343891402,False,False,False,False,-0.2884734481177557,-0.09248522558148353,False,False,False,False,-626066200,-579826505.3607832,False,False,False,False,118080586.5766257,False,False,False,False
2022-12-30 00:00:00+00:00,2.69,2.78,2.52,2.78,58647387,,,,3.576405814429295,4.644490175788401,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3158489964680724,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.223310898003085,-1.8670329196591666,False,False,False,True,False,0.0,1,0.9626951995373049,1.0482938114517062,False,False,False,False,-0.34282825441539394,-0.21765673999843874,False,False,False,False,-684713587,-587595918.8155401,False,False,False,False,113678127.34872751,False,False,False,False
2023-01-06 00:00:00+00:00,2.95,2.99,2.7,2.77,65673502,,,,3.563038235589139,4.62424207717869,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.311799916609351,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857382955862896,-2.226572271816025,False,False,False,True,False,0.0,1,0.9755450795521508,1.0303476723629934,False,False,False,False,-0.25703949593722386,-0.23734811796783128,False,False,False,False,-619040085,-589925116.3106853,False,False,False,False,110122229.17474769,False,False,False,False
2023-01-13 00:00:00+00:00,3.17,3.31,2.64,2.81,118325901,,,,3.545553964524458,4.5921506871561455,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.310654856643954,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.34341241077048,-2.226572271816025,False,False,False,True,False,0.0,1,0.9671791839148433,1.0227675931401539,False,False,False,False,-0.201906987126471,-0.21962755254715116,False,False,False,False,-500714184,-583316899.1024864,False,False,False,False,110729908.56921083,False,False,False,False
2023-01-20 00:00:00+00:00,3.05,3.36,2.9,3.188,74052184,,,,3.5364920655112813,4.573512854615662,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.308385197045293,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.36394089984232,-2.226572271816025,False,False,False,True,False,0.0,1,0.9688067837674139,1.0420956995760147,False,False,False,False,-0.13769292001707248,-0.1786602362821118,False,False,False,False,-574766368,-582683526.4282281,False,False,False,False,108013040.08260262,False,False,False,False
