date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_322,Gap_Up_aVWAP_308,Gap_Up_aVWAP_306,Gap_Up_aVWAP_282,Gap_Up_aVWAP_225,Gap_Up_aVWAP_216,Gap_Up_aVWAP_189,Gap_Up_aVWAP_145,Gap_Up_aVWAP_133,Gap_Up_aVWAP_116,Gap_Down_aVWAP_327,Gap_Down_aVWAP_245,Gap_Down_aVWAP_221,Gap_Down_aVWAP_210,Gap_Down_aVWAP_192,Gap_Down_aVWAP_182,Gap_Down_aVWAP_27,aVWAP_OB_bull_245,aVWAP_OB_bull_111,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,52.04,54.24,51.03,51.67,113651,,,,,,,,,,,,,,,,,,,,#000000,1.0,55.363335,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,113651.0,False,False,False,False
2022-01-04 00:00:00+00:00,51.05,52.84,50.01,52.04,110538,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-110538,-4334.823529411765,False,False,False,False,113528.92156862745,False,False,False,False
2022-01-05 00:00:00+00:00,48.63,51.58,48.35,51.58,74308,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-184846,-11413.693194925028,False,False,False,False,111990.84621299502,False,False,False,False
2022-01-06 00:00:00+00:00,48.44,50.0,48.1,48.74,90233,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-275079,-21753.509148065226,False,False,False,False,111137.59734189718,False,False,False,False
2022-01-07 00:00:00+00:00,47.5,49.03,47.1,48.54,118399,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-393478,-36330.94016186659,False,False,False,False,111422.35823045025,False,False,False,False
2022-01-10 00:00:00+00:00,47.21,47.36,44.45,46.76,187313,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-580791,-57682.31505747966,False,False,False,False,114398.46182925614,False,False,False,False
2022-01-11 00:00:00+00:00,47.33,47.715,46.496,47.62,128196,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1201813590528737,-48.97316708753487,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-452595,-73169.08701600987,False,False,False,False,114939.54175752061,False,False,False,False
2022-01-12 00:00:00+00:00,46.29,47.5788,45.8399,46.94,156334,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5951708089829202,-48.599992389490815,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-608929,-94179.2796820487,False,False,False,False,116562.85384546098,False,False,False,False
2022-01-13 00:00:00+00:00,46.65,47.355,46.01,46.84,168483,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6592492689480824,-45.85653729004153,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-440446,-107758.3667533409,False,False,False,False,118598.93800838408,False,False,False,False
2022-01-14 00:00:00+00:00,45.04,46.27,44.1,46.0,205874,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.645462074030052,-45.16083659243604,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-646320,-128878.4308022295,False,False,False,False,122021.48945903569,False,False,False,False
2022-01-18 00:00:00+00:00,43.07,44.6558,42.85,44.11,211271,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.583317144351759,-45.16083659243604,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-857591,-157455.3943001813,False,False,False,False,125521.4702645637,False,False,False,False
2022-01-19 00:00:00+00:00,41.79,43.505,41.6,43.48,211954,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.235395806050993,-45.16083659243604,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1069545,-193223.61413154675,False,False,False,False,128910.98123458082,False,False,False,False
2022-01-20 00:00:00+00:00,40.83,43.52,40.83,41.34,210317,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8188349403888715,-43.96712707746914,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1279862,-235836.88416560373,False,False,False,False,132103.37412734237,False,False,False,False
2022-01-21 00:00:00+00:00,40.84,42.41,40.22,40.42,152442,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585806394870737,-44.14946013772913,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1127420,-270800.9279238154,False,False,False,False,132900.96729881913,False,False,False,False
2022-01-24 00:00:00+00:00,44.66,44.94,39.641,40.05,387203,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.08033333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.246779610563472,-35.989775337701424,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-740217,-289209.4013385677,False,False,False,False,142873.59603219878,False,False,False,False
2022-01-25 00:00:00+00:00,44.61,45.23,43.436,43.57,207658,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.54985480137377,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.950922600078407,-29.54039376601702,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-947875,-315039.42481548665,False,False,False,False,145414.1608936812,False,False,False,False
2022-01-26 00:00:00+00:00,44.31,46.01,43.52,45.55,277148,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.88785698733232,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.64400233356367,-26.012785095868523,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1225023,-350725.05521487934,False,False,False,False,150580.19379981133,False,False,False,False
2022-01-27 00:00:00+00:00,42.19,44.58,41.88,44.58,249663,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.66426899634356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.137103477658513,-26.012785095868523,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1474686,-394801.95501037425,False,False,False,False,154465.794042956,False,False,False,False
2022-01-28 00:00:00+00:00,43.82,43.83,40.95,42.37,126929,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.583187156665744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9490711046916,-23.097844188503174,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1347757,-432172.7410883988,False,False,False,False,153385.91976676165,False,False,False,False
