date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_136,Gap_Down_aVWAP_24,aVWAP_OB_bear_173,aVWAP_OB_bear_150,aVWAP_OB_bear_108,aVWAP_OB_bear_57,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,505.1,526.49,497.7872,520.9,657928,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,657928.0,False,False,False,False
2022-01-07 00:00:00+00:00,516.88,535.0,490.4601,503.54,1006695,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1006695,74570.0,False,False,False,False,683762.5925925926,False,False,False,False
2022-01-14 00:00:00+00:00,449.33,519.45,428.13,517.0,1740977,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,490.4601,470.84,0.0,75.42799426228812,-60.57402581970344,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-734282,14655.037037037036,False,False,False,False,762074.7709190672,False,False,False,False
2022-01-21 00:00:00+00:00,443.44,470.84,435.56,445.0,1022054,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57912359235683,-60.57402581970344,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1756336,-116529.4842249657,False,False,False,False,781332.4915917289,False,False,False,False
2022-01-28 00:00:00+00:00,426.16,452.59,406.68,439.05,1400348,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.128489746762426,-60.57402581970344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3156684,-341726.11502311635,False,False,False,False,827185.4922145638,False,False,False,False
2022-02-04 00:00:00+00:00,419.04,428.87,404.5,426.16,1404163,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28927871158618,-60.57402581970344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4560847,-654253.587984367,False,False,False,False,869924.5668653368,False,False,False,False
2022-02-11 00:00:00+00:00,432.52,454.11,418.85,423.41,987568,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75449205332928,-60.57402581970344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3573279,-870477.6925781176,False,False,False,False,878638.8952456822,False,False,False,False
2022-02-18 00:00:00+00:00,378.26,432.05,378.14,430.09,1427704,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92119214955102,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5000983,-1176441.0486834422,False,False,False,False,919310.3844867428,False,False,False,False
2022-02-25 00:00:00+00:00,380.53,392.7,355.8685,377.61,771468,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.868998359280432,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4229515,-1402594.674706891,False,False,False,False,908359.096746984,False,False,False,False
2022-03-04 00:00:00+00:00,376.13,402.805,372.7,379.72,833871,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.546681130103046,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5063386,-1673764.4025063806,False,False,False,False,902841.4599509112,False,False,False,False
2022-03-11 00:00:00+00:00,346.62,381.02,342.74,377.17,642712,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,309.695,,356.79333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.087407522519122,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5706098,-1972455.7800985004,False,False,False,False,883572.6110656585,False,False,False,False
2022-03-18 00:00:00+00:00,401.62,402.95,345.31,348.78,783396,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,371.35043139322784,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.252784557783507,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4922702,-2190992.537128241,False,False,False,False,876152.1213570912,False,False,False,False
2022-03-25 00:00:00+00:00,383.2,409.78,378.88,401.1,528514,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,390.255,,383.5903835455994,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0138964965845,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5451216,-2432490.571415038,False,False,False,False,850401.1494047141,False,False,False,False
2022-04-01 00:00:00+00:00,391.15,401.15,377.85,384.49,402683,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,384.61927804749297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.750707633886396,-60.57402581970344,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5048533,-2626271.4920509607,False,False,False,False,817236.8420414019,False,False,False,False
