date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_165,Gap_Up_aVWAP_150,Gap_Up_aVWAP_87,aVWAP_OB_bull_120,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,32.1,32.1,29.403,31.5,23263,,,,,#000000,1.0,32.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,23263.0,False,False,False,False
2022-01-07 00:00:00+00:00,30.0,32.4,28.521,32.4,21824,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-21824,-1616.5925925925926,False,False,False,False,23156.407407407405,False,False,False,False
2022-01-14 00:00:00+00:00,33.6,34.5,29.4,29.4,63003,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.499486125385406,-96.24871531346352,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,41179,1553.4513031550066,False,False,False,False,26108.006858710563,False,False,False,False
2022-01-21 00:00:00+00:00,29.4,34.5,28.5,33.3,20869,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43828673824035,-90.56831471164206,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,20310,2942.8252806990804,False,False,False,False,25719.932276583855,False,False,False,False
2022-01-28 00:00:00+00:00,28.68,31.8,26.403,27.6,16188,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.961000000000006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18974376238181,-86.39943735430144,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,4122,3030.1715562028526,False,False,False,False,25013.863219059123,False,False,False,False
2022-02-04 00:00:00+00:00,31.8,34.2,27.8328,27.8328,24810,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.362893897263284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13911433446212,-77.766942087828,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,28932,4948.825515002642,False,False,False,False,24998.762239869557,False,False,False,False
2022-02-11 00:00:00+00:00,30.6,33.0,29.7,31.2,23179,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.629116724060022,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.70325116266349,-72.15741951667584,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,5753,5008.393995372816,False,False,False,False,24863.965036916255,False,False,False,False
2022-02-18 00:00:00+00:00,29.997,33.9,28.95,31.2,25649,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.720456493665534,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.602331347188944,-67.87649884093028,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19896,3163.6240697896446,False,False,False,False,24922.11577492246,False,False,False,False
2022-02-25 00:00:00+00:00,27.603,30.0,25.2,29.4,11254,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.3731438365651,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.800014530868694,-66.01661401036327,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31150,621.8741386941156,False,False,False,False,23909.66275455783,False,False,False,False
2022-03-04 00:00:00+00:00,26.154,28.41,25.5,27.0,11502,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,29.996649153505892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.18835932524514,-64.83727365318956,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-42652,-2583.598019727671,False,False,False,False,22990.576624590583,False,False,False,False
2022-03-11 00:00:00+00:00,27.0,27.72,24.9,26.1,14101,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,29.611891848156425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.19497071565854,-61.89689233013468,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28551,-4507.109277525621,False,False,False,False,22332.089467213504,False,False,False,False
2022-03-18 00:00:00+00:00,26.4,27.57,24.06,25.56,21961,,,,,"rgba(239, 83, 80, 0.5)",-1.0,19.8675,,27.544870109119778,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.750479472848845,-59.36808872301639,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-50512,-7914.878960671871,False,False,False,False,22304.60135853102,False,False,False,False
2022-03-25 00:00:00+00:00,27.579,32.1,24.84,26.16,55020,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.187908958114818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99707223840902,-55.20826250178628,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,4508,-6994.6657043258065,False,False,False,False,24727.964220862057,False,False,False,False
2022-04-01 00:00:00+00:00,27.9,28.6497,25.2,28.17,29159,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,27.987134108888807,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.295573879227454,-51.09086994963725,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,33667,-3982.6904669683395,False,False,False,False,25056.189093390796,False,False,False,False
2022-04-08 00:00:00+00:00,26.406,29.4,26.406,29.4,15598,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,27.935034382124346,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.96151962621991,-48.66956625579265,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,18069,-2349.2319138595735,False,False,False,False,24355.582493880367,False,False,False,False
