date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_40,Gap_Up_aVWAP_29,Gap_Down_aVWAP_161,aVWAP_OB_bull_74,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.2637160359,10.3013195183,9.811569955,9.819105723,128177,,,,,#000000,1.0,11.504728,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,128177.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.5651467564,10.7211371543,10.2411087318,10.3616810201,123494,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,123494,9147.703703703703,False,False,False,False,127830.11111111111,False,False,False,False
2022-01-14 00:00:00+00:00,10.7233978848,10.7761482609,10.3616810201,10.5500752204,116450,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,239944,26243.7256515775,False,False,False,False,126987.13991769547,False,False,False,False
2022-01-21 00:00:00+00:00,10.6028255965,11.0399001414,10.4060565276,10.6706475086,189081,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.51059035342531,43.865479943472366,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,50863,28067.375603312503,False,False,False,False,131586.6851089773,False,False,False,False
2022-01-28 00:00:00+00:00,10.7239142543,10.8222987887,10.0957668421,10.5498493087,169272,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.14979625877062,40.95464646840439,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,220135,42294.607040104165,False,False,False,False,134378.18991571973,False,False,False,False
2022-02-04 00:00:00+00:00,10.905547241,11.2181830193,10.6406658021,10.7314822954,100976,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.921465354133332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0003499680736,40.19998583657542,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,321111,62947.67318528164,False,False,False,False,131903.9536256664,False,False,False,False
2022-02-11 00:00:00+00:00,10.8071627065,10.939603426,10.6633699254,10.8979791998,179234,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.845932197278888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.17182538520375,36.86434715145677,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,141877,68794.28998637188,False,False,False,False,135409.88298672816,False,False,False,False
2022-02-18 00:00:00+00:00,10.3691281343,10.973659611,10.2471383915,10.8298668298,209594,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.710729844124732,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.48196499177884,27.11000861116534,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-67717,58682.34257997396,False,False,False,False,140905.00276548904,False,False,False,False
2022-02-25 00:00:00+00:00,10.4072499289,10.6664781322,10.0794024952,10.4224986467,96430,,,,,"rgba(38, 166, 154, 0.5)",-1.0,10.506217,,10.5207123434786,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.34193292592154,21.03564278616203,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28713,56462.391277753675,False,False,False,False,137610.55811619354,False,False,False,False
2022-03-04 00:00:00+00:00,10.8570871053,10.9409550534,10.4072499289,10.4453717235,256225,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.659991051581788,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.50850485011827,21.005979307341818,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,284938,73386.51044236452,False,False,False,False,146396.81307054957,False,False,False,False
