date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_855,Gap_Up_aVWAP_848,Gap_Up_aVWAP_846,Gap_Up_aVWAP_837,Gap_Up_aVWAP_821,Gap_Up_aVWAP_809,Gap_Up_aVWAP_771,Gap_Up_aVWAP_767,Gap_Up_aVWAP_764,Gap_Up_aVWAP_753,Gap_Down_aVWAP_893,Gap_Down_aVWAP_843,Gap_Down_aVWAP_728,Gap_Down_aVWAP_718,Gap_Down_aVWAP_715,Gap_Down_aVWAP_705,Gap_Down_aVWAP_688,Gap_Down_aVWAP_666,Gap_Down_aVWAP_649,Gap_Down_aVWAP_642,aVWAP_OB_bull_893,aVWAP_OB_bull_793,aVWAP_OB_bull_751,aVWAP_OB_bull_649,aVWAP_OB_bull_531,aVWAP_OB_bull_438,aVWAP_OB_bull_301,aVWAP_OB_bull_211,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,1.47,1.48,1.41,1.48,5202355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,1.2736167,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5202355.0,False,False,False,False
2022-01-04 00:00:00+00:00,1.52,1.55,1.465,1.47,8606697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8606697,337517.5294117647,False,False,False,False,5335858.607843137,False,False,False,False
2022-01-05 00:00:00+00:00,1.48,1.59,1.47,1.55,10417860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39716312056737,-12.411347517730519,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1811163,253255.54786620534,False,False,False,False,5535152.780084583,False,False,False,False
2022-01-06 00:00:00+00:00,1.45,1.495,1.42,1.48,9207998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05577055313344,-12.411347517730519,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-11019161,-188800.0030305086,False,False,False,False,5679185.92596362,False,False,False,False
2022-01-07 00:00:00+00:00,1.5,1.505,1.42,1.45,7673863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.77301984043459,-12.411347517730519,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3345298,-312584.2382057828,False,False,False,False,5757408.556317987,False,False,False,False
2022-01-10 00:00:00+00:00,1.53,1.53,1.45,1.47,8754612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.06504136272466,-12.411347517730519,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5409314,-88196.07200163446,False,False,False,False,5874945.946266301,False,False,False,False
2022-01-11 00:00:00+00:00,1.6,1.6,1.48,1.52,8543363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.80498054236105,-12.411347517730519,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,13952677,462426.4014101944,False,False,False,False,5979589.752295074,False,False,False,False
2022-01-12 00:00:00+00:00,1.71,1.72,1.5905,1.6,11102510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98894711898015,-12.411347517730519,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,25055187,1426848.3856686181,False,False,False,False,6180488.585538404,False,False,False,False
2022-01-13 00:00:00+00:00,1.67,1.75,1.67,1.7,10927937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.90394478257542,-11.623224161486505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14127250,1924903.3509365155,False,False,False,False,6366663.033164349,False,False,False,False
2022-01-14 00:00:00+00:00,1.64,1.68,1.6,1.67,11426006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52769487051891,-11.322951302886715,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2701244,1955348.0822723384,False,False,False,False,6565068.639706925,False,False,False,False
2022-01-18 00:00:00+00:00,1.63,1.71,1.59,1.61,8086232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19767401093347,-11.04814847188726,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-5384988,1667491.7653204822,False,False,False,False,6624722.104816457,False,False,False,False
2022-01-19 00:00:00+00:00,1.8,1.82,1.65,1.67,12316546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,1.7566666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0292331510251,-5.775707739374283,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6931558,1873925.7353079144,False,False,False,False,6847930.885019734,False,False,False,False
2022-01-20 00:00:00+00:00,1.72,1.81,1.72,1.81,9096202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,1.7538346459159126,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58908666829265,-5.775707739374283,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2164644,1715550.4515703493,False,False,False,False,6936098.379724842,False,False,False,False
2022-01-21 00:00:00+00:00,1.63,1.73,1.62,1.72,11299928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,1.7214213776539302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24852346431351,-5.775707739374283,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-13464572,1120251.5319009237,False,False,False,False,7107228.953068966,False,False,False,False
2022-01-24 00:00:00+00:00,1.64,1.66,1.5401,1.62,13130095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,1.690472798641106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.99561923760048,-5.775707739374283,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-334477,1063203.3541793188,False,False,False,False,7343419.778438811,False,False,False,False
2022-01-25 00:00:00+00:00,1.73,1.73,1.59,1.62,8241574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,1.6893848603170967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31008644531306,-5.775707739374283,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7907097,1331591.3402899338,False,False,False,False,7378641.512617682,False,False,False,False
2022-01-26 00:00:00+00:00,1.61,1.74,1.6,1.72,11827240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,1.6823176020295472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.384966011107764,-5.775707739374283,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3920143,1125640.9740040542,False,False,False,False,7553096.355260126,False,False,False,False
2022-01-27 00:00:00+00:00,1.52,1.6053,1.51,1.55,11544836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,1.6618653955979539,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41237556434841,-5.775707739374283,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-15464979,475028.42600389535,False,False,False,False,7709635.164857769,False,False,False,False
2022-01-28 00:00:00+00:00,1.53,1.53,1.44,1.49,9668659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,1.5719512350907836,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41401406223926,-5.775707739374283,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-5796320,229093.19361158574,False,False,False,False,7786459.628980994,False,False,False,False
