date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_864,Gap_Up_aVWAP_810,Gap_Up_aVWAP_780,Gap_Up_aVWAP_732,Gap_Up_aVWAP_720,Gap_Up_aVWAP_678,Gap_Up_aVWAP_672,Gap_Up_aVWAP_630,Gap_Up_aVWAP_618,Gap_Down_aVWAP_894,Gap_Down_aVWAP_882,Gap_Down_aVWAP_846,Gap_Down_aVWAP_786,Gap_Down_aVWAP_762,Gap_Down_aVWAP_756,Gap_Down_aVWAP_744,Gap_Down_aVWAP_719,Gap_Down_aVWAP_714,Gap_Down_aVWAP_702,aVWAP_OB_bull_862,aVWAP_OB_bull_830,aVWAP_OB_bull_668,aVWAP_OB_bull_509,aVWAP_OB_bull_439,aVWAP_OB_bull_284,aVWAP_OB_bear_733,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,1.01,1.035,1.0099,1.025,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,100.0,False,False,False,False
2025-02-03 16:00:00+00:00,1.025,1.025,1.005,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,98.44961240310077,False,False,False,False
2025-02-03 17:00:00+00:00,1.01,1.015,1.005,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090908994,-63.63636363636349,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,96.92326182320774,False,False,False,False
2025-02-03 18:00:00+00:00,1.01,1.015,1.01,1.01,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.017127799736377,-59.19367588932794,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-799.0,-12.387596899224807,False,False,False,False,107.80817249261537,False,False,False,False
2025-02-03 19:00:00+00:00,1.01,1.015,1.01,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14584100377946,-50.65886167367338,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-799.0,-24.58313803257016,False,False,False,False,106.13672795784613,False,False,False,False
2025-02-03 20:00:00+00:00,1.015,1.02,1.005,1.015,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.564983139808184,-44.64954099671806,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-799.0,-36.58960100880938,False,False,False,False,109.90205000501132,False,False,False,False
2025-02-04 15:00:00+00:00,1.015,1.015,1.015,1.015,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.177744563827332,-40.17176048344676,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-799.0,-48.40991727223869,False,False,False,False,109.74852984989487,False,False,False,False
2025-02-04 16:00:00+00:00,1.015,1.015,1.015,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.586252179840095,-36.63651121002294,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-799.0,-60.04697281840552,False,False,False,False,108.04700225532285,False,False,False,False
2025-02-04 17:00:00+00:00,1.015,1.025,1.015,1.025,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.558433050239316,-26.171523230326034,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-599.0,-68.40283370494187,False,False,False,False,109.47263012733335,False,False,False,False
2025-02-04 18:00:00+00:00,1.025,1.045,1.025,1.045,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.13472722172545,-13.788263674815383,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,450.0,-60.36558046920634,False,False,False,False,124.03894593931267,False,False,False,False
2025-02-04 19:00:00+00:00,1.045,1.05,1.045,1.045,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.51892333604954,-5.609109690286381,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,450.0,-52.452935810769034,False,False,False,False,141.85229561467216,False,False,False,False
2025-02-04 20:00:00+00:00,1.045,1.055,1.045,1.055,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62527708867975,1.420503045065388,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1750.0,-24.507929054012926,False,False,False,False,159.80807397723538,False,False,False,False
2025-02-05 15:00:00+00:00,1.055,1.055,1.045,1.055,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3628462570999,6.403392007329899,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1750.0,3.0038217840337857,False,False,False,False,159.36143717138677,False,False,False,False
